lipid,type,LogFC_cKO,PValue_cKO,FDR_cKO,LogFC_WT,PValue_WT,FDR_WT,min_PValue,min_FDR,LogFC_difference,LogFC_difference_abs
LPE(20:5),PE,0.5247033010797683,0.0853426486529571,0.3388804908049783,0.5129087287295873,0.1212394988708378,0.4683565891940375,0.0853426486529571,0.3388804908049783,0.011794572350180998,0.011794572350180998
[TG(50:3)]_FA16:0,TAG,-0.5279472831409604,0.0868614135160331,0.342879920029157,-0.1503887314600127,0.6465280441149402,0.9089265229352174,0.0868614135160331,0.342879920029157,-0.3775585516809477,0.3775585516809477
LPI(22:0) | PI(22:0)_2,PI,-0.5268775990875885,0.0874950764536659,0.342879920029157,-0.1652534798937412,0.6142787192602517,0.8946582227209201,0.0874950764536659,0.342879920029157,-0.3616241191938473,0.3616241191938473
PG(38:2),PG,0.5212704589004072,0.0874022125325775,0.342879920029157,0.487278666088431,0.1407685511257716,0.5062204279592064,0.0874022125325775,0.342879920029157,0.03399179281197623,0.03399179281197623
PI(28:0),PI,-0.5268875822389794,0.087489367083522,0.342879920029157,-0.1557324977977955,0.6348542743766005,0.9059836498968264,0.087489367083522,0.342879920029157,-0.37115508444118384,0.37115508444118384
PI(30:1),PI,-0.5275994372654428,0.0870678474851052,0.342879920029157,0.0743698277154439,0.8209798026337818,0.9762779252996646,0.0870678474851052,0.342879920029157,-0.6019692649808867,0.6019692649808867
[TG(54:3)]_FA18:0,TAG,-0.5257524883166765,0.0881645812738296,0.3446015095742113,-0.4074573950643008,0.213472213687817,0.5870286463208662,0.0881645812738296,0.3446015095742113,-0.11829509325237575,0.11829509325237575
[TG(50:1)]_FA18:1,TAG,-0.5237101258645276,0.0893960639489074,0.3485049680508189,-0.4303958921359266,0.188790328549014,0.5607522258687977,0.0893960639489074,0.3485049680508189,-0.09331423372860098,0.09331423372860098
LPI(20:5) | PI(20:5)_2,PI,-0.5214344219402113,0.0907887896629147,0.3530151120139826,0.3219448413582564,0.3290209265369218,0.7016300954783076,0.0907887896629147,0.3530151120139826,-0.8433792632984677,0.8433792632984677
PI(30:2),PI,-0.5206337301531802,0.0912777776574057,0.3539969770806643,0.1095927678845933,0.7389006309756068,0.9518010763619048,0.0912777776574057,0.3539969770806643,-0.6302264980377734,0.6302264980377734
PS(38:5),PS,0.5145506750520247,0.0915631228253181,0.3541860332545251,0.4104260529401295,0.2140749504718073,0.5870286463208662,0.0915631228253181,0.3541860332545251,0.10412462211189516,0.10412462211189516
PC(44:5),PC,0.511140507701219,0.0937437635425138,0.3616866340802661,0.1276286301872235,0.6979664157524943,0.9315986261572764,0.0937437635425138,0.3616866340802661,0.3835118775139955,0.3835118775139955
[TG(52:0)]_FA18:1,TAG,-0.5147957791885661,0.0949225667860733,0.3624976593845709,-0.4633659630998765,0.1570946836259398,0.5214036297316746,0.0949225667860733,0.3624976593845709,-0.05142981608868963,0.05142981608868963
Cer(d14:1(4E)/22:1(13Z)(2OH)),Cer,-0.5150776837824858,0.0947429817171389,0.3624976593845709,-0.4650508637950584,0.1555900255274597,0.5214036297316746,0.0947429817171389,0.3624976593845709,-0.05002681998742736,0.05002681998742736
PE(P-16:0),PE,-0.5150557439577179,0.0947567982191855,0.3624976593845709,-0.3830920389096506,0.2421617767861925,0.6183515898635082,0.0947567982191855,0.3624976593845709,-0.13196370504806731,0.13196370504806731
PS(O-38:4),PS,0.5095117682570234,0.094785000341587,0.3624976593845709,0.3426502702971499,0.2990299374408116,0.677354117060998,0.094785000341587,0.3624976593845709,0.16686149795987348,0.16686149795987348
[TG(52:1)]_FA20:4,TAG,-0.5119358820799693,0.0967545758436485,0.3639728685499477,-0.3117176536506298,0.3413804317410735,0.7096146265138062,0.0967545758436485,0.3639728685499477,-0.2002182284293395,0.2002182284293395
1-O-behenoyl-Cer(d18:1/16:0),Cer,0.5069261948806998,0.0967676697948424,0.3639728685499477,0.8772983536514257,0.008640216922076,0.1747892531398353,0.008640216922076,0.1747892531398353,-0.37037215877072593,0.37037215877072593
Cer(d18:1/2:0),Cer,0.5074981856733857,0.0964553550105513,0.3639728685499477,0.8848882472117205,0.0081020173647465,0.1684544443753555,0.0081020173647465,0.1684544443753555,-0.3773900615383349,0.3773900615383349
FA(26:0),FA,-0.5123912970760468,0.0964544555623271,0.3639728685499477,-0.0022301192522195,0.99458128289807,0.999109923843655,0.0964544555623271,0.3639728685499477,-0.5101611778238273,0.5101611778238273
PG(36:3),PG,0.5075607420848807,0.09605490612462,0.3639728685499477,0.1793676737747469,0.5857400887868048,0.8855486985554861,0.09605490612462,0.3639728685499477,0.32819306831013373,0.32819306831013373
PI(34:3),PI,-0.5119995013433043,0.0967171038995592,0.3639728685499477,-0.0178148612136965,0.956728177032917,0.994176980824487,0.0967171038995592,0.3639728685499477,-0.4941846401296078,0.4941846401296078
[TG(56:5)]_FA18:0,TAG,0.505689160425988,0.097285714216766,0.3650042961967387,0.5496470834974693,0.0970468809684151,0.4313474045878324,0.0970468809684151,0.3650042961967387,-0.043957923071481275,0.043957923071481275
[TG(56:7)]_FA20:4,TAG,-0.5098998787388519,0.0980706236421728,0.367029308980832,-0.4083922525155817,0.2124223866039026,0.5870286463208662,0.0980706236421728,0.367029308980832,-0.1015076262232702,0.1015076262232702
[TG(52:0)]_FA18:0,TAG,-0.5094885801486099,0.0983389884912801,0.3671158747417614,-0.4374714060317306,0.1816143483585056,0.5545368567360534,0.0983389884912801,0.3671158747417614,-0.07201717411687925,0.07201717411687925
[TG(48:0)]_FA18:0,TAG,-0.5085643552132844,0.0989454190240682,0.3675466309653353,-0.4604148087339483,0.159753034401749,0.5279255905064423,0.0989454190240682,0.3675466309653353,-0.04814954647933606,0.04814954647933606
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,0.5038815745313565,0.0988249578840181,0.3675466309653353,0.8652823917493602,0.0095796961090324,0.1886948036213356,0.0095796961090324,0.1886948036213356,-0.36140081721800366,0.36140081721800366
[TG(54:7)]_FA18:1,TAG,-0.5074105023973329,0.099707995428597,0.3685419892446748,-0.3871550349501617,0.2372001837942031,0.6132792316751677,0.099707995428597,0.3685419892446748,-0.1202554674471712,0.1202554674471712
[TG(60:0)]_FA18:1,TAG,-0.5073526165002753,0.0997508103728528,0.3685419892446748,-0.5366323047139422,0.1012830951398178,0.4360768322724271,0.0997508103728528,0.3685419892446748,0.029279688213666888,0.029279688213666888
PI(P-28:0),PI,-0.5070375922357924,0.0999519356268122,0.3685419892446748,-0.2805947430898007,0.391812864065315,0.7510164628755143,0.0999519356268122,0.3685419892446748,-0.22644284914599166,0.22644284914599166
[TG(48:0)]_FA18:2,TAG,-0.5047631767583122,0.1014726989835244,0.3723152705351374,-0.2232339280106055,0.4958387813495258,0.8272667346144629,0.1014726989835244,0.3723152705351374,-0.2815292487477067,0.2815292487477067
[TG(52:4)]_FA20:0,TAG,-0.5050224913375149,0.1013002023692798,0.3723152705351374,-0.3299938658788353,0.3137946369987227,0.6897952593055622,0.1013002023692798,0.3723152705351374,-0.1750286254586796,0.1750286254586796
[TG(60:0)]_FA20:4,TAG,-0.5040468383286657,0.1019528042602742,0.3726627393826112,-0.4634433531793131,0.1570292003103542,0.5214036297316746,0.1019528042602742,0.3726627393826112,-0.04060348514935258,0.04060348514935258
Cer(d18:1/18:1(9Z)),Cer,-0.5039150126783858,0.1020652793232268,0.3726627393826112,0.205705114138827,0.5321454682282329,0.849125521944672,0.1020652793232268,0.3726627393826112,-0.7096201268172128,0.7096201268172128
CerP(d18:1/12:0),Cer,-0.503101078249857,0.1026147697950182,0.3728502679202484,0.1201699604388386,0.7148206333877525,0.9410800209426078,0.1026147697950182,0.3728502679202484,-0.6232710386886955,0.6232710386886955
CerP(d18:1/26:0),Cer,0.498436349799266,0.1024269092189782,0.3728502679202484,0.7984396248909607,0.016613460563262,0.251215661244478,0.016613460563262,0.251215661244478,-0.30000327509169467,0.30000327509169467
LPE(20:1),PE,0.4945159676011393,0.1049148800838287,0.3802846864055487,0.0550758715619479,0.8668859822958338,0.9899123625760864,0.1049148800838287,0.3802846864055487,0.43944009603919143,0.43944009603919143
LPE(14:0),PE,0.4948377952305245,0.1055206147637838,0.3809585086197127,0.9272613497300262,0.0056340688177994,0.1360355003265453,0.0056340688177994,0.1360355003265453,-0.43242355449950165,0.43242355449950165
PC(44:8),PC,0.4935369087128424,0.1056097401985175,0.3809585086197127,0.1028002476667402,0.75452794253617,0.9572273982852936,0.1056097401985175,0.3809585086197127,0.39073666104610216,0.39073666104610216
[TG(54:7)]_FA20:0,TAG,-0.4946296852885045,0.1084424198425239,0.3877278583668682,-0.4142590605552109,0.2059196853025392,0.5824904362972755,0.1084424198425239,0.3877278583668682,-0.0803706247332936,0.0803706247332936
[TG(60:4)]_FA20:4,TAG,-0.4949028743170341,0.1082472732984857,0.3877278583668682,-0.9424156928156489,0.0040664953942714,0.1195242658904361,0.0040664953942714,0.1195242658904361,0.44751281849861474,0.44751281849861474
PC(44:3),PC,0.4894633793375075,0.1085223598234587,0.3877278583668682,0.0719997805249774,0.8265927812210755,0.979516693690988,0.1085223598234587,0.3877278583668682,0.4174635988125301,0.4174635988125301
PC(52:0),PC,-0.4948362284739622,0.1083226967730008,0.3877278583668682,-0.5519360722869355,0.0919298096278457,0.4268730328135515,0.0919298096278457,0.3877278583668682,0.05709984381297334,0.05709984381297334
PC(O-44:3),PC,0.4888257033454534,0.1089790343457995,0.3877946301757313,0.1016414736064771,0.7572032419081955,0.957496387079646,0.1089790343457995,0.3877946301757313,0.38718422973897626,0.38718422973897626
PE(40:9),PE,0.4887115921104383,0.1090591444916385,0.3877946301757313,-0.0670583765973106,0.8380874478979041,0.9837095157227284,0.1090591444916385,0.3877946301757313,0.5557699687077489,0.5557699687077489
LPC(7:0),PC,0.487233670430893,0.1101350283212345,0.3888587177104916,0.5715995730141656,0.0845671337746784,0.4166739588770167,0.0845671337746784,0.3888587177104916,-0.08436590258327265,0.08436590258327265
PG(28:1),PG,0.4877545768537002,0.1097461372216832,0.3888587177104916,0.0164705157169913,0.9600042375707724,0.994176980824487,0.1097461372216832,0.3888587177104916,0.4712840611367089,0.4712840611367089
Stearidonyl carnitine,CAR,0.4872154940201526,0.1101376728852695,0.3888587177104916,1.1029040917431188,0.0010286639758071,0.0592273066070527,0.0010286639758071,0.0592273066070527,-0.6156885977229662,0.6156885977229662
[TG(52:3)]_FA20:4,TAG,-0.4909328077571737,0.1110845429920473,0.3899831950712819,-0.2872780380906093,0.3806212145103749,0.740949230327739,0.1110845429920473,0.3899831950712819,-0.20365476966656437,0.20365476966656437
[TG(54:0)]_FA18:0,TAG,-0.4909940604461416,0.1110365055542779,0.3899831950712819,-0.689203331313601,0.0353727396436067,0.3982110265122925,0.0353727396436067,0.3899831950712819,0.19820927086745943,0.19820927086745943
FA(16:0),FA,0.485715602988817,0.1112376915801185,0.3899831950712819,0.8616071564173625,0.0098235451794826,0.1909850277102021,0.0098235451794826,0.1909850277102021,-0.3758915534285455,0.3758915534285455
[TG(60:0)]_FA18:0,TAG,-0.488626099811707,0.1127564857408525,0.3941271571201894,-0.6019824352669513,0.066040941059846,0.4119553089971299,0.066040941059846,0.3941271571201894,0.11335633545524426,0.11335633545524426
PE(O-36:0),PE,0.4834220361151917,0.1129462594552847,0.3941271571201894,-0.086340346790108,0.7924412575736928,0.9676056791091502,0.1129462594552847,0.3941271571201894,0.5697623829052997,0.5697623829052997
PE(38:0)_2,PE,0.4828267562669998,0.1133864934866199,0.3947432110452791,-0.0567921058497432,0.862617837607544,0.9899123625760864,0.1133864934866199,0.3947432110452791,0.539618862116743,0.539618862116743
[TG(54:8)]_FA18:2,TAG,-0.4864039837796473,0.1143874006746694,0.3963265115137093,-0.2507647395705136,0.4441701741112556,0.784107017269516,0.1143874006746694,0.3963265115137093,-0.23563924420913368,0.23563924420913368
[TG(60:1)]_FA20:4,TAG,-0.4860646944377302,0.1146355240383674,0.3963265115137093,-0.587023111979846,0.0730510765574749,0.4119553089971299,0.0730510765574749,0.3963265115137093,0.10095841754211582,0.10095841754211582
O-oleoylcarnitine | Elaidic carnitine,CAR,0.4811714011101433,0.1146235246887704,0.3963265115137093,1.2113772438460009,0.00032651603370888947,0.0257260264453793,0.00032651603370888947,0.0257260264453793,-0.7302058427358575,0.7302058427358575
[TG(54:8)]_FA18:0,TAG,-0.4842496981662796,0.1159819803846711,0.3982225335684695,-0.4795285011181922,0.1431126986897017,0.5064768556465331,0.1159819803846711,0.3982225335684695,-0.004721197048087433,0.004721197048087433
Cer(d14:1(4E)/22:0(2OH)),Cer,-0.4842755511411806,0.1159643082265893,0.3982225335684695,-0.4217901416312504,0.1977914523358885,0.5700748123641113,0.1159643082265893,0.3982225335684695,-0.0624854095099302,0.0624854095099302
PE(14:1),PE,0.4812415213906521,0.1154643266585654,0.3982225335684695,0.8566465972737324,0.0103874725537659,0.1968360305441466,0.0103874725537659,0.1968360305441466,-0.37540507588308025,0.37540507588308025
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,0.4791932183806461,0.1164719925141906,0.3989898690932342,0.8924163585538006,0.0075850483040154,0.1599270043818465,0.0075850483040154,0.1599270043818465,-0.41322314017315454,0.41322314017315454
[TG(52:1)]_FA18:1,TAG,-0.4829570246629081,0.1169473988444359,0.3991398944358064,-0.3700406416973623,0.2585943068569186,0.6355028789620644,0.1169473988444359,0.3991398944358064,-0.11291638296554579,0.11291638296554579
[TG(54:1)]_FA20:0,TAG,-0.4828254342282837,0.1170490405192511,0.3991398944358064,-0.2616768694477294,0.424569672545034,0.777130438394809,0.1170490405192511,0.3991398944358064,-0.22114856478055434,0.22114856478055434
[TG(58:2)]_FA18:0,TAG,-0.4808867926182603,0.1185120874855828,0.4022961337095637,-0.3846178313261196,0.2402887188518832,0.6170020791102387,0.1185120874855828,0.4022961337095637,-0.09626896129214069,0.09626896129214069
PE(O-34:2),PE,0.4761395190499641,0.1184749296729085,0.4022961337095637,-0.1806376608346513,0.5816709034192088,0.8855486985554861,0.1184749296729085,0.4022961337095637,0.6567771798846154,0.6567771798846154
"Linoelaidyl carnitine | O-linoleoylcarnitine | 9,12-Hexadecadienylcarnitine",CAR,0.4757073926009801,0.1188015405016452,0.4023663034637171,1.167273017134687,0.0005257349319423712,0.0393512596558864,0.0005257349319423712,0.0393512596558864,-0.691565624533707,0.691565624533707
LPE(18:3),PE,-0.4801455929699291,0.1190776132399014,0.4023909413547009,-0.6397200691305092,0.050791659834384,0.4119553089971299,0.050791659834384,0.4023909413547009,0.15957447616058007,0.15957447616058007
[TG(52:0)]_FA20:4,TAG,-0.4782183035624095,0.1205469278971265,0.4064386285180144,-0.2103985943449713,0.520966643417656,0.8466889199963348,0.1205469278971265,0.4064386285180144,-0.26781970921743825,0.26781970921743825
PC(44:2),PC,0.4724424929776966,0.1213741670726514,0.4083081530511442,0.0848941509564269,0.7962013448621954,0.9694735820037588,0.1213741670726514,0.4083081530511442,0.3875483420212697,0.3875483420212697
FA(14:1),FA,0.4698071689836505,0.123446852110331,0.4143496358949902,0.7092175740760966,0.0328877282280603,0.3982110265122925,0.0328877282280603,0.3982110265122925,-0.23941040509244615,0.23941040509244615
LPI(20:5) | PI(20:5),PI,-0.4736220997652063,0.1241354148391756,0.4157286711728098,0.3245462547722971,0.3251491679581682,0.7016300954783076,0.1241354148391756,0.4157286711728098,-0.7981683545375033,0.7981683545375033
15:0 Campesteryl ester_simulated | CE(16:0),CE,-0.4725854979973122,0.12493953773685,0.4174876964108583,0.454898918979137,0.1688442974638909,0.5434505999856999,0.12493953773685,0.4174876964108583,-0.9274844169764491,0.9274844169764491
1-O-carboceroyl-Cer(d18:1/16:0),Cer,0.4673235108772776,0.1258169313267694,0.4178207952602986,0.8103106016083422,0.0151153538028768,0.233275099411408,0.0151153538028768,0.233275099411408,-0.34298709073106465,0.34298709073106465
Cer(d20:0/26:0),Cer,-0.4716778296416228,0.1256640357683713,0.4178207952602986,1.3852271801271956,4.402505194312345e-05,0.0041190939224284,4.402505194312345e-05,0.0041190939224284,-1.8569050097688184,1.8569050097688184
PI(38:6),PI,0.4667228707803647,0.1259359559922002,0.4178207952602986,0.3932374122256561,0.2337423661729171,0.6128061684078056,0.1259359559922002,0.4178207952602986,0.07348545855470856,0.07348545855470856
SM(d18:2/14:0),SM,-0.4710577697646171,0.1261556442602905,0.4178207952602986,-0.3900585179419197,0.2336939731511751,0.6128061684078056,0.1261556442602905,0.4178207952602986,-0.0809992518226974,0.0809992518226974
CerP(d18:1/2:0),Cer,0.4659923157596721,0.1269284421136163,0.4194522689714871,0.9094120169289488,0.0065387706606182,0.150592918137623,0.0065387706606182,0.150592918137623,-0.4434197011692767,0.4434197011692767
LPI(18:4) | PI(18:4)_2,PI,-0.4694328929141352,0.1274652961900507,0.4198400122087468,0.2453546378410816,0.4563983228481821,0.7925239991840473,0.1274652961900507,0.4198400122087468,-0.7147875307552168,0.7147875307552168
PC(48:0),PC,-0.4692633736521245,0.1276066837374614,0.4198400122087468,-0.4080626686106657,0.2128096516234233,0.5870286463208662,0.1276066837374614,0.4198400122087468,-0.0612007050414588,0.0612007050414588
[TG(54:6)]_FA20:0,TAG,-0.4680874915889446,0.1285439859666845,0.421996374982734,-0.35818885925605,0.2741843550297363,0.6494524991764482,0.1285439859666845,0.421996374982734,-0.1098986323328946,0.1098986323328946
[TG(48:0)]_FA16:0,TAG,-0.4670522992640554,0.129377987742073,0.4219993645684884,-0.2056046575321966,0.5305211369501003,0.849125521944672,0.129377987742073,0.4219993645684884,-0.2614476417318588,0.2614476417318588
CE(20:5),CE,-0.4670345034342893,0.1293905867314203,0.4219993645684884,0.3117037255844062,0.34454374746743,0.7114234344258521,0.1293905867314203,0.4219993645684884,-0.7787382290186955,0.7787382290186955
PC(52:4),PC,-0.4673611102250825,0.1291513610853891,0.4219993645684884,-0.5108895680149323,0.1187603092454169,0.4617770985464652,0.1187603092454169,0.4219993645684884,0.04352845778984987,0.04352845778984987
[TG(56:8)]_FA20:0,TAG,-0.466159444301095,0.130107464203455,0.4234149432882004,-0.3049373285649452,0.351995023176985,0.7198586744480144,0.130107464203455,0.4234149432882004,-0.1612221157361498,0.1612221157361498
PE(O-40:4),PE,0.4596629081528786,0.1317759531479515,0.4269883157196611,0.0973394796753954,0.7671642200365407,0.9642693848822012,0.1317759531479515,0.4269883157196611,0.36232342847748317,0.36232342847748317
PS(36:3),PS,0.4599890806571411,0.1314925586972798,0.4269883157196611,0.0926524897993993,0.7780568844094555,0.965383615608963,0.1314925586972798,0.4269883157196611,0.36733659085774184,0.36733659085774184
PS(38:6),PS,0.4590694079244644,0.1322659454163737,0.4276503677933293,0.2046200236109635,0.534252561928268,0.8508256225602311,0.1322659454163737,0.4276503677933293,0.2544493843135009,0.2544493843135009
[TG(52:1)]_FA20:0,TAG,-0.462965373158141,0.1327367145728945,0.4282475468009117,-0.4362116707796675,0.182879605721543,0.5545368567360534,0.1327367145728945,0.4282475468009117,-0.02675370237847352,0.02675370237847352
LPI(18:4) | PI(18:4),PI,-0.4621112272026227,0.133455223094092,0.4287016735621962,0.1684059231393922,0.6088051363503477,0.8927689365326941,0.133455223094092,0.4287016735621962,-0.6305171503420149,0.6305171503420149
PI(44:4),PI,-0.4617903084971387,0.1337365942241453,0.4287016735621962,-0.3939669519536315,0.2290665066963522,0.6058525804318715,0.1337365942241453,0.4287016735621962,-0.06782335654350719,0.06782335654350719
PS(38:0),PS,0.4576649863564734,0.1334531747757151,0.4287016735621962,0.0130814126940006,0.9682280069564247,0.994176980824487,0.1334531747757151,0.4287016735621962,0.4445835736624728,0.4445835736624728
Cer(d18:0/14:0),Cer,0.4561583210783483,0.1351032495832641,0.4290626282098825,0.7781155294963151,0.0195406046224619,0.2867871090178979,0.0195406046224619,0.2867871090178979,-0.3219572084179668,0.3219572084179668
Cer(d18:0/h26:0),Cer,0.455914539440912,0.1352822715531493,0.4290626282098825,0.699341851126379,0.0354904643285518,0.3982110265122925,0.0354904643285518,0.3982110265122925,-0.24342731168546705,0.24342731168546705
PC(44:4),PC,0.4561882150413117,0.1347277226458233,0.4290626282098825,0.0909734906984008,0.7819788122832778,0.965383615608963,0.1347277226458233,0.4290626282098825,0.3652147243429109,0.3652147243429109
PC(O-32:1),PC,0.4563384910378394,0.1345818246231278,0.4290626282098825,0.3374272676701568,0.3064079709376154,0.6821101344385458,0.1345818246231278,0.4290626282098825,0.11891122336768262,0.11891122336768262
Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester,CAR,0.456435857079154,0.1344976118041216,0.4290626282098825,1.0862895046384982,0.0012175597435363,0.065095962002639,0.0012175597435363,0.065095962002639,-0.6298536475593441,0.6298536475593441
FA(18:0),FA,-0.458581393439756,0.1364064233871709,0.4317133526651054,-1.7956094010234689,6.646721604721384e-08,1.2437677802834888e-05,6.646721604721384e-08,1.2437677802834888e-05,1.3370280075837129,1.3370280075837129
LPC(19:0),PC,-0.4576840227908749,0.1371724169050966,0.4332217470610329,-0.4005807296402609,0.2213079481227797,0.5947523535370325,0.1371724169050966,0.4332217470610329,-0.057103293150613965,0.057103293150613965
PE(O-40:6),PE,0.4523511982676291,0.1380228809857726,0.4348232102045304,0.1847751214027474,0.5745164590373422,0.8821037324911807,0.1380228809857726,0.4348232102045304,0.2675760768648817,0.2675760768648817
SM(d18:0/12:0),SM,-0.456409252883829,0.1382604195439923,0.4348232102045304,-0.3289060583747014,0.3153845115182662,0.6902494352965562,0.1382604195439923,0.4348232102045304,-0.12750319450912762,0.12750319450912762
PE(40:10),PE,0.4512703204307117,0.1389791444818555,0.4361672521789052,0.0136212936538386,0.9669185648930184,0.994176980824487,0.1389791444818555,0.4361672521789052,0.4376490267768731,0.4376490267768731
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,0.4506924394439108,0.1398300564920232,0.4370054166358221,0.7648504423631555,0.0216767767761275,0.2977076590262658,0.0216767767761275,0.2977076590262658,-0.31415800291924467,0.31415800291924467
PE(O-40:5),PE,0.4503954019022792,0.1397422134588773,0.4370054166358221,-0.0047235360229325,0.9885228718796972,0.9972611616241324,0.1397422134588773,0.4370054166358221,0.45511893792521174,0.45511893792521174
PG(O-38:2),PG,0.4497943671693917,0.1402676924215255,0.4374598657396328,0.1720378630126053,0.6011121400736346,0.8897889842626462,0.1402676924215255,0.4374598657396328,0.27775650415678643,0.27775650415678643
PC(44:12),PC,0.4491314428465215,0.140861805020839,0.4383994222789937,0.0978026507929909,0.7660884707897622,0.963726420817037,0.140861805020839,0.4383994222789937,0.3513287920535306,0.3513287920535306
CerP(d18:1/24:0),Cer,0.448891125308744,0.1413827613507253,0.4391078708340993,0.7036942560486743,0.0343650956572191,0.3982110265122925,0.0343650956572191,0.3982110265122925,-0.25480313073993033,0.25480313073993033
[TG(48:0)]_FA18:1,TAG,-0.4509226790896595,0.1430207707506299,0.4421818980557471,-0.3663664301337219,0.2633606559831382,0.6389803922313742,0.1430207707506299,0.4421818980557471,-0.08455624895593761,0.08455624895593761
[TG(54:3)]_FA18:2,TAG,-0.4506512395795042,0.1432586643667584,0.4421818980557471,-0.2636614994266496,0.4210583104275036,0.777130438394809,0.1432586643667584,0.4421818980557471,-0.18698974015285458,0.18698974015285458
PC(O-32:2),PC,0.4468424891820284,0.1428885033179603,0.4421818980557471,0.333427889243347,0.3121436175079835,0.6871749932491931,0.1428885033179603,0.4421818980557471,0.11341459993868142,0.11341459993868142
[TG(56:6)]_FA20:0,TAG,-0.4501285427821747,0.1437231668277182,0.442702841031058,-0.2939621047341534,0.3696243391331266,0.7319148620136118,0.1437231668277182,0.442702841031058,-0.15616643804802127,0.15616643804802127
[TG(54:1)]_FA18:1,TAG,-0.4492579379784401,0.1444870341958613,0.4441418689757791,-0.6783497827752382,0.0383584337660616,0.3982110265122925,0.0383584337660616,0.3982110265122925,0.22909184479679806,0.22909184479679806
[TG(52:4)]_FA18:0,TAG,-0.4474701343113967,0.14608238698403,0.4447879427017966,-0.5779362074405819,0.0776012815618373,0.4119553089971299,0.0776012815618373,0.4119553089971299,0.13046607312918523,0.13046607312918523
[TG(54:4)]_FA20:4,TAG,-0.4467999286168846,0.1466792436383532,0.4447879427017966,-0.1883226855399994,0.5656806711099277,0.8757079433080587,0.1466792436383532,0.4447879427017966,-0.25847724307688524,0.25847724307688524
[TG(56:6)]_FA18:2,TAG,0.4427334742822113,0.1466032813943855,0.4447879427017966,0.3539528576371737,0.2834625228755028,0.6589183179264405,0.1466032813943855,0.4447879427017966,0.08878061664503761,0.08878061664503761
[TG(58:3)]_FA18:1,TAG,-0.4469075179256154,0.1465852459577575,0.4447879427017966,-0.208743612548567,0.5242594516573511,0.8484501612227617,0.1465852459577575,0.4447879427017966,-0.2381639053770484,0.2381639053770484
PC(44:10),PC,0.442942952172133,0.1464251627510012,0.4447879427017966,0.1508204547796672,0.6466310934709463,0.9089265229352174,0.1464251627510012,0.4447879427017966,0.29212249739246576,0.29212249739246576
PE(O-40:0),PE,0.4431099578461554,0.1462651030056371,0.4447879427017966,-0.1795662870668351,0.5839140639804222,0.8855486985554861,0.1462651030056371,0.4447879427017966,0.6226762449129906,0.6226762449129906
PI(34:6),PI,-0.4466995580364392,0.1467770498962508,0.4447879427017966,0.0048279627480582,0.9882703769171404,0.9972611616241324,0.1467770498962508,0.4447879427017966,-0.45152752078449737,0.45152752078449737
LPI(20:3) | PI(20:3),PI,-0.445137710872669,0.1481859209945657,0.446557642926944,0.1100715556458937,0.7378050511777678,0.9518010763619048,0.1481859209945657,0.446557642926944,-0.5552092665185627,0.5552092665185627
PC(O-32:0),PC,0.4415231548395097,0.1477107260429386,0.446557642926944,0.2768347826476973,0.4009300246720185,0.7587765447964749,0.1477107260429386,0.446557642926944,0.16468837219181243,0.16468837219181243
PE(22:0),PE,0.4409523618263568,0.1482559442449507,0.446557642926944,0.2076768722129992,0.5281992548514606,0.849125521944672,0.1482559442449507,0.446557642926944,0.2332754896133576,0.2332754896133576
[TG(48:1)]_FA18:1,TAG,-0.4442812675114941,0.1489512569633357,0.447751067618702,-0.4322205303950935,0.1869187222542783,0.5601018559701648,0.1489512569633357,0.447751067618702,-0.0120607371164006,0.0120607371164006
FA(26:1),FA,-0.4428598986603433,0.1502408649530153,0.4498211496693278,-0.1718269970301859,0.6002417703965547,0.8897889842626462,0.1502408649530153,0.4498211496693278,-0.2710329016301574,0.2710329016301574
PE(22:1),PE,0.4389685664519865,0.1500815726531977,0.4498211496693278,-0.1848278674224187,0.5729327643470197,0.8805753061883865,0.1500815726531977,0.4498211496693278,0.6237964338744052,0.6237964338744052
[TG(50:4)]_FA16:0,TAG,-0.4422035001463232,0.1508477064155808,0.4507365598884719,-0.4217667478477185,0.1978178958721768,0.5700748123641113,0.1508477064155808,0.4507365598884719,-0.0204367522986047,0.0204367522986047
PI(O-40:4) | PI(P-40:3),PI,-0.4414909350001678,0.1515080924478197,0.4518079968015659,-0.1041253508548288,0.7509448561417693,0.9549524857085356,0.1515080924478197,0.4518079968015659,-0.337365584145339,0.337365584145339
[TG(54:0)]_FA18:2,TAG,-0.4410183472574404,0.1519395083353556,0.4521937256024401,-0.2914432802142875,0.3737485132455359,0.7367761088692422,0.1519395083353556,0.4521937256024401,-0.14957506704315288,0.14957506704315288
[TG(56:5)]_FA18:1,TAG,0.4360892625241577,0.1527649845365441,0.4528498650518942,0.3502386541246816,0.2885141976954736,0.6628149516158177,0.1527649845365441,0.4528498650518942,0.08585060839947611,0.08585060839947611
PE(O-40:3),PE,0.4361845512712604,0.1526869882479014,0.4528498650518942,0.0398285737652658,0.903506743487948,0.9909330421616108,0.1526869882479014,0.4528498650518942,0.3963559775059946,0.3963559775059946
