lipid,type,LogFC_cKO,PValue_cKO,FDR_cKO,LogFC_WT,PValue_WT,FDR_WT,min_PValue,min_FDR,LogFC_difference,LogFC_difference_abs
PE(42:9),PE,0.1264585974004636,0.6788784096129349,0.8715960370416497,-0.1820475975166159,0.5787201044396402,0.8855486985554861,0.5787201044396402,0.8715960370416497,0.30850619491707953,0.30850619491707953
PS(O-34:2)_2,PS,-0.126825038949154,0.6788079021442547,0.8715960370416497,0.0279413571219902,0.9322119072821002,0.9909330421616108,0.6788079021442547,0.8715960370416497,-0.1547663960711442,0.1547663960711442
LPE(24:6),PE,0.1258819876864053,0.6802710119710206,0.8723993884939261,0.0380795715596454,0.9077237097067662,0.9909330421616108,0.6802710119710206,0.8723993884939261,0.0878024161267599,0.0878024161267599
PS(30:2),PS,0.1257126872974059,0.6806696631669377,0.8723993884939261,0.1484702380443772,0.6517556900916421,0.9108306432903276,0.6517556900916421,0.8723993884939261,-0.022757550746971306,0.022757550746971306
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",Cer,-0.1254917510604195,0.6820020934841619,0.872806325532124,-0.3403086926434203,0.2989017159041487,0.677354117060998,0.2989017159041487,0.677354117060998,0.2148169415830008,0.2148169415830008
PS(36:7),PS,0.1250945791102132,0.6821532403958485,0.872806325532124,0.1375177535355654,0.6758783218448113,0.9214503459945774,0.6758783218448113,0.872806325532124,-0.01242317442535218,0.01242317442535218
CE(15:1),CE,0.1242681053102929,0.6841397094573722,0.8738542193324967,0.9618157142541373,0.0040476892626747,0.1195242658904361,0.0040476892626747,0.1195242658904361,-0.8375476089438444,0.8375476089438444
PG(O-34:2),PG,-0.1246574007151546,0.6839907190476044,0.8738542193324967,0.083192993283412,0.8001887559193317,0.9715187085249308,0.6839907190476044,0.8738542193324967,-0.20785039399856658,0.20785039399856658
PS(32:0),PS,0.1235297935930443,0.6859204925894483,0.8753819074223395,0.3233515895575558,0.3269151550184717,0.7016300954783076,0.3269151550184717,0.7016300954783076,-0.1998217959645115,0.1998217959645115
PS(40:0) | PS(P-42:6)_2,PS,-0.1234919341260756,0.686777804978483,0.8757294497894285,-0.6117248528402419,0.0617764073725377,0.4119553089971299,0.0617764073725377,0.4119553089971299,0.4882329187141663,0.4882329187141663
PE(44:8),PE,0.122577690822501,0.6882210812120038,0.875921429729611,-0.2811180687109144,0.390941157465366,0.7510164628755143,0.390941157465366,0.7510164628755143,0.4036957595334154,0.4036957595334154
PI(40:6),PI,-0.1228139643676379,0.6884098114260805,0.875921429729611,-0.003986108538035,0.990314628976856,0.9972611616241324,0.6884098114260805,0.875921429729611,-0.11882785582960291,0.11882785582960291
PS(P-42:2),PS,-0.1226997812035272,0.6886837159597543,0.875921429729611,-0.137322920760208,0.6754324149572489,0.9214503459945774,0.6754324149572489,0.875921429729611,0.014623139556680792,0.014623139556680792
LPS(20:3) | PS(20:3)_2,PS,0.1208815192574835,0.6923128298622293,0.879789733704378,-0.160031816867134,0.625529010612369,0.9001120856631164,0.625529010612369,0.879789733704378,0.2809133361246175,0.2809133361246175
[TG(56:6)]_FA16:0,TAG,0.1190101651659617,0.6968402843231665,0.8825802493438415,-0.3248753068012641,0.3213596083707767,0.6992374036788558,0.3213596083707767,0.6992374036788558,0.4438854719672258,0.4438854719672258
1-O-cerotoyl-Cer(d18:1/16:0),Cer,0.1192623246867592,0.6963812449291044,0.8825802493438415,0.4269666482430099,0.1965425889388888,0.5700748123641113,0.1965425889388888,0.5700748123641113,-0.3077043235562507,0.3077043235562507
LPG(22:6) | PG(22:6),PG,0.1194920679322444,0.6956786635268848,0.8825802493438415,0.4058733469293819,0.2191693977653942,0.5943778776354984,0.2191693977653942,0.5943778776354984,-0.2863812789971375,0.2863812789971375
LPS(20:3) | PS(20:3),PS,0.1187658055700389,0.6974346973893727,0.8825802493438415,-0.1705347496106011,0.6029950327202442,0.8897889842626462,0.6029950327202442,0.8825802493438415,0.28930055518064,0.28930055518064
PG(O-32:0),PG,0.118756884581375,0.6974565363886203,0.8825802493438415,0.174751301981386,0.5954028100084339,0.8872491339456939,0.5954028100084339,0.8825802493438415,-0.055994417400011,0.055994417400011
[TG(60:10)]_FA20:0,TAG,0.1184436386350102,0.6982168175231881,0.8827960944528822,-0.1926575612457025,0.5567644965405296,0.8727502108075109,0.5567644965405296,0.8727502108075109,0.3111011998807127,0.3111011998807127
PE(32:2),PE,0.1181894819116703,0.698836510043104,0.8828339709152124,-0.0795463902866616,0.8084536718638812,0.973704346484218,0.698836510043104,0.8828339709152124,0.19773587219833189,0.19773587219833189
PE(42:6),PE,0.1177370343515858,0.6999328376013316,0.8834734046283249,-0.2572960369826847,0.4323827257725986,0.777130438394809,0.4323827257725986,0.777130438394809,0.37503307133427055,0.37503307133427055
PG(42:11),PG,0.1174193150202071,0.70070231093176,0.8836995446207623,0.0031697141089132,0.9922988079052252,0.9976301648315126,0.70070231093176,0.8836995446207623,0.1142496009112939,0.1142496009112939
LPE(22:5),PE,0.1171763057707323,0.7013009192121497,0.8837099966839967,-0.0200829958594826,0.9512253929919356,0.994176980824487,0.7013009192121497,0.8837099966839967,0.1372593016302149,0.1372593016302149
[TG(58:8)]_FA18:2,TAG,-0.1169156296464152,0.7026198172018978,0.8838839213035639,-0.3342531706342326,0.3075733112955419,0.6821101344385458,0.3075733112955419,0.6821101344385458,0.21733754098781738,0.21733754098781738
Cer(d14:1(4E)/24:0(2OH)),Cer,-0.1169424371524133,0.70255892386405,0.8838839213035639,-0.1979076351674643,0.5460525808230411,0.8613706148494126,0.5460525808230411,0.8613706148494126,0.08096519801505099,0.08096519801505099
PG(30:3),PG,-0.1166535561300468,0.7032554091156528,0.8839406779564503,0.0336997155292291,0.9182916732360656,0.9909330421616108,0.7032554091156528,0.8839406779564503,-0.1503532716592759,0.1503532716592759
[TG(56:4)]_FA18:1,TAG,-0.1164089987938173,0.7038467163561701,0.8839417234775055,-0.1322469600210328,0.6867917304309834,0.9270759427007956,0.6867917304309834,0.8839417234775055,0.015837961227215508,0.015837961227215508
PS(30:3),PS,-0.1161407151970901,0.7044958989486484,0.8840153903823359,-0.0205478656253447,0.9500959218174112,0.994176980824487,0.7044958989486484,0.8840153903823359,-0.0955928495717454,0.0955928495717454
PI(P-30:1),PI,0.1150046783852469,0.7065771126761193,0.8851430440804609,0.4879941331333282,0.1402005370040042,0.5057354310722754,0.1402005370040042,0.5057354310722754,-0.37298945474808126,0.37298945474808126
PS(42:7),PS,0.1150367362766678,0.7064952353894567,0.8851430440804609,-0.0832956026098068,0.7996044109395348,0.9715187085249308,0.7064952353894567,0.8851430440804609,0.1983323388864746,0.1983323388864746
LPE(20:3),PE,0.1135831260229708,0.7100413359000245,0.8875752325012162,-0.0494829221815089,0.8801649878438965,0.9899123625760864,0.7100413359000245,0.8875752325012162,0.1630660482044797,0.1630660482044797
LPG(20:4) | PG(20:4),PG,-0.1135061349398154,0.7108902496786628,0.8875752325012162,0.190878802968961,0.5619889603738025,0.8741845098781977,0.5619889603738025,0.8741845098781977,-0.3043849379087764,0.3043849379087764
LPS(17:0) | PS(O-18:0)_3,PS,0.1138116475219889,0.7094770978189584,0.8875752325012162,0.0383110899553019,0.90716175492179,0.9909330421616108,0.7094770978189584,0.8875752325012162,0.075500557566687,0.075500557566687
PE(O-34:3),PE,-0.1135167230996156,0.7108633181486917,0.8875752325012162,-0.2987540715899074,0.3618686139594779,0.7250849644449532,0.3618686139594779,0.7250849644449532,0.18523734849029183,0.18523734849029183
PI(O-38:3) | PI(P-38:2),PI,-0.1126487716145002,0.7129745472992264,0.8894357477557849,0.01311043160157,0.9681584813723372,0.994176980824487,0.7129745472992264,0.8894357477557849,-0.1257592032160702,0.1257592032160702
Cer(d18:1/22:0),Cer,0.1110073735976728,0.7164350415509542,0.8894948072246399,0.2392951812625416,0.4677120093451578,0.7983636009004574,0.4677120093451578,0.7983636009004574,-0.1282878076648688,0.1282878076648688
LPC(11:0),PC,0.1109080746156139,0.7165869990066237,0.8894948072246399,0.138832727923044,0.6729765537515426,0.9214503459945774,0.6729765537515426,0.8894948072246399,-0.02792465330743009,0.02792465330743009
LPI(14:0) | PI(14:0),PI,-0.1113520158440223,0.7164335921801165,0.8894948072246399,0.360017401445991,0.2757851664302345,0.6497199740828892,0.2757851664302345,0.6497199740828892,-0.47136941729001325,0.47136941729001325
PE(O-28:0),PE,0.1109807676761109,0.7164007530781796,0.8894948072246399,-0.1196021146181644,0.7153968362275802,0.9410800209426078,0.7153968362275802,0.8894948072246399,0.23058288229427532,0.23058288229427532
PG(28:0),PG,-0.1112742196141109,0.7163102977552307,0.8894948072246399,-0.0327006836213029,0.9206493818605284,0.9909330421616108,0.7163102977552307,0.8894948072246399,-0.078573535992808,0.078573535992808
PG(42:5),PG,0.1117350509032728,0.7145534704143304,0.8894948072246399,-0.0874057783981604,0.7899359759715716,0.9661226764946428,0.7145534704143304,0.8894948072246399,0.1991408293014332,0.1991408293014332
[TG(58:9)]_FA18:2,TAG,-0.1104808293147501,0.718247169395598,0.8901390058850931,-0.37012118614892,0.2584958653888374,0.6355028789620644,0.2584958653888374,0.6355028789620644,0.25964035683416986,0.25964035683416986
PE(34:6),PE,0.1102075257467678,0.7182952031457531,0.8901390058850931,0.037115778009597,0.9100473600084984,0.9909330421616108,0.7182952031457531,0.8901390058850931,0.07309174773717081,0.07309174773717081
LPE(12:0) | PE(12:0)_2,PE,0.1094727985160042,0.7201037225380545,0.8916420782791296,0.079827294025087,0.8081116577404891,0.973704346484218,0.7201037225380545,0.8916420782791296,0.0296455044909172,0.0296455044909172
"Cer(d14:2(4E,6E)/18:0(2OH))",Cer,-0.1083434227009001,0.7234737995356315,0.895074609838711,-0.235436587988701,0.4725664229448538,0.8029874405771239,0.4725664229448538,0.8029874405771239,0.1270931652878009,0.1270931652878009
LPG(22:6) | PG(22:6)_2,PG,0.1077313192140154,0.7243679360430211,0.8954407929450062,0.389874038916211,0.237743111183116,0.6135263934835733,0.237743111183116,0.6135263934835733,-0.28214271970219557,0.28214271970219557
[TG(58:6)]_FA18:0,TAG,-0.1071837422340821,0.7262997332353945,0.8963484753943822,-0.4067120210581245,0.2143113415522219,0.5870286463208662,0.2143113415522219,0.5870286463208662,0.29952827882404237,0.29952827882404237
PG(34:2),PG,-0.1074287288918205,0.7257019283038837,0.8963484753943822,0.1353229048646562,0.6807560641608172,0.9230904239571952,0.6807560641608172,0.8963484753943822,-0.24275163375647668,0.24275163375647668
PG(30:2),PG,0.1064693098743514,0.7274678140235477,0.8970505087259067,0.1616020460392429,0.6233173600550266,0.9001120856631164,0.6233173600550266,0.8970505087259067,-0.05513273616489152,0.05513273616489152
Cer(d18:1/20:0),Cer,0.1061083876438539,0.7285033173135506,0.8975880378752141,0.4728864551555559,0.1529702036716755,0.5211024828150728,0.1529702036716755,0.5211024828150728,-0.366778067511702,0.366778067511702
PS(O-40:6),PS,0.1056175245374024,0.7295595395413748,0.8981501897149983,-0.3987228577109504,0.2234566707931929,0.5964502663277457,0.2234566707931929,0.5964502663277457,0.5043403822483528,0.5043403822483528
CE(14:0),CE,0.1046392875056209,0.7319728902695253,0.9003807861409034,0.6211407146808281,0.0611692020272799,0.4119553089971299,0.0611692020272799,0.4119553089971299,-0.5165014271752072,0.5165014271752072
LPI(15:0) | PI(O-16:0)_2,PI,0.1041605586616894,0.7331494903642504,0.9010876741176378,0.3787444541415963,0.2512977173369132,0.6239623911719968,0.2512977173369132,0.6239623911719968,-0.2745838954799069,0.2745838954799069
[TG(58:10)]_FA18:2,TAG,0.1038654943291535,0.7338817621288788,0.9012477423354648,-0.3198696515298225,0.3288873774919732,0.7016300954783076,0.3288873774919732,0.7016300954783076,0.423735145858976,0.423735145858976
Cer(d18:1/24:0),Cer,0.1032899067886343,0.73543217918192,0.901672376933116,0.3376849881992175,0.3062671777311476,0.6821101344385458,0.3062671777311476,0.6821101344385458,-0.23439508141058318,0.23439508141058318
PS(36:6),PS,0.1033711215157843,0.7351018766341879,0.901672376933116,0.1466336431640059,0.6557761298724257,0.9108306432903276,0.6557761298724257,0.901672376933116,-0.0432625216482216,0.0432625216482216
PS(O-32:0),PS,0.102441452557258,0.7373973368303978,0.9033419093576968,0.1593852254182748,0.6280786361583306,0.9013156410303286,0.6280786361583306,0.9013156410303286,-0.05694377286101679,0.05694377286101679
PE(28:2),PE,0.1015761827539297,0.7395375113847357,0.905222939119337,-0.0019315100082643,0.9953068720330251,0.999109923843655,0.7395375113847357,0.905222939119337,0.103507692762194,0.103507692762194
PE(P-20:0),PE,0.1012099041411368,0.740445550848209,0.9055939457677852,-0.1299607391692332,0.6919356552502819,0.9313412873441984,0.6919356552502819,0.9055939457677852,0.23117064331037002,0.23117064331037002
[TG(52:4)]_FA16:1,TAG,-0.1002923009916644,0.7432348932125796,0.9073050458212376,-0.4077074170966466,0.2131926870711816,0.5870286463208662,0.2131926870711816,0.5870286463208662,0.3074151161049822,0.3074151161049822
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",Cer,-0.1001216320703085,0.7436628531881486,0.9073050458212376,-0.2771781799639198,0.397629503374924,0.7562283523854216,0.397629503374924,0.7562283523854216,0.1770565478936113,0.1770565478936113
PG(24:0),PG,0.1002781106222402,0.7427503513102807,0.9073050458212376,0.2958653428412533,0.369498499418877,0.7319148620136118,0.369498499418877,0.7319148620136118,-0.19558723221901314,0.19558723221901314
PG(42:3),PG,0.099517807618548,0.7446319492092118,0.9077475797770278,0.1704919186362521,0.6043790714757649,0.8897889842626462,0.6043790714757649,0.8897889842626462,-0.0709741110177041,0.0709741110177041
[TG(52:3)]_FA16:0,TAG,-0.0980979748535559,0.7486542523740335,0.9080203661625832,-0.387332734008785,0.2369821350805209,0.6132792316751677,0.2369821350805209,0.6132792316751677,0.2892347591552291,0.2892347591552291
[TG(58:5)]_FA18:1,TAG,-0.0972486155084313,0.7507551666381868,0.9080203661625832,0.1063660028204228,0.746306083895205,0.9541802822610508,0.746306083895205,0.9080203661625832,-0.20361461832885408,0.20361461832885408
Cer(t18:0/24:0(2OH)),Cer,0.0984189600301193,0.7474665418211575,0.9080203661625832,0.5777310390404232,0.0814565344647647,0.4119553089971299,0.0814565344647647,0.4119553089971299,-0.4793120790103039,0.4793120790103039
LPC(24:1),PC,-0.0977331170339414,0.7495561735546212,0.9080203661625832,-0.0541294072843147,0.8690014787352779,0.9899123625760864,0.7495561735546212,0.9080203661625832,-0.0436037097496267,0.0436037097496267
LPI(18:0) | PI(18:0)_2,PI,-0.0974424672423216,0.7502749053941489,0.9080203661625832,-0.2987275930667942,0.3618993243206972,0.7250849644449532,0.3618993243206972,0.7250849644449532,0.2012851258244726,0.2012851258244726
PE(44:6),PE,0.0969862775844913,0.7509213181758705,0.9080203661625832,-0.2898293484275457,0.3764109430915645,0.7385153103644456,0.3764109430915645,0.7385153103644456,0.386815626012037,0.386815626012037
PG(36:5),PG,0.0975064963609248,0.7496258528034383,0.9080203661625832,0.1964549708216246,0.5506487791556312,0.8667941350115456,0.5506487791556312,0.8667941350115456,-0.0989484744606998,0.0989484744606998
PS(34:3),PS,-0.0987857253375428,0.7469546093367803,0.9080203661625832,-0.0130981014333881,0.9681789240004036,0.994176980824487,0.7469546093367803,0.9080203661625832,-0.0856876239041547,0.0856876239041547
PS(34:4),PS,0.098189355973713,0.7479276972591354,0.9080203661625832,0.3381528690146765,0.3053793240427901,0.6821101344385458,0.3053793240427901,0.6821101344385458,-0.2399635130409635,0.2399635130409635
PS(42:2),PS,0.0979851675079622,0.7484366080432765,0.9080203661625832,0.0080690197957755,0.9803981164466048,0.996061682719409,0.7484366080432765,0.9080203661625832,0.0899161477121867,0.0899161477121867
PE(P-30:1),PE,-0.0967298277307431,0.752043447511561,0.9086432937246222,-0.2401979716784231,0.4636325056325004,0.795026186634425,0.4636325056325004,0.795026186634425,0.14346814394768,0.14346814394768
LPE(17:1),PE,0.0955016468313359,0.7546091561111286,0.90901770485566,-0.2583017518267571,0.4305800120998651,0.777130438394809,0.4305800120998651,0.777130438394809,0.35380339865809296,0.35380339865809296
LPG(22:1) | PG(22:1),PG,0.0949450978370065,0.7559966884070117,0.90901770485566,0.1422016344363853,0.6655228851951939,0.9140254670983534,0.6655228851951939,0.90901770485566,-0.04725653659937881,0.04725653659937881
PC(42:1),PC,-0.0963272738996762,0.7530356287682322,0.90901770485566,-0.0282856419501511,0.9313374452577254,0.9909330421616108,0.7530356287682322,0.90901770485566,-0.0680416319495251,0.0680416319495251
PG(42:2),PG,0.0950702415198617,0.7556844293431995,0.90901770485566,0.0320239440372666,0.9223405917250724,0.9909330421616108,0.7556844293431995,0.90901770485566,0.0630462974825951,0.0630462974825951
PI(32:2),PI,-0.0954600872309757,0.7551870753457098,0.90901770485566,0.4418363073100161,0.1813085158755651,0.5545368567360534,0.1813085158755651,0.5545368567360534,-0.5372963945409918,0.5372963945409918
PS(O-42:6),PS,0.0958962378333071,0.7536245307455923,0.90901770485566,-0.2270167202778722,0.4885479912631437,0.8199062140369128,0.4885479912631437,0.8199062140369128,0.3229129581111793,0.3229129581111793
PE(P-28:0),PE,0.0933033445788315,0.7600859380988267,0.9132011631893608,-0.2193924728028195,0.5032902252190505,0.8315954383586298,0.5032902252190505,0.8315954383586298,0.31269581738165103,0.31269581738165103
LPC(24:0),PC,-0.0930762289896938,0.761103952473439,0.91369095176643,-0.0853036151299822,0.7948748924423172,0.9694735820037588,0.761103952473439,0.91369095176643,-0.007772613859711591,0.007772613859711591
PE(40:0) | PE(P-42:6),PE,-0.0922815862283374,0.7630796567213854,0.915328722846085,-0.4280935979222137,0.1911644207696693,0.5644440589589645,0.1911644207696693,0.5644440589589645,0.3358120116938763,0.3358120116938763
[TG(58:6)]_FA18:2,TAG,-0.0919696915442453,0.7638562057861447,0.915526613340159,0.1049450852861023,0.7495764942812263,0.9541802822610508,0.7495764942812263,0.915526613340159,-0.19691477683034758,0.19691477683034758
[TG(58:0)]_FA20:4,TAG,0.0907368222526735,0.7664963382696361,0.9172222369221786,-0.1441362761787681,0.6602986776211134,0.9112396649719192,0.6602986776211134,0.9112396649719192,0.2348730984314416,0.2348730984314416
Cer(t18:0/26:0(2OH)),Cer,0.0908468977407729,0.766227922742559,0.9172222369221786,0.2625814501841493,0.4255879083086454,0.777130438394809,0.4255879083086454,0.777130438394809,-0.1717345524433764,0.1717345524433764
[TG(60:2)]_FA20:0,TAG,-0.0894734584780334,0.7700769246681083,0.9180777296271032,-0.41383240755606,0.2063921423605731,0.5824904362972755,0.2063921423605731,0.5824904362972755,0.3243589490780266,0.3243589490780266
LPG(20:4) | PG(20:4)_2,PG,-0.089394862564987,0.7702776408895401,0.9180777296271032,0.2015147196194503,0.5404660312472073,0.8571394643372574,0.5404660312472073,0.8571394643372574,-0.2909095821844373,0.2909095821844373
PE(42:3),PE,-0.0903295393692351,0.7679445910553425,0.9180777296271032,-0.4361039272384439,0.1829934584018773,0.5545368567360534,0.1829934584018773,0.5545368567360534,0.3457743878692088,0.3457743878692088
PS(42:10),PS,-0.0895149237359864,0.7699743259780236,0.9180777296271032,-0.1269572227768834,0.6987064196560552,0.9315986261572764,0.6987064196560552,0.9180777296271032,0.037442299040897006,0.037442299040897006
SM(d18:0/26:0),SM,-0.0899852188617224,0.7687979881058754,0.9180777296271032,-0.0714844775145258,0.827551952812878,0.979516693690988,0.7687979881058754,0.9180777296271032,-0.018500741347196592,0.018500741347196592
15:1 Campesteryl ester_simulated | CE(16:1),CE,-0.0888964745080154,0.7715142216919079,0.918820039676043,0.7435259595664819,0.0254300716546082,0.3310331936256398,0.0254300716546082,0.3310331936256398,-0.8324224340744973,0.8324224340744973
O-palmitoleoylcarnitine | trans-Hexadec-2-enoyl carnitine,CAR,-0.0880560055895895,0.7736128801424466,0.9205870282776172,0.6326557687011677,0.0565843675544094,0.4119553089971299,0.0565843675544094,0.4119553089971299,-0.7207117742907572,0.7207117742907572
15:1 Campesteryl ester_simulated | CE(16:1)_2,CE,-0.0875134575236821,0.7749686538796284,0.9207365673474632,0.7512833538653313,0.0239647102156532,0.3174793910870173,0.0239647102156532,0.3174793910870173,-0.8387968113890134,0.8387968113890134
Hexacosanoyl carnitine,CAR,-0.0877434544809667,0.7743938424971212,0.9207365673474632,0.6747494142127817,0.0422139550039758,0.3982110265122925,0.0422139550039758,0.3982110265122925,-0.7624928686937483,0.7624928686937483
LPS(17:0) | PS(O-18:0)_2,PS,0.0861840481038767,0.7779019885972825,0.9227569547782346,0.0317226121818335,0.9230670615567896,0.9909330421616108,0.7779019885972825,0.9227569547782346,0.0544614359220432,0.0544614359220432
PG(O-42:0),PG,0.0863818683661543,0.777409157028408,0.9227569547782346,-0.0841765656898804,0.7975299852122566,0.9698638406683576,0.777409157028408,0.9227569547782346,0.1705584340560347,0.1705584340560347
LPG(20:2) | PG(20:2)_2,PG,0.085506871695609,0.7796076003495165,0.9233169127557168,-0.5364816106802386,0.1013728152005629,0.4360768322724271,0.1013728152005629,0.4360768322724271,0.6219884823758476,0.6219884823758476
PI(30:0),PI,-0.0857797983865008,0.7793070967222595,0.9233169127557168,0.4936327424383248,0.1357144650677357,0.4967348513603921,0.1357144650677357,0.4967348513603921,-0.5794125408248256,0.5794125408248256
FA(22:4),FA,0.0851719919358433,0.7804455681655852,0.9235786684141352,0.4689576197090894,0.1561730380400888,0.5214036297316746,0.1561730380400888,0.5214036297316746,-0.3837856277732461,0.3837856277732461
PG(32:4),PG,0.0844482477327223,0.7822716547058233,0.9245037133201316,0.3317916335298018,0.3145235556468838,0.6898434072138767,0.3145235556468838,0.6898434072138767,-0.24734338579707948,0.24734338579707948
PG(40:2),PG,0.0841249786325085,0.7830799655911336,0.9245037133201316,0.0313393539051577,0.923994130727275,0.9909330421616108,0.7830799655911336,0.9245037133201316,0.05278562472735081,0.05278562472735081
PS(34:5),PS,0.0842008455485306,0.782890011957882,0.9245037133201316,0.5194860265615893,0.1165876462024729,0.4592939641186893,0.1165876462024729,0.4592939641186893,-0.4352851810130587,0.4352851810130587
[TG(52:2)]_FA16:0,TAG,-0.082300015197155,0.7880321189829824,0.9250194232257636,-0.106495161412504,0.745459864377814,0.9541802822610508,0.745459864377814,0.9250194232257636,0.02419514621534899,0.02419514621534899
[TG(58:4)]_FA20:4,TAG,-0.0830132623692006,0.7862410779451212,0.9250194232257636,-0.4568983919598345,0.1629666792952588,0.5338317700328282,0.1629666792952588,0.5338317700328282,0.3738851295906339,0.3738851295906339
"Cer(d16:2(4E,6E)/24:0(2OH))",Cer,-0.0834464776594703,0.7851569379637748,0.9250194232257636,-0.1753688202973003,0.5927489843669014,0.887116016182306,0.5927489843669014,0.887116016182306,0.09192234263783,0.09192234263783
LPG(17:0) | PG(16:0) | PG(O-18:0)_3,PG,0.0825243699297478,0.787107784826914,0.9250194232257636,-0.0582126232746569,0.8592131037384843,0.9899123625760864,0.787107784826914,0.9250194232257636,0.1407369932044047,0.1407369932044047
LPG(20:2) | PG(20:2),PG,0.0824549226880455,0.7872869217649192,0.9250194232257636,-0.5623440732954395,0.08594477117935,0.4170219848912269,0.08594477117935,0.4170219848912269,0.644798995983485,0.644798995983485
PI(O-40:7),PI,-0.0833225578753235,0.7854694581265388,0.9250194232257636,-0.0250758759870666,0.9391163281207032,0.991035192418787,0.7854694581265388,0.9250194232257636,-0.0582466818882569,0.0582466818882569
PS(30:4),PS,0.0829312544884483,0.7860888408187909,0.9250194232257636,0.1328219218692125,0.6863342128372055,0.9270759427007956,0.6863342128372055,0.9250194232257636,-0.049890667380764184,0.049890667380764184
PS(P-36:5),PS,0.0819887074606177,0.7884601095765358,0.9250194232257636,0.1194876086238427,0.716334796803666,0.941486559100165,0.716334796803666,0.9250194232257636,-0.03749890116322499,0.03749890116322499
[TG(58:9)]_FA20:0,TAG,-0.0815182584468342,0.7899971120317264,0.9260968494216872,-0.3107419521130036,0.3428916366827483,0.7101805559855054,0.3428916366827483,0.7101805559855054,0.2292236936661694,0.2292236936661694
cis-5-Tetradecenoylcarnitine,CAR,0.080996741507208,0.7909598972319717,0.926483662731062,0.8446550261717615,0.0113319622760365,0.2065252961306802,0.0113319622760365,0.2065252961306802,-0.7636582846645534,0.7636582846645534
PG(P-36:5),PG,0.0807576977767919,0.7915648661543274,0.926483662731062,0.1796033520313011,0.5852500241670907,0.8855486985554861,0.5852500241670907,0.8855486985554861,-0.0988456542545092,0.0988456542545092
LPI(14:0) | PI(14:0)_2,PI,0.0805717357107715,0.7922575020853244,0.926569906735727,0.4698003226854588,0.1558064764348861,0.5214036297316746,0.1558064764348861,0.5214036297316746,-0.3892285869746873,0.3892285869746873
[TG(58:4)]_FA18:0,TAG,-0.0794638558892643,0.7951644405558435,0.9272222552522836,0.0498045644870507,0.8795144558528506,0.9899123625760864,0.7951644405558435,0.9272222552522836,-0.129268420376315,0.129268420376315
LPG(20:0),PG,0.079094326199825,0.795767778260455,0.9272222552522836,0.207085897266906,0.5293604664886863,0.849125521944672,0.5293604664886863,0.849125521944672,-0.12799157106708098,0.12799157106708098
LPI(15:0) | PI(O-16:0),PI,0.0790348884196977,0.7959122231123477,0.9272222552522836,0.3568507839436359,0.2795616451384946,0.65391216058176,0.2795616451384946,0.65391216058176,-0.2778158955239382,0.2778158955239382
PI(36:4),PI,0.0792424725390836,0.7953903614760767,0.9272222552522836,0.2345519859354966,0.476386083606991,0.8061821958584213,0.476386083606991,0.8061821958584213,-0.15530951339641297,0.15530951339641297
PS(O-42:2),PS,0.0791549415960658,0.795613448599357,0.9272222552522836,0.0432297033647872,0.8953153328208442,0.9909330421616108,0.795613448599357,0.9272222552522836,0.0359252382312786,0.0359252382312786
[TG(54:6)]_FA18:2,TAG,-0.0781597069180765,0.7984503561006892,0.9291559917459936,0.0526537673486471,0.8726833366015947,0.9899123625760864,0.7984503561006892,0.9291559917459936,-0.1308134742667236,0.1308134742667236
LPG(22:1) | PG(22:1)_2,PG,0.0778894339445011,0.7988134678537702,0.9291559917459936,0.1631420666853271,0.6200209650774112,0.8976512424766776,0.6200209650774112,0.8976512424766776,-0.085252632740826,0.085252632740826
PC(40:1),PC,-0.0775318254578362,0.800032236437007,0.9298511319458072,-0.0738572733654416,0.821918540190451,0.9765175037024644,0.800032236437007,0.9298511319458072,-0.0036745520923946035,0.0036745520923946035
[TG(52:1)]_FA16:0,TAG,-0.0762701967750278,0.8032168485335307,0.9299211053375483,-0.3808019067391771,0.2449887439266766,0.6221372897824416,0.2449887439266766,0.6221372897824416,0.30453170996414924,0.30453170996414924
[TG(56:3)]_FA18:2,TAG,0.0764913221973791,0.8023491767787537,0.9299211053375483,-0.4463949730166276,0.1728649067603693,0.5459467624900272,0.1728649067603693,0.5459467624900272,0.5228862952140068,0.5228862952140068
3-hydroxyarachidonoylcarnitine,CAR,0.0761782925071515,0.80313967053267,0.9299211053375483,0.8106936963334617,0.0149903314857747,0.233275099411408,0.0149903314857747,0.233275099411408,-0.7345154038263102,0.7345154038263102
CE(14:1),CE,0.076211814577228,0.8030570819687833,0.9299211053375483,0.567513806551431,0.0867818141649684,0.417713089877339,0.0867818141649684,0.417713089877339,-0.491301991974203,0.491301991974203
PE(O-32:1),PE,0.0759044046948735,0.803836439837478,0.9299211053375483,-0.2738776741657142,0.4032686812915845,0.761277699739599,0.4032686812915845,0.761277699739599,0.34978207886058765,0.34978207886058765
PG(44:1),PG,-0.0757873611515868,0.8044407691463762,0.9299211053375483,-0.0865803331858335,0.7918774926572492,0.9676056791091502,0.7918774926572492,0.9299211053375483,0.0107929720342467,0.0107929720342467
PI(O-20:5),PI,-0.0762277349030797,0.803325022051134,0.9299211053375483,0.5882189899899231,0.0760098586290811,0.4119553089971299,0.0760098586290811,0.4119553089971299,-0.6644467248930027,0.6644467248930027
