lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0141,AK0145,AK0164,AK0174,AK0175,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0135,AK0140,AK0142,AK0157,AK0169,Blank-1x
16:3 Campesteryl ester,0.379254586,10.58216385,1.31959374,0.250664975,0.623962391,11,11,WT,5xFAD,CE,3193075.508,2799905.918,2577784.222,1121081.584,912040.8722,1489378.979,1159438.148,903200.7012,1555125.179,1328931.599,1787545.073,2430629.852,1779430.255,2491543.669,2861284.99,2798584.787,2607121.451,3252209.495,1981739.384,2244102.533,1772214.234,2260891.984,36631.20252
CE(17:1) | 16:1 Campesteryl ester_2,0.379158337,10.59222319,1.318928609,0.250784422,0.623962391,11,11,WT,5xFAD,CE,3251779.584,2852859.505,2666117.371,1097427.002,848143.2657,1490997.037,1182085.46,906451.1987,1547947.176,1335308.794,1822070.778,77410.14548,203572.7916,186391.032,254392.4583,60753.3645,226831.838,214716.4938,147745.3094,127178.5498,136596.447,85867.24658,36382.36252
Cer(d14:1(4E)/20:1(11Z)(2OH)),-0.375077797,7.316613793,1.311246081,0.252169169,0.623962391,11,11,WT,5xFAD,Cer,247128.0588,263434.0744,209354.8743,251760.819,304336.2033,130113.2893,70579.48452,69396.50491,90127.72591,121478.309,157517.051,204853.3163,508898.0931,470268.0568,480547.7486,282434.0641,438692.8062,289451.9224,178392.1133,185473.436,179208.4725,201348.853,23079.26178
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",0.379455117,7.955046609,1.320945562,0.250422422,0.623962391,11,11,WT,5xFAD,Cer,186113.9929,268953.9385,227302.3935,278794.8605,399497.8304,207383.4348,168949.152,176787.4726,145639.5659,245212.3391,201743.1931,1118215.241,1420904.521,1139282.855,710425.1254,562886.5193,1548143.347,497364.6746,729385.1759,656233.101,312731.9644,503655.9443,65333.78468
LPC(18:4),-0.378485883,7.893677102,1.335233169,0.247876361,0.623962391,11,11,WT,5xFAD,PC,493955.6718,428219.3108,479229.8331,435944.0723,232618.7151,193990.3148,150637.1102,26375.94208,208112.9174,185936.9337,232873.7578,97922.78625,503164.4176,417398.0023,446027.7609,290163.9993,403258.4314,276834.5941,152029.7106,159909.3903,170951.8336,185141.9714,24835.50189
LPE(15:1),-0.376559533,8.101486469,1.321664306,0.250293578,0.623962391,11,11,WT,5xFAD,PE,596748.8632,498214.1953,350520.544,527489.5209,393219.847,72679.50557,246725.3351,169131.2128,288587.1369,136419.5063,181240.4936,171296.3324,169991.6525,124563.7687,167372.9123,108502.0882,159045.0109,106952.1272,57280.46384,58928.64397,47794.24408,135040.0501,21762.46159
LPI(15:0) | PI(O-16:0)_2,0.378744454,13.22838958,1.316074805,0.251297717,0.623962391,11,11,WT,5xFAD,PI,9166120.058,11135303.04,13113383.86,25370039.1,6609358.958,6174215.068,11723706.29,7279061.836,12461418.34,5367141.939,7095337.089,566870.2049,424056.0707,391627.4873,484488.5989,336733.4194,509272.8845,559891.4905,271556.2191,332890.0468,289743.5382,612130.7983,110618.2875
LPS(20:1) | PS(20:1)_2,0.381660129,8.1288182,1.336240079,0.247698128,0.623962391,11,11,WT,5xFAD,PS,392221.8079,258732.2593,318456.3616,321486.9031,230101.6165,195133.9124,182763.5723,172431.1113,224146.3958,188102.6531,234137.2578,557685.3642,408477.4328,389627.1938,477795.6923,335678.5447,504821.016,542953.8045,267294.0818,329513.181,278234.9741,621463.6841,116644.689
LPS(20:2) | PS(20:2)_2,-0.375301476,7.837356735,1.312830731,0.251882775,0.623962391,11,11,WT,5xFAD,PS,902255.2871,220718.8199,315898.4421,366021.2653,179641.4126,167749.6917,114980.967,93731.74664,168225.1515,157118.7125,185887.7748,784919.8982,638572.0452,504401.1162,621270.1678,373808.0664,548101.9817,431912.4881,243335.9587,211406.6736,224790.3958,426889.7719,45021.72308
PC(48:2),-0.375504932,5.992212142,1.31415582,0.251643598,0.623962391,11,11,WT,5xFAD,PC,116553.3675,129467.7087,106960.0665,122741.8502,66911.22543,53098.92334,40056.18307,8999.940605,49993.70267,47947.48289,63988.72518,184735.1516,195336.3517,160553.2336,213266.3533,114106.7277,195176.1547,123420.9877,65866.90488,69441.46381,67732.12485,145486.39,7974.340572
PG(20:0),0.380581413,7.112401781,1.328713334,0.249034246,0.623962391,11,11,WT,5xFAD,PG,195299.3533,152653.4493,150629.2893,160595.5511,117371.4481,109763.4482,98112.18701,78267.40601,106289.2081,96477.10663,126985.0291,955222.3578,1001461.26,1017583.324,924328.7635,603974.6469,848171.4072,674607.0403,412290.9329,354134.2469,298309.0556,656825.3208,49674.82373
[TG(54:5)]_FA18:0,-0.374687883,7.154223824,1.308512793,0.252664099,0.624155373,11,11,WT,5xFAD,TAG,334653.2817,261127.1156,256515.3188,237213.698,146850.1318,96386.04614,71576.14499,85762.80627,87128.62506,103098.2883,125269.7285,324067.5012,751368.4946,826833.3364,827906.6788,476804.01,730644.7673,450855.5454,274083.6426,319068.1618,326418.4461,330716.9817,15648.02109
[TG(54:2)]_FA18:1,-0.37108513,8.898102672,1.28348678,0.257251733,0.634441259,11,11,WT,5xFAD,TAG,1053533.52,679081.8317,908932.238,675420.326,724618.6527,438716.905,241282.1337,161540.2712,261019.0165,399790.7928,468975.7515,348880.3594,721862.9831,775474.6104,785400.6146,440227.1915,691972.2446,419525.8741,272523.8549,306800.6019,314904.504,303115.5613,48285.06329
[TG(52:1)]_FA18:1,-0.370040642,9.249446513,1.276266851,0.258594307,0.635502879,11,11,WT,5xFAD,TAG,946755.7544,959494.8262,778081.855,1765335.042,599285.6245,393919.1689,375167.3699,260844.3181,334441.1467,423581.4868,602375.9417,116592.2672,482172.0387,352792.966,453987.493,261514.3569,486273.1171,288495.5212,154089.0892,149650.6909,164323.2517,183553.0723,109249.9695
[TG(58:3)]_FA18:0,-0.369759755,7.257067284,1.27428444,0.258964458,0.635502879,11,11,WT,5xFAD,TAG,343781.8646,293021.0626,266725.7003,242776.8585,171315.8093,110493.127,77729.02539,82928.10559,96542.06691,107325.1256,143165.5923,823107.1305,731576.6155,518592.9579,669778.3669,526348.3696,545423.5717,664024.2264,494831.1167,463428.1343,401603.9856,863166.8267,16466.00099
[TG(58:9)]_FA18:2,-0.370121186,7.680526148,1.276794662,0.258495865,0.635502879,11,11,WT,5xFAD,TAG,506060.2563,279539.0028,388228.8998,360995.7077,228407.7361,143018.4521,104277.5882,90479.00674,142583.4492,155398.6904,193587.5942,234059.1125,224686.1173,196893.8495,47912.9836,43931.56371,228033.6751,38303.36293,121487.9491,118334.3303,43846.20384,64245.62411,25816.56183
[TG(60:3)]_FA20:0,-0.369438405,7.110167159,1.272061678,0.259380267,0.635502879,11,11,WT,5xFAD,TAG,313036.3066,234254.3381,246060.4178,248927.4791,150485.5713,82872.66679,72994.6649,75768.20435,100758.6273,94778.5069,130599.4291,593953.3807,562479.5876,463650.6932,545548.9957,386193.1703,473074.8287,528404.663,412574.2637,362145.7239,355417.5041,594831.4167,15165.5611
LPI(12:0) | PI(12:0)_3,-0.36894189,10.02846218,1.268697227,0.260011222,0.636007841,11,11,WT,5xFAD,PI,1992101.74,2333074.482,1794989.617,2534514.788,858477.3403,477808.9908,694965.8557,508778.916,1377839.583,422887.8837,970911.1529,5696.760399,5055.840332,4586.620316,5006.480312,5737.280388,4258.000332,6538.680454,3997.180275,4352.780327,3641.380257,4679.800323,17273.94103
[TG(56:1)]_FA18:1,-0.36779347,9.53865879,1.260798816,0.26149994,0.638605889,11,11,WT,5xFAD,TAG,1500402.442,1546715.473,1165446.533,1615568.003,803800.6898,540454.8447,435282.0123,312848.7012,586735.6133,483143.714,813266.5027,400788.3502,328635.9441,265290.9583,383714.3442,230298.3364,381530.6248,356306.7039,246631.7574,223012.1738,222141.8981,436881.9482,26557.30176
[TG(60:8)]_FA18:1,-0.366976339,6.918122104,1.255132978,0.262574366,0.63883141,11,11,WT,5xFAD,TAG,282846.777,170651.8711,203446.9127,220497.9165,136071.1121,77415.92606,67130.78494,53530.2634,86070.90594,84606.78641,109127.2675,1200508.174,880197.0502,676290.6715,845894.676,504408.2556,714219.3453,602858.2273,315231.136,301954.601,324121.7212,591039.3903,20124.00139
LPC(19:1),-0.366739764,8.575141251,1.253565848,0.262872511,0.63883141,11,11,WT,5xFAD,PC,823539.051,676350.4164,792917.549,656753.5475,385700.9316,342224.5613,254174.7201,35275.18265,312614.8033,307396.7697,369324.5479,353555.5471,390730.368,298811.8191,365097.0082,226907.8976,331532.1449,240082.9544,112483.6687,126464.4482,112374.2457,299915.2601,32981.36243
PE(36:4),0.370025023,7.4462783,1.256513824,0.262312009,0.63883141,11,11,WT,5xFAD,PE,332177.9235,229521.9752,98005.90601,218542.6355,210889.3743,83014.16629,212009.354,167808.2937,175751.3497,93620.42648,92014.32635,691106.3428,651009.9856,697033.6941,638380.3362,356984.5321,441214.8662,361680.2408,260131.3784,229354.1356,256440.6763,412264.4907,25829.34183
[TG(48:0)]_FA18:1,-0.36636643,8.222433667,1.251004783,0.263360656,0.638980392,11,11,WT,5xFAD,TAG,602212.663,673117.9307,521451.9424,520720.0211,313093.522,206900.6562,154971.148,206202.1927,170928.9319,224289.3154,252593.9358,211923.2539,752867.6813,755486.4158,831471.6869,456127.0951,792589.4047,430814.9109,258947.6379,310453.3428,322088.0049,318697.1014,17700.56125
[TG(60:8)]_FA18:2,-0.364823017,6.850646328,1.240426646,0.265388845,0.639937749,11,11,WT,5xFAD,TAG,276056.2588,162746.691,214985.899,189922.1535,131569.4496,76242.12589,60770.82474,53383.32452,86174.76581,79570.80563,104267.7074,331821.9406,407856.0874,319612.4059,351274.2289,222128.875,319633.5201,236650.7818,135886.511,123056.928,120105.6881,259741.6806,17157.98128
CerP(d18:1/20:0),0.367404077,3.115418454,1.237814659,0.265892638,0.639937749,11,11,WT,5xFAD,Cer,9217.640667,13100.62099,7458.440495,8587.180618,8358.140602,6579.860447,4991.940361,6490.260448,6207.260429,5974.220432,6618.580463,301265.0805,318970.6646,228565.3967,285629.2426,191511.774,266605.3006,197209.0157,96975.18665,100683.3459,85956.84601,245515.9755,3445.200245
LPS(20:2) | PS(20:2),-0.364467437,7.82779271,1.238044734,0.265848214,0.639937749,11,11,WT,5xFAD,PS,902106.3108,219071.7343,335520.9631,349222.265,178229.5123,169137.6089,117944.1868,92281.54565,176728.4327,153484.2308,185020.873,6981.58054,5521.160374,5399.580379,6133.800438,8499.420673,4759.560352,9693.800667,4820.300323,4421.800327,4752.560337,5682.820419,40446.14301
PE(42:2)_2,-0.365235021,8.94211213,1.243291715,0.264837602,0.639937749,11,11,WT,5xFAD,PE,1145889.802,1001580.211,571487.5817,1006521.767,584831.0651,154469.6911,526873.9039,398549.0111,481869.794,216525.6781,121601.129,7074.100548,5052.480331,5541.200401,6203.960457,8709.72065,4875.420357,7591.020538,4918.180359,4363.540329,4722.720322,7902.280506,33170.44226
PG(36:2),0.367803785,9.309516443,1.241607687,0.265161438,0.639937749,11,11,WT,5xFAD,PG,1193449.616,504959.7546,988332.183,493743.5519,886643.4012,563721.0773,443364.2686,339765.8431,441981.5333,772918.3689,746644.3972,325182.342,270970.8172,261212.6559,330111.1625,147232.9918,272886.4015,157782.6724,94822.3461,99748.42682,104114.6881,258256.6195,49047.80377
PS(42:4),-0.363977831,8.458186571,1.234730679,0.266489002,0.640343558,11,11,WT,5xFAD,PS,717612.0024,679890.0682,631530.0995,623426.2609,381461.9603,248897.8147,230904.9153,185341.8902,245189.0191,242030.837,264278.9158,314750.8826,294566.8038,251718.6374,325604.6393,187989.0109,286270.9568,195650.6327,121608.6088,109702.7283,117770.8494,190373.6921,34620.30252
[TG(54:1)]_FA18:0,-0.363073628,8.863316101,1.228602777,0.267678937,0.641776325,11,11,WT,5xFAD,TAG,1039362.969,657137.0421,925438.2549,659561.0488,693373.9852,439366.9737,242216.5744,158486.1703,259256.5585,378009.4231,469217.9947,374396.6239,284008.9001,233979.5967,332138.3964,190045.9957,320337.6998,199463.4731,103228.6867,108256.4874,103346.5672,269570.2164,39857.92282
CE(17:1) | 16:1 Campesteryl ester,0.365655878,10.64962575,1.227249116,0.267942687,0.641776325,11,11,WT,5xFAD,CE,3369636.379,2921888.523,2714110.392,1235861.486,926364.46,1553421.479,1230164.94,932672.7487,1601600.655,1378690.238,1869869.064,190283.0724,165576.8093,114812.5289,175445.0744,110648.2476,174160.1114,112033.6889,57547.94359,57631.26377,49564.04328,147669.5908,46294.68311
SM(d18:0/14:0),-0.361736596,8.087112213,1.219547431,0.269449487,0.644354444,11,11,WT,5xFAD,SM,507920.6356,530410.4759,474577.0969,511674.8123,297344.1782,226421.7825,181282.6086,41971.82251,215185.8554,210388.4737,262361.7347,237397.6152,227125.4368,184112.2137,230533.2187,141875.3109,229356.6551,144868.7512,76485.86569,87014.72467,72536.44478,183442.1939,30029.44193
LPS(22:6) | PS(22:6)_2,0.363481622,7.359073631,1.212739871,0.270790176,0.645498237,11,11,WT,5xFAD,PS,219682.395,178278.9934,181550.6728,213336.4974,144274.3474,115691.0504,103908.9692,94173.18665,123811.9098,141099.5316,159823.0715,238746.8984,256277.9159,196298.5321,243657.6773,154283.8906,216980.1157,159805.073,83451.64621,84703.18646,75208.46576,189490.5541,55254.9035
PG(34:1),0.363686481,8.248884504,1.214127037,0.27051631,0.645498237,11,11,WT,5xFAD,PG,565539.816,310487.0599,426186.8477,330733.7809,313158.3978,257509.1786,196421.3926,177990.0328,229538.3196,336238.8049,335860.4619,94030.20532,507028.6661,417846.4476,442732.295,283218.2753,379665.0912,280183.4604,151534.83,154253.3322,167741.1727,190962.8148,40589.68286
PE(32:3),-0.360256137,7.542950035,1.209553379,0.271420592,0.645972379,11,11,WT,5xFAD,PE,338707.3656,439542.9309,82931.86555,415824.7286,223605.8779,52578.90366,163498.6529,174142.3557,167795.0719,35554.62235,76096.16555,381984.0925,966543.3573,870967.325,945728.6775,578074.9691,844751.0131,575361.0709,321641.9375,343692.6857,387443.5858,382567.7242,38328.24257
[TG(54:6)]_FA20:0,-0.358188859,7.306006809,1.195692283,0.274184355,0.649452499,11,11,WT,5xFAD,TAG,305226.0856,295722.4379,257784.66,320178.8835,174985.473,104717.3068,84997.74637,81636.12625,107994.3275,108097.7468,158320.0095,92287.12622,494736.2416,389087.3628,439625.5742,279254.6207,370351.1096,274980.3176,153519.9525,147465.8523,164569.2718,175374.9917,16815.44121
22:3 Campesteryl ester,0.361041219,9.267128072,1.196654336,0.273991396,0.649452499,11,11,WT,5xFAD,CE,1436986.747,890991.3828,1215960.053,398431.8697,352538.4274,553368.0777,488965.3962,344278.4451,589064.7202,572196.2226,712167.5461,325573.6215,314252.9075,225120.6171,296593.7788,222919.239,254210.2777,467380.0488,201227.8154,176579.7317,153056.7721,258772.1973,25816.88181
PG(O-40:0),0.361416996,8.746012232,1.199124658,0.273496701,0.649452499,11,11,WT,5xFAD,PG,812962.6028,367508.5668,675646.5676,393040.0652,526548.9246,379949.243,338881.6381,236107.5573,316020.028,439127.4269,505836.9224,461825.0774,416359.8324,302624.2426,420035.4093,305860.0443,365776.8862,408469.4879,299043.7407,264070.2974,238741.7351,491148.3813,38899.14246
[TG(56:2)]_FA18:2,-0.357017495,9.50481365,1.187916829,0.27575016,0.649719974,11,11,WT,5xFAD,TAG,1441877.625,1557620.508,1113616.078,1565110.201,776540.3378,528397.1818,418948.2918,307813.0378,566715.5887,494142.8478,794278.3052,157045.8525,156041.5714,116275.469,53060.06345,46105.92297,137677.4697,45479.12339,75597.1051,69768.50485,34306.36249,49426.42386,25449.98184
LPG(22:0) | PG(22:0)_2,0.359504765,7.490985216,1.186516557,0.276033336,0.649719974,11,11,WT,5xFAD,PG,286520.3218,179583.2131,193475.2743,214119.3545,147941.3903,134413.3492,122633.3086,113885.2683,139265.7285,125025.6084,150307.1304,154366.8712,132981.8697,108072.4482,56368.70385,45595.98274,142172.7101,44157.123,67957.84616,67459.04456,31008.36201,55927.84452,66089.62439
LPI(14:0) | PI(14:0),0.360017401,2.074573468,1.187743627,0.275785166,0.649719974,11,11,WT,5xFAD,PI,2947.140209,3771.780235,3388.640259,10112.02071,3247.040211,2645.800205,3176.780262,3270.720203,3912.920296,2626.840145,2218.240147,1589334.906,852289.8763,669145.6081,864753.6602,522451.0627,749945.2096,588189.7467,308307.2602,338830.3231,306570.8615,819247.7023,1583.740112
LPI(22:4) | PI(22:4),-0.357007847,7.531389821,1.187816642,0.275770408,0.649719974,11,11,WT,5xFAD,PI,94616.14371,542567.5736,417242.0154,505602.1453,54395.46338,44640.58292,189189.0929,177937.6514,203807.4947,35336.04257,46744.08341,2594.780197,2791.760204,2708.42017,2969.060196,2494.840149,2696.160168,2499.940189,1933.960144,2657.88018,2361.440186,2292.320145,18227.84112
PG(40:7),0.35901378,8.782773831,1.183330521,0.276679009,0.650217389,11,11,WT,5xFAD,PG,834614.5011,373831.9647,705092.8428,405663.285,541539.6655,399491.9532,341658.4476,241918.8134,335110.6218,454341.397,506430.8024,588448.8397,596041.0831,423941.8484,570219.0293,382431.8052,527548.9977,536127.5906,401302.1853,356316.0483,286369.4211,735654.7498,36716.14273
PE(42:1),-0.355847871,7.870646327,1.180110434,0.277333514,0.650733967,11,11,WT,5xFAD,PE,570484.98,443993.2424,235697.9142,461195.2326,289242.1584,63350.42542,230541.7758,199634.0755,228709.9357,101986.8079,61984.60497,440206.3728,403441.7825,325263.8253,130202.7308,72123.90509,367422.387,67305.12506,234122.873,207274.3126,71136.38516,113184.668,25574.30188
LPI(12:0) | PI(12:0)_2,-0.354270831,10.07412594,1.169690668,0.279464809,0.653912161,11,11,WT,5xFAD,PI,1960046.521,2388094.774,1880754.769,2667338.837,867132.0264,542490.2046,688985.6659,524263.6528,1373489.253,438493.3966,1064776.091,242512.0951,247074.3389,195413.3935,260218.4759,148165.2498,233781.7357,166412.5719,86906.10599,82073.14584,89815.06699,170461.2137,18575.88125
LPI(15:0) | PI(O-16:0),0.356850784,13.22092329,1.169219622,0.279561645,0.653912161,11,11,WT,5xFAD,PI,9433474.345,11171416.03,12915573.73,25476607.1,6661211.408,6138606.748,11534956.37,7412566.905,12187523.79,5477932.264,6626425.534,323551.3633,821883.9949,758249.4084,805634.684,485207.5318,704380.6212,483133.8339,275121.3255,297064.0055,323704.8839,336438.1816,117070.5481
[TG(50:1)]_FA18:0,-0.352634386,8.900792128,1.158886575,0.281696575,0.65787796,11,11,WT,5xFAD,TAG,899831.7651,869101.4045,737876.1716,1045449.671,507984.0748,356097.2463,290355.8618,209335.8579,298307.6747,353273.6429,433679.8984,192600.0497,758737.4825,718424.5485,808862.5048,457921.6363,789750.2708,432735.0292,252148.7781,303632.1016,311568.5039,329214.902,57626.36493
[TG(60:8)]_FA20:0,-0.352076356,7.949909627,1.155202264,0.282462776,0.658223285,11,11,WT,5xFAD,TAG,627113.6752,336206.8823,497865.5964,408152.07,287846.1219,168018.3546,129651.9502,106895.5476,210901.3592,176017.1906,241171.5925,1685675.637,854911.3994,672575.5894,887845.0142,507941.2833,755879.9133,605238.9257,311155.1624,340821.7679,319954.1284,836485.7671,20065.96143
17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester,0.354499122,10.49411758,1.153949861,0.282723829,0.658223285,11,11,WT,5xFAD,CE,3274551.236,2292816.495,2791366.529,938510.9573,827868.0528,1474892.891,1122569.837,853393.1559,1347063.817,1337516.513,1487391.152,2252.340168,2069.920139,1982.520138,2452.580162,1741.220127,1858.740128,1709.580112,1756.660122,1749.560116,1780.180122,1843.300129,40736.1029
[TG(56:6)]_FA18:2,0.353952858,9.632100335,1.150413899,0.283462523,0.658918318,11,11,WT,5xFAD,TAG,1368846.205,990084.1217,1241526.863,759001.966,944839.9841,937123.4878,536115.6567,317884.9633,319919.8258,1121903.401,1047575.184,230584.1579,189247.8124,141446.3296,212153.273,129425.5099,203380.6144,132810.8095,68899.50423,74377.36571,59536.00443,169150.594,19952.04147
[TG(58:5)]_FA20:4,-0.35088345,8.424752317,1.147387074,0.284096795,0.659368841,11,11,WT,5xFAD,TAG,884486.6086,435384.5857,728713.5171,542646.5157,435639.891,248679.0375,182111.0099,138484.8316,301091.5979,252842.2386,337497.223,307789.5033,326249.9024,265205.7161,300649.2567,169019.7106,290938.0244,203546.5548,111138.9091,100270.5474,104412.5067,229382.5372,17934.2412
[TG(58:1)]_FA20:0,-0.350112321,8.284530994,1.142340994,0.285158207,0.659786454,11,11,WT,5xFAD,TAG,812743.9593,384819.8248,658196.3375,500626.6043,392781.7482,212529.4122,164150.8714,128273.3712,277660.6042,226926.7171,317532.6624,6291.620499,4924.32037,5681.480423,4745.460316,8780.060585,5220.38039,8342.54055,4899.200386,4282.820301,4299.480305,6328.200474,16241.12103
PI(42:10),-0.350300561,6.326499916,1.143492241,0.284915607,0.659786454,11,11,WT,5xFAD,PI,89810.64657,181117.6728,167577.4534,188545.0543,54048.92336,33805.9225,65589.18457,59773.18425,74518.88541,33524.56251,41708.70275,70101.34541,219863.514,239970.6788,229940.8747,50963.14357,233516.6145,187419.0335,168392.4708,145840.9701,152071.4506,50039.36381,10673.24067
[TG(60:11)]_FA20:4,-0.349729872,8.195482735,1.13984189,0.285685739,0.659986963,11,11,WT,5xFAD,TAG,715709.6964,409676.6707,594927.4427,503407.4161,348058.4451,199149.415,147915.3524,123180.2485,257532.9401,215017.096,297910.6763,490465.5911,474772.4371,323796.1416,438114.3888,321379.5821,400325.8254,426283.4105,318605.8028,293110.5419,224390.0154,567411.7566,18428.16127
LPI(22:4) | PI(22:4)_2,-0.349158702,7.544095928,1.136099205,0.286478097,0.660797705,11,11,WT,5xFAD,PI,93770.8679,547703.5671,416225.7892,519435.1818,55485.80432,40265.78341,190408.2779,187154.993,204187.1722,34557.50297,51394.90317,585018.6597,452269.842,455305.9003,112719.3489,149680.4509,441398.6082,79533.12598,270850.2185,236933.658,141580.1888,161825.0516,16435.06118
[TG(56:5)]_FA18:1,0.350238654,9.641967509,1.126541732,0.288514198,0.662814952,11,11,WT,5xFAD,TAG,1375957.898,983506.5905,1272470.445,760541.4225,953079.4056,921076.5731,546498.1143,329691.9013,313465.3446,1135236.675,1051461.135,275815.5945,606053.0479,618244.129,638508.988,363006.5709,574141.6813,354404.0677,218469.597,248098.8573,259159.6196,266254.6791,21030.58142
[TG(60:12)]_FA20:4,-0.347566601,8.00167891,1.125762902,0.288680927,0.662814952,11,11,WT,5xFAD,TAG,654224.6263,346775.8893,501452.6416,421195.1946,298077.5176,176700.5708,142080.8713,110691.227,210536.6751,177350.8126,247913.2999,381651.3251,328091.7621,251581.6188,334625.8025,243649.0551,301642.1042,312160.1198,175655.0323,212627.4167,148453.4714,561033.2621,23427.24167
PS(O-20:0),0.350249011,7.929537472,1.126577833,0.288506472,0.662814952,11,11,WT,5xFAD,PS,323651.7256,203554.1764,273925.3992,251084.4987,186577.2325,174724.1106,143394.6888,120375.1495,176793.5331,149620.4103,196371.2122,164397.6917,170548.3713,116105.3891,173507.4321,107996.168,152609.1706,106765.027,56663.84412,62096.76367,46206.02312,134048.5296,133555.9911
[TG(52:6)]_FA18:2,-0.346255551,7.492290095,1.117258639,0.290509506,0.665991931,11,11,WT,5xFAD,TAG,365504.9668,281409.3233,291014.3802,321375.2637,175616.1727,108478.6081,89640.82721,92952.228,121223.6869,115072.8074,152482.7101,177585.5331,185343.9345,128991.7084,168531.831,109067.2677,157767.1743,107661.0882,58518.18411,61214.70563,47022.22346,152430.6314,45029.16341
[TG(52:5)]_FA20:4,-0.344728329,8.243224165,1.107433552,0.292640518,0.669851462,11,11,WT,5xFAD,TAG,596582.3743,506235.8994,470852.755,706537.875,328289.3822,221018.5562,155993.1116,144184.6895,230835.1354,223224.5322,277871.8613,214233.8572,962815.1324,857000.77,906813.0764,588920.1671,844021.2108,557173.8589,306907.6841,332021.6279,376867.9076,367063.9713,27916.36182
[TG(60:6)]_FA20:0,-0.343908262,8.190059916,1.102163149,0.293791873,0.670436637,11,11,WT,5xFAD,TAG,681145.8831,402064.5655,556589.4187,470104.3828,361668.5445,197138.9941,149894.3699,122945.7105,236513.3573,203812.914,291717.1387,374077.6642,283312.7817,235355.5145,341812.9427,191872.8138,321662.6241,204303.7522,107943.0271,106501.4485,103044.6876,277015.3177,35015.7627
[TG(60:6)]_FA20:4,-0.344078332,7.858197135,1.103249014,0.293554186,0.670436637,11,11,WT,5xFAD,TAG,633727.0526,338720.5462,434347.827,415603.241,231170.9784,206116.3771,141665.3495,96714.78767,182708.7364,142255.4509,202685.8543,71582.52596,126521.1677,109233.2669,120658.9077,45523.8035,118478.4678,117609.3483,86820.32587,78954.32562,84609.16571,39868.18304,16491.90116
[TG(58:9)]_FA18:1,-0.33957093,7.40027814,1.074484101,0.299934786,0.677354117,11,11,WT,5xFAD,TAG,450691.1894,211274.6147,333914.9857,256451.0598,178749.0901,111892.6497,90118.22641,76453.0654,118171.9886,130901.9104,153437.9717,513999.1902,526354.9197,441784.8984,237176.5812,181325.8121,483845.2041,166712.4127,272374.958,251819.4402,138053.3509,161830.4127,24678.68167
[TG(60:10)]_FA20:4,-0.33953401,8.244351904,1.074270608,0.299982805,0.677354117,11,11,WT,5xFAD,TAG,715270.9188,419317.1887,584001.2642,495634.3601,368204.7305,202182.3159,157649.0324,124565.3704,242131.5352,214889.9359,319511.1817,55398.62418,152782.3286,140117.511,167148.7926,40376.88252,167912.5706,140113.7502,103505.3477,92596.06671,94790.42712,67925.68457,32881.56238
[TG(60:7)]_FA18:2,-0.340543875,6.66959677,1.080626678,0.298557406,0.677354117,11,11,WT,5xFAD,TAG,238858.3187,140606.1512,185959.7551,160796.511,113366.9075,64846.32455,54046.40463,45561.84331,72939.70497,72929.28384,93198.82693,305600.1207,266581.7983,212815.0526,287436.0003,199605.0548,236694.675,266378.5185,196443.4945,188273.7345,158180.1105,303520.2388,18330.28137
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",-0.340308693,6.073732437,1.079087778,0.298901716,0.677354117,11,11,WT,5xFAD,Cer,85463.90606,113261.5281,90607.16602,104934.1079,119844.1862,45815.58362,27488.80182,40767.68264,35022.56274,45799.1229,65054.70431,1861771.163,2501845.271,2190068.615,3069292.222,2454262.257,3701464.742,2753037.07,1801385.402,2507271.342,1965289.398,2458958.794,14161.92102
LPE(20:4),0.341968948,7.596263011,1.074236398,0.299990501,0.677354117,11,11,WT,5xFAD,PE,264487.6165,219766.8333,110518.3278,214963.136,169470.9514,80401.90491,153335.4912,152434.8506,170372.4907,77218.26636,95330.60681,758262.1934,704927.6116,593881.3215,666826.7876,527930.3958,650157.2213,439115.5883,225175.957,243141.3772,319230.1625,546520.3315,105054.5875
PG(O-42:6),-0.339747645,8.378797301,1.075625837,0.299678151,0.677354117,11,11,WT,5xFAD,PG,833116.7173,400188.9891,672675.8975,558023.3359,300869.8358,188766.2136,193572.5345,132865.6694,291566.1432,218606.0547,286773.1835,374145.004,468914.2115,334406.5621,422077.6585,253240.4989,377003.948,281877.0597,142366.9908,145232.1099,153404.7492,286191.8399,65133.86469
PS(O-38:4),0.34265027,7.999268398,1.078515272,0.299029937,0.677354117,11,11,WT,5xFAD,PS,430306.167,333422.4227,351180.9246,256848.4382,242554.4551,164407.5925,159251.8335,242689.817,185451.6116,221811.4365,239750.0167,1105194.878,1428697.648,1118200.765,712268.1001,582538.2857,1548958.621,484246.1393,737562.8063,654137.609,361200.8903,508014.5298,45116.3031
