"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0141","AK0145","AK0164","AK0174","AK0175","AK0144","AK0147","AK0154","AK0155","AK0166","AK0168","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0135","AK0140","AK0142","AK0157","AK0169","Blank-1x","mean1","mean2"
"PE(28:1)",-0.448764454,7.760812393,1.877708673,0.170594801,0.544127539,11,11,"WT","5xFAD","PE",463820.51493,299454.69943,155839.26593,365594.92723,168669.55093,17705.22194,80323.16653,71337.68603,175404.81203,10494.94114,26509.46132,0,44464.78203,32455.16117,43099.98283,14449.98171,36658.04259,47903.30413,13176.12121,8265.14092,6986.44218999999,37874.52277,61415.44427,166832.204312727,25939.4074136364
"[TG(60:4)]_FA20:0",-0.447840924,7.435410776,1.86997623,0.171477802,0.545015434,11,11,"WT","5xFAD","TAG",378318.88546,272770.35906,319447.54426,305253.62106,189185.47236,99340.96546,75541.50509,57505.92376,114672.68746,105054.38606,148291.68826,556392.02616,1373315.26586,1718927.69086,1790188.86286,1164791.05786,1533445.01486,1532474.62886,1082741.94286,1135122.18186,1265395.83186,1322743.60686,15598.96114,187762.09439,1315958.01006909
"[TG(54:8)]_FA18:1",-0.447020882,8.87583724,1.86317743,0.172258527,0.545946762,11,11,"WT","5xFAD","TAG",858269.65779,916279.90389,705261.95009,1071944.48269,516293.33919,330699.89549,240422.37119,123704.51079,253723.67509,319040.06029,484293.43339,5973420.07469,5202951.29869,5245981.99669,5814117.57469,6483932.63869,11521788.35769,6452285.88369,6256612.54269,5946763.63869,5993701.80769,6398087.69969,30049.74231,529084.843626364,6480876.68305364
"[TG(56:3)]_FA18:2",-0.446394973,7.647282322,1.857921275,0.172864907,0.545946762,11,11,"WT","5xFAD","TAG",530668.55766,206096.05116,412551.44176,274956.92206,220317.17616,105846.58676,78740.92596,56038.98428,121589.20846,118011.10856,162002.15106,10954001.61816,7957662.91616,12204369.82816,10864200.29816,0,7273240.87116,11882078.73816,0,0,0,11905449.50816,24857.04184,207892.646716364,6640091.25255636
"PG(O-38:4)",0.450736864,7.895496358,1.858943462,0.172746789,0.545946762,11,11,"WT","5xFAD","PG",341843.41946,287558.23806,269684.79776,177144.03066,172858.87306,135228.62886,110503.74666,203516.79216,134531.37066,165384.79216,181993.85416,159478.17086,656620.48346,595983.63056,683254.99916,381485.65986,676868.36526,364068.48506,171146.73466,221072.19456,214619.67306,235849.05736,39066.32294,198204.41306,396404.313987273
"[TG(56:3)]_FA20:0",-0.44594928,8.220720956,1.854232792,0.173291897,0.546143095,11,11,"WT","5xFAD","TAG",722580.97541,381136.58241,583647.62851,524586.85761,335354.78441,174866.86941,122529.08891,96100.64521,231023.89401,180966.75171,243556.61381,613173.73351,1965682.40911,2698329.94711,1682912.53111,780251.54561,1654078.54411,2021145.06811,1526317.85511,1449368.96611,1351334.12811,692613.16441,25416.62189,326940.971946364,1494109.80840091
"[TG(58:8)]_FA16:0",-0.44377338,6.938320753,1.836104116,0.175408256,0.551651595,11,11,"WT","5xFAD","TAG",300148.52193,172659.33313,210601.97493,174685.81153,113752.83063,63243.88507,43474.56326,35398.76303,56062.42444,73098.32517,87812.88553,161933.45113,818041.03703,648118.85833,698196.07803,413355.87083,592491.68313,428780.43143,228355.51873,211627.35783,235334.53303,237073.63563,19020.98117,120994.483513636,424846.223193636
"PE(30:2)",-0.442440343,7.713919037,1.825123832,0.176704582,0.55224793,11,11,"WT","5xFAD","PE",521709.05818,463067.13408,90588.80798,448533.00628,239036.99878,39724.14181,153553.25148,203650.37018,182340.98718,18662.22124,45572.80321,54775.10376,149289.68898,128658.80848,157308.65118,45661.22294,147405.45008,137642.89028,95280.54648,99125.14728,95384.60598,69343.94382,20103.78152,218767.161854545,107261.459932727
"PE(30:3)",-0.442514901,6.846103489,1.825683367,0.176638257,0.55224793,11,11,"WT","5xFAD","PE",217496.19504,216191.53984,59635.06307,254179.07694,119735.84744,11795.10089,77036.44486,66347.2652,93845.72634,5503.92043,37305.76251,0,0,0,0,0,0,0,0,0,0,0,20685.02136,105370.176596364,0
"PS(40:7)",0.446931462,9.096929876,1.827984117,0.176365837,0.55224793,11,11,"WT","5xFAD","PS",897964.79091,370535.22291,783833.64111,447363.95261,660227.48141,439020.59061,390640.46861,259851.21681,378712.16721,541521.81981,615651.73941,72396.52571,243621.53911,234355.45801,242266.65621,29623.80276,229278.97331,227950.77521,156259.71321,146452.61131,136351.72871,80537.36301,46177.22339,525938.462855455,163554.104232727
"[TG(52:0)]_FA18:0",-0.437471406,8.83098342,1.784364129,0.181614348,0.554536857,11,11,"WT","5xFAD","TAG",675560.03323,657301.20773,555111.65403,1275113.97043,390872.50713,225211.61513,199985.35503,118034.42863,163710.91223,242520.27633,392359.93603,471314.03203,428329.79453,332454.86463,424667.25223,283145.16043,328233.44103,413072.71633,320664.64903,279632.59873,245391.11683,495534.10653,71442.68457,445071.081448182,365676.339302727
"[TG(52:1)]_FA20:0",-0.436211671,7.794223046,1.774066594,0.182879606,0.554536857,11,11,"WT","5xFAD","TAG",437275.91088,353483.56978,349947.04748,495804.43738,219361.73768,130105.20848,86529.62468,77623.18518,147582.73168,137919.60858,173373.41098,48525.28385,137092.74938,142754.03128,152364.69158,94519.22818,139781.89188,150520.97008,89369.22598,87672.10598,96210.94468,130352.44938,22103.84152,237182.406616364,115378.506568182
"[TG(54:1)]_FA16:0",-0.438865683,7.847586317,1.795739517,0.180228421,0.554536857,11,11,"WT","5xFAD","TAG",654704.05063,246580.55683,507103.51603,284994.29913,279016.33733,143117.84963,104437.92723,70233.26446,127937.30793,170119.45323,201675.25163,0,0,0,0,0,0,0,0,0,0,0,19017.62137,253629.074005455,0
"[TG(58:3)]_FA18:2",-0.440697009,8.198908701,1.810781085,0.17841456,0.554536857,11,11,"WT","5xFAD","TAG",666974.2558,492827.813,527417.4338,560094.2512,310946.7481,197139.1523,149590.1501,93344.827,215326.6913,180384.9532,243758.5555,578715.3406,573120.0564,473251.5405,532017.7625,337715.6278,488728.1121,341856.8901,177943.0712,170586.5127,169316.5502,363178.2888,19453.0415,330709.530118182,382402.704809091
"[TG(60:1)]_FA18:1",-0.438632108,7.134728437,1.793791112,0.180464935,0.554536857,11,11,"WT","5xFAD","TAG",380114.20609,192937.39229,227442.15389,246058.95449,127442.78819,110479.60559,62524.40241,43609.28179,69035.50409,71172.5847,99843.38649,1185104.89469,597716.60309,468789.24869,627347.41669,311145.56139,535217.73369,391333.20099,203544.93529,204155.45739,215406.33539,509668.51759,16261.00131,148241.84182,477220.900444545
"[TG(60:10)]_FA18:0",-0.4364631,7.009227574,1.776073203,0.182632255,0.554536857,11,11,"WT","5xFAD","TAG",296265.99713,212559.49403,219399.25633,205440.45483,135780.86863,75021.82553,57705.9254,40024.58258,62896.24359,86069.3666,110103.82773,531512.06153,1377922.73893,1744844.09393,1786708.03793,1183315.34593,1549459.36093,1513835.94493,1093196.12193,1143031.63893,1272992.57093,1296897.95093,13649.56107,136478.894761818,1317610.53334818
"[TG(60:4)]_FA18:1",-0.439724241,8.09588361,1.802785652,0.179376088,0.554536857,11,11,"WT","5xFAD","TAG",852166.17698,323751.84858,477221.23038,413028.26808,207174.53768,205064.45448,123413.12628,59737.78355,170673.23188,112315.59058,185319.97118,306730.98218,327464.82638,241900.31568,322549.28758,181493.13568,285881.94208,199812.83108,85960.82678,74931.18548,82242.96538,175229.30888,36669.32242,284533.292695455,207654.327925455
"15:0 Campesteryl ester_simulated | CE(16:0)_2",0.44280059,10.19215394,1.7946431,0.180361469,0.554536857,11,11,"WT","5xFAD","CE",2158053.45372,1811058.98472,1928491.98772,736365.06692,672421.18122,1011145.07072,862624.27682,668800.30972,1093255.40172,958003.16972,1171293.59072,1420376.35972,1596411.66472,1000519.31272,1276470.47072,1077780.69572,1223847.65772,692788.82062,292891.54222,343895.38032,798796.62622,834884.79392,74475.86528,1188319.31761091,959878.484056364
"Cer(d18:0/h24:0)",0.44249549,2.941706756,1.790313863,0.180887927,0.554536857,11,11,"WT","5xFAD","Cer",3953.960213,6886.860514,2950.120179,3770.960232,3664.26019,2351.220192,1319.020047,1584.000084,1728.400136,1854.120087,2685.860177,419497.970424,444937.589224,318399.162324,382610.168224,252191.996524,377110.826124,278121.720424,134281.030024,132377.990424,112864.367424,281018.602124,3490.580276,2977.16200463636,284855.583933091
"Cer(d18:2/20:0)",0.440913742,2.997114913,1.777703178,0.182431616,0.554536857,11,11,"WT","5xFAD","Cer",3393.000286,3829.48024,3638.180275,5401.480423,5076.260373,2348.640164,1508.040108,1185.060105,1989.080178,1845.920174,3071.340184,868655.070653,705356.646853,564121.762053,733720.100753,543986.941953,672153.596853,427098.712253,243874.415153,254343.279653,336428.185753,441667.945153,3652.140247,3026.04386454546,526491.514280273
"LPI(17:0)",0.440927167,12.22907338,1.779623648,0.182195547,0.554536857,11,11,"WT","5xFAD","PI",4211868.28619,4939072.75619,6757464.25919,12425956.10319,3032172.10419,2876524.45919,5819176.92619,4118297.85019,6047736.80319,2483762.57819,3315014.42619,1186404.31219,624260.11929,674179.53279,918629.87419,582865.93759,1163945.18719,1221188.90319,469841.67869,607968.30029,553476.77699,1217424.64719,86287.10681,5093367.86837182,838198.660871818
"PE(42:3)",-0.436103927,7.314670469,1.773144033,0.182993458,0.554536857,11,11,"WT","5xFAD","PE",295033.83684,190329.09294,36802.28204,179731.29274,77006.56514,0,34368.02094,47780.68194,43129.88234,0,0,337534.38324,353033.22774,309941.38754,383571.98554,151700.21044,462589.28694,164845.28784,69843.26154,78120.40644,77497.60644,263541.18034,75133.82596,82198.3322654545,241110.74764
"PI(32:2)",0.441836307,8.218945842,1.786865677,0.181308516,0.554536857,11,11,"WT","5xFAD","PI",50003.24391,461121.67531,331061.66451,403416.74561,42953.28261,47737.62231,197394.17431,288049.07521,228797.13671,3022.66065000001,30453.92221,0,51787.32441,43458.14181,55619.44401,17017.00151,50119.80241,56034.62241,8568.36121,8755.44039999999,13737.98151,35904.52381,84482.74609,189455.563940909,31000.2403172727
"PI(O-38:4) | PI(P-38:3)",0.444802355,7.074672375,1.81068635,0.178425918,0.554536857,11,11,"WT","5xFAD","PI",71966.02444,257230.71914,221862.15374,172776.77084,38757.66336,61295.42456,113784.14644,162705.05074,101196.62704,44993.24399,61380.30475,185119.51214,301650.15994,250702.37984,320198.18324,55918.50374,311375.10574,278893.96164,203254.15204,184238.93404,191295.01204,173484.91604,16753.38136,118904.375367273,223284.62004
"PS(O-40:1)",0.442675499,9.097678815,1.793626027,0.180484991,0.554536857,11,11,"WT","5xFAD","PS",891651.04899,330628.14719,817737.15289,387512.08369,720147.01789,452509.05389,432513.43229,246131.55789,344044.65199,543527.44199,611129.13369,285914.18019,285143.27739,259017.05729,18095.32159,21139.2811,234725.09939,9925.5206,128406.28689,107106.86619,20663.62112,28484.12134,45290.28351,525230.065671818,127147.330280909
"[TG(52:6)]_FA16:1",-0.434596438,7.156718789,1.760908746,0.184511207,0.556881607,11,11,"WT","5xFAD","TAG",317298.56533,257787.51753,249867.57693,218110.01573,124556.09063,77988.72546,47765.62426,76239.98666,62573.44305,84487.04573,93145.28643,212564.85783,239513.05603,186611.34913,77246.80526,25877.00204,228441.59393,52942.30452,99559.64903,93198.20583,32201.68351,48382.92456,17700.60117,146347.261612727,117867.221060909
"PS(O-42:4)",0.438925139,8.006521727,1.763589519,0.18417742,0.556881607,11,11,"WT","5xFAD","PS",391736.07124,197126.55294,321142.16234,225506.97704,257760.38234,175029.21164,170452.71124,116761.28664,159509.99254,236535.37984,246693.27594,596083.93284,1366997.81524,1733212.35724,1802376.96024,1169227.03324,1551710.25924,1534820.42024,1085647.66924,1141406.59224,1265549.72024,1292150.76124,35148.58276,227114.00034,1321743.95647636
"[TG(60:5)]_FA18:2",-0.433605645,8.05902021,1.752924903,0.185509453,0.558767911,11,11,"WT","5xFAD","TAG",816796.92279,319476.92149,454302.25139,399346.72709,195868.89669,201033.33379,111705.00729,55440.74428,167087.33029,104248.70989,177549.53279,14057.16238,62466.76539,52427.72402,62327.30509,0,73683.38439,68039.86409,37579.74283,31822.90378,33177.66281,0,38377.94241,272986.943434545,39598.4104345455
"PS(O-38:3)_2",0.437108485,9.281340386,1.749168619,0.185981283,0.559064217,11,11,"WT","5xFAD","PS",1072022.85578,375414.24378,974960.42478,476246.73388,757009.49768,521087.01908,454098.06438,298865.92398,460498.01298,631612.89528,640334.20168,634382.28408,514960.60038,448586.40138,540916.21738,290830.80078,499186.01628,315619.23988,154284.45308,156174.29288,159213.21478,335774.22508,47597.30322,605649.98848,368175.249634545
"[TG(48:1)]_FA18:1",-0.43222053,8.183232199,1.741738308,0.186918722,0.560101856,11,11,"WT","5xFAD","TAG",585519.68379,465683.72829,477045.43599,552869.38469,282521.90189,162700.45069,113585.54799,93294.26419,152503.30949,174734.25269,239999.34149,3292429.42879,4087314.55179,3047862.75779,4317711.05679,2601115.68379,3991777.24379,2762645.77079,1099868.92579,1621701.14079,1411645.74679,2056382.27379,35556.76221,300041.572835455,2753677.68915364
"[TG(60:2)]_FA20:4",-0.431704111,7.582817607,1.73755504,0.187448918,0.560101856,11,11,"WT","5xFAD","TAG",463283.01525,280074.53615,366998.92485,313219.06105,213810.13505,107438.94875,81289.3658,69729.32411,136483.88865,113621.04885,177941.57275,93797.56705,151779.28895,138108.43075,180512.39415,43180.54233,167991.07155,178232.16975,126607.52745,108233.88915,98392.84505,46681.10325,15346.02125,211262.711023636,121228.802675455
"LPC(18:1)",-0.431748604,8.694719752,1.737947925,0.187399048,0.560101856,11,11,"WT","5xFAD","PC",887543.35901,701653.61291,904046.14851,697418.39601,366243.98651,335238.80241,246037.77251,3902.20013,286013.37501,302927.09781,342361.85081,375993.92761,342829.82221,252362.01761,344988.42261,200465.25441,308309.31891,206628.49241,89982.96581,92395.62611,81700.52461,232812.09981,33821.68259,461216.963784545,229860.770191818
"Cer(d14:1(4E)/20:0(2OH))",-0.43102393,7.1515004,1.732051865,0.188149067,0.560686006,11,11,"WT","5xFAD","Cer",184704.27357,227698.03667,159250.48867,217667.63427,247375.79767,97353.56707,37518.7625,45991.86345,52139.46358,76412.50451,104446.76637,221296.53747,237690.57947,177175.11407,58793.50342,61385.50378,215402.27537,49557.04281,93962.10707,82765.66467,27449.90103,76113.9666,22665.30173,131869.014393636,118326.563250909
"CerP(d18:1/14:0)",0.434920651,3.010599988,1.730136279,0.188393494,0.560686006,11,11,"WT","5xFAD","Cer",4190.180256,7503.280577,2854.620258,3887.160293,4534.660312,2863.140152,1412.820087,1597.96011,1379.300098,2164.540157,3678.380268,252024.474747,265830.157847,230880.138447,258937.978247,130922.409647,253866.219447,153170.989247,83892.304987,85149.345607,86472.305167,171042.832947,3557.380253,3278.73114254545,179289.923303364
"[TG(50:1)]_FA18:1",-0.430395892,7.63972262,1.727032424,0.188790329,0.560752226,11,11,"WT","5xFAD","TAG",371634.78581,394029.62451,320529.54381,379269.76741,183281.85011,111860.38661,80673.94611,87910.96561,96556.26821,123651.60941,157605.83141,1239005.34231,706328.76811,728790.98951,978573.05321,662232.45971,1201511.63731,1273276.94131,519448.09711,669942.77951,615070.56291,1285501.98331,21293.26169,209727.689000909,898152.964937273
"[TG(56:7)]_FA18:2",0.43273915,8.289016332,1.714639648,0.190384505,0.563252181,11,11,"WT","5xFAD","TAG",515525.83569,367220.57969,426992.63219,331692.10369,270039.23879,324085.80239,201221.79209,133834.49029,142123.73149,401743.45629,342632.47579,53466.50424,141414.88899,127492.30719,149546.99019,42931.06367,159599.09029,130449.74879,96651.96589,93555.94609,96182.60649,64345.64463,20745.26151,314282.921671818,105057.886950909
"[TG(58:0)]_FA18:2",-0.428964612,6.935520669,1.715516834,0.190271151,0.563252181,11,11,"WT","5xFAD","TAG",289683.58115,158862.13335,223993.79745,188921.57245,122795.18765,65493.00391,49967.54359,37395.04231,72401.62495,61372.16402,95846.64505,381809.32185,414237.05045,367033.16825,451079.28645,200208.45445,514122.12655,223141.25595,116184.02855,136355.67075,144997.24755,318961.64245,16506.88115,124248.390534545,297102.659386364
"PE(40:0) | PE(P-42:6)",-0.428093598,8.949580222,1.708620736,0.191164421,0.564444059,11,11,"WT","5xFAD","PE",854849.9288,581860.3497,287919.1607,638672.1898,320060.0417,0,183425.576,117229.7477,258747.6358,0,0,189191.8272,121776.1074,65716.9827,156103.55,1639.59720000002,134918.7861,15651.6386,0,0,0,55906.937,201054.8172,294796.784563636,67355.0387454546
"[TG(56:7)]_FA16:0",-0.427470234,7.968319922,1.703626634,0.191814375,0.565248265,11,11,"WT","5xFAD","TAG",616759.29945,347662.58895,474591.62805,402468.77005,245174.74105,160194.07115,100635.86905,69111.98629,120768.80815,189262.49235,202122.65615,87555.50595,186791.91365,180597.55135,206343.95495,70146.58419,197985.37485,171358.79405,138769.08895,134721.74935,139713.74985,75525.50495,26866.78165,266250.264608182,144500.888371818
"[TG(54:0)]_FA16:0",-0.425382233,9.455612426,1.687041211,0.193991462,0.567015008,11,11,"WT","5xFAD","TAG",1484777.14601,1442355.77501,1158576.42501,1474480.99901,718041.36981,516516.79541,378752.57061,237699.12171,500065.27241,453921.40571,697401.68321,2087751.90601,1973725.11101,2275548.13601,2099542.89201,1369083.16901,1385061.52301,1935677.60901,1591566.23501,1429874.42301,1598513.59901,1972445.27001,25203.76199,823871.687628182,1792617.26119182
"[TG(60:2)]_FA18:2",-0.425089774,7.107052232,1.684649795,0.194307748,0.567015008,11,11,"WT","5xFAD","TAG",358859.66625,185074.71315,221562.27505,230812.97605,124557.35015,103555.78645,56603.28407,39644.40296,69271.06459,67689.22435,95556.74635,378812.34215,368754.50615,288379.79575,368133.06575,235982.73705,345801.14515,219170.27875,108813.56865,128971.80865,105232.20635,246656.88105,18328.90135,141198.862674545,254064.394131818
"LPC(18:0)",-0.425184061,8.655322426,1.685456247,0.19420102,0.567015008,11,11,"WT","5xFAD","PC",861714.19588,662647.01558,891690.84418,658440.96528,347444.05718,325287.14688,236751.73588,942.240190000004,283464.46518,281303.87788,321813.70578,204418.49718,234518.39728,159802.59218,216006.09578,117119.68888,200566.81378,122114.11058,40456.20272,48846.6236,37263.90221,155244.23108,36511.50262,442863.659080909,139668.832297273
"LPS(19:0)",0.429703961,8.061604303,1.69084347,0.193489819,0.567015008,11,11,"WT","5xFAD","PS",172365.4772,50391.5243,121718.3677,91566.6813,24884.7618,17140.5399,1510.45979999998,0,25704.7806,1407.7396,58033.9447,291420.4435,307076.8665,180434.5388,281231.7127,113453.4044,246118.0755,144408.5903,212.399399999995,0,0,110253.7473,161312.1919,51338.5706272727,152237.252581818
"PI(O-18:0)",0.429168352,12.19165552,1.686717794,0.194034202,0.567015008,11,11,"WT","5xFAD","PI",4424934.01291,4696222.84791,6609305.14591,11986183.53491,3084000.96291,2729643.91191,5651977.96491,3933641.69091,5924966.72991,2572699.53791,3259539.95591,3162599.77091,2662249.16691,2584930.45491,2901883.01591,3363511.10191,5590189.90791,3145963.18791,3266716.85891,2767336.67391,2902945.53091,3340045.67391,73936.90509,4988465.11781909,3244397.39491
