"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0141","AK0145","AK0164","AK0174","AK0175","AK0144","AK0147","AK0154","AK0155","AK0166","AK0168","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0135","AK0140","AK0142","AK0157","AK0169","Blank-1x","mean1","mean2"
"[TG(56:2)]_FA20:4",-0.494441652,7.503308678,2.279625778,0.131083499,0.485722767,11,11,"WT","5xFAD","TAG",441288.08513,278549.79963,343459.27883,309453.08543,174078.65343,100085.88753,70203.92392,63805.46547,99663.82553,104347.12503,150445.25283,384624.94303,373861.60663,287228.02213,359955.72553,218378.55663,345689.62363,221396.21703,95041.54543,109413.68833,96781.50663,237239.51363,19540.42137,194125.489341818,248146.449875455
"[TG(52:0)]_FA16:1",-0.491213267,7.523093588,2.249943431,0.133619287,0.493896476,11,11,"WT","5xFAD","TAG",401554.94944,287789.15874,314942.84144,316514.53804,170975.25294,98121.70734,63433.92529,57582.22421,82081.96664,110052.20844,125931.64954,204448.55594,190836.70854,170106.29194,202948.71524,86807.90644,179301.15264,97513.96804,43240.10212,43979.56269,41066.58246,125351.96904,26867.20206,184452.765641818,125963.774099091
"PG(O-38:0)",0.495504429,9.123170419,2.242652519,0.134250508,0.495007415,11,11,"WT","5xFAD","PG",948499.15701,330111.30261,816461.40661,406855.36791,693101.46491,494846.75171,411341.25221,239668.20001,456681.33331,564687.30061,612508.71081,1164732.23711,637390.83461,621899.43711,231345.01551,122209.68831,1100377.61211,139413.31031,563406.55171,377666.00711,53693.78376,162876.27211,40358.74289,543160.204337273,470455.522705455
"FA(24:5)",0.494480058,11.12552807,2.233499923,0.135047632,0.496723108,11,11,"WT","5xFAD","FA",2952170.3928,2603599.6408,1272705.0768,2550693.7138,1114403.1458,1065770.6718,1014847.4948,586502.1108,1866338.5618,1221797.7278,2533092.3238,0,0,0,0,0,0,0,0,0,0,0,505308.3322,1707447.35098182,0
"LPG(13:0) | PG(12:0)",0.493692166,6.600268948,2.226284315,0.135679791,0.496734851,11,11,"WT","5xFAD","PG",61819.80369,56993.7649,57899.64289,71707.68459,37346.14221,30006.04218,21975.96192,19078.82111,33068.02301,31318.68305,39463.14246,178694.81229,209810.59239,146932.10909,191321.23239,94907.06609,186539.41219,106235.96739,36230.60216,33515.88227,29358.0223,100967.28699,41527.92291,41879.7920009091,119501.180504545
"PI(30:0)",0.493632742,8.539224952,2.225889632,0.135714465,0.496734851,11,11,"WT","5xFAD","PI",58773.4422,435950.1049,418721.6499,521155.56,65534.2652,67077.3044,275896.4213,267575.0175,327640.8789,8868.54040000001,40192.9231,167436.911,190285.1166,124690.3485,206792.3129,47735.3227,170939.9481,63462.5433,0,0,0,92658.666,112497.4683,226126.0098,96727.3790090909
"[TG(54:2)]_FA20:0",-0.487628123,8.100072332,2.217240112,0.136476837,0.498306889,11,11,"WT","5xFAD","TAG",580645.53644,512508.52264,453898.37624,558988.88164,283749.05644,175714.09284,118144.08684,100661.76894,160090.53144,160925.45114,244461.13944,1031.34025,36106.14246,21257.40154,25606.22186,90575.32904,55764.24374,70139.3658,0,2879.22022,0,11749.36106,21502.30136,304526.131276364,28646.2387245455
"CerP(d18:1/18:0)",0.492085364,2.884857896,2.209689984,0.137146229,0.499532616,11,11,"WT","5xFAD","Cer",3308.46027,6128.600361,2915.880203,3369.860248,2731.000229,2115.800129,813.740047,1596.360126,1707.740154,1308.000107,2476.680164,17014.301635,57991.564355,35178.581815,43802.562675,108460.545755,74103.584635,87717.805965,7799.780685,21958.661385,9889.200755,26568.241745,3522.860245,2588.37473072727,44589.5301277273
"[TG(60:11)]_FA16:0",-0.486224949,6.422733467,2.204362403,0.137620785,0.500044454,11,11,"WT","5xFAD","TAG",211528.0353,125052.6478,151566.3704,124338.3877,77482.52657,39593.24265,30351.50201,26029.44134,42820.30323,44825.96285,60859.2246,0,0,0,0,0,0,0,0,0,0,0,13443.641,84949.7858590909,0
"LPS(20:5) | PS(20:5)_2",0.488610093,7.195307928,2.181180642,0.139707253,0.505173326,11,11,"WT","5xFAD","PS",100566.76586,77267.00676,68105.62426,78533.26616,35088.72226,26146.46246,18145.521,33494.78336,27371.24206,25333.76147,39813.30266,49112.66276,132292.58896,98014.26406,126012.06966,1037.93979999999,126122.06966,149449.27336,73754.82556,69326.42476,66800.12486,20536.82295,72639.24524,48169.6780281818,82950.8242172727
"PI(O-40:6) | PI(P-40:5)",-0.483971778,14.16611352,2.184157361,0.139437358,0.505173326,11,11,"WT","5xFAD","PI",18863663.13877,52555661.50877,34880851.70877,50067195.77877,15772946.39877,5266322.10577,18400437.05877,12664957.79877,24210561.32877,3378623.72277,8050130.71777,0,0,0,0,0,0,0,0,0,0,0,18200.38123,22191941.0242245,0
"PI(P-30:1)",0.487994133,7.424763719,2.175756749,0.140200537,0.505735431,11,11,"WT","5xFAD","PI",0,164256.33334,191184.01344,153489.43204,0,0,101355.44734,60468.28424,124941.09004,0,0,0,39397.62134,32681.54204,42453.76214,4895.39910000001,34417.54154,46681.49914,5837.0396,0,4367.29857,28012.86034,83252.66746,72335.8727672727,21704.0512554545
"[TG(58:1)]_FA16:0",-0.480630006,6.584284119,2.15392324,0.142206104,0.506220428,11,11,"WT","5xFAD","TAG",230794.57572,129197.01032,170669.43172,143241.70932,93674.64652,51062.58337,30820.16259,24389.72189,46055.88388,54358.52413,70859.76394,1150009.46492,842291.41172,703329.36322,1019523.58992,609406.95442,1034669.24292,682826.41182,303105.38542,270216.15392,293876.02012,648945.04612,14935.82108,95011.2739454546,687109.004047273
"[TG(58:3)]_FA16:1",-0.482066618,6.440145893,2.166806357,0.141018827,0.506220428,11,11,"WT","5xFAD","TAG",208462.79407,118405.42767,152991.53217,126776.28887,85290.90682,45438.26351,29632.76256,21915.12154,40223.603,51059.28391,59468.7444,12189193.42907,11949327.30907,15910336.53907,11610228.95907,7219988.93707,10275257.53907,7972803.81507,5733680.69207,4592023.86807,3305904.96407,6833443.77707,13777.94093,85424.0662290909,8872017.25716091
"[TG(58:7)]_FA18:0",-0.480021295,8.11754516,2.148577133,0.142702085,0.506220428,11,11,"WT","5xFAD","TAG",715092.9499,401862.6231,556349.9259,473008.0939,299802.7456,185334.1348,113172.1672,78526.88316,160590.6716,215567.9352,243856.737,28777.26238,79628.28465,69511.26473,80874.4859,54420.44486,75327.52602,88712.5664,50467.32478,51399.16313,46398.86296,75709.54607,19981.6613,313014.987941818,63747.8847163636
"[TG(58:9)]_FA18:0",-0.48044025,7.303108208,2.152287686,0.142357635,0.506220428,11,11,"WT","5xFAD","TAG",383421.98944,245908.19534,291478.30034,244616.83624,157894.25094,93214.02664,61420.98503,47834.62296,80321.0273,96102.26884,127895.26794,23992.80177,81441.74416,72516.48422,70579.20445,33010.58238,68057.04514,36776.10303,11193.70055,10428.10094,11779.62108,26205.48213,18304.90126,166373.433728182,40543.7154409091
"[TG(60:9)]_FA16:0",-0.480039057,6.333411203,2.148592036,0.142700699,0.506220428,11,11,"WT","5xFAD","TAG",187368.69227,121639.50867,131409.42857,111018.80777,75459.28516,36155.18205,24455.92172,28223.02193,33485.44141,38806.40239,53461.82394,43892.28232,122378.28767,111354.94557,130722.23047,83186.60623,108429.10677,128768.11067,77575.42612,80526.20663,79565.06631,116366.94777,14348.50113,76498.5014436364,98433.2015027273
"PG(38:2)",0.487278666,10.66262823,2.169537649,0.140768551,0.506220428,11,11,"WT","5xFAD","PG",2389265.75809,1696266.86909,2385275.10209,1715883.88009,1803245.91009,1616322.93309,1464578.69309,987120.48409,1166937.61109,1666881.97509,1670362.71309,38211.02235,136313.99099,128210.22679,156051.61019,19170.26202,147355.34909,139476.08929,88512.72519,90351.74599,81173.20639,58926.94439,42362.10291,1687467.44809,98523.0156981818
"PI(38:4)",0.485317136,9.203495553,2.152258343,0.142360355,0.506220428,11,11,"WT","5xFAD","PI",469970.43674,932592.69304,1115989.80594,722800.55604,434679.80074,559544.47624,691112.06864,460704.87944,408518.11574,457330.34194,467620.64414,56288.72415,153250.47204,136204.01124,137372.29024,124896.70904,131483.70994,134522.86914,117028.48984,115677.40954,113155.58724,103389.84704,14719.18106,610987.619876364,120297.283586364
"[TG(54:8)]_FA18:0",-0.479528501,8.160490858,2.144166968,0.143112699,0.506476856,11,11,"WT","5xFAD","TAG",651342.43578,475720.57378,529574.86658,504145.89718,318300.41918,190429.28888,120830.92838,93164.08638,149771.42998,195574.53598,255608.91798,895347.37288,725253.55088,599576.84018,806258.40488,571011.43468,719371.85258,718019.95028,630688.38798,641742.96928,412539.17338,1088167.12258,22737.52142,316769.398189091,709816.096325455
"[TG(56:4)]_FA18:0",0.483540736,10.36076685,2.13669445,0.143811475,0.507749478,11,11,"WT","5xFAD","TAG",2056099.91862,1526746.22762,2120142.69162,1051577.31762,1498104.71862,1683748.19962,899689.26902,481187.31352,505385.35702,2049629.26562,1653923.11762,4789114.05562,4082669.50362,4207205.85662,4358793.45262,5210854.11762,9573362.55562,5194275.33662,5172410.52062,4755232.47762,5089455.41262,5127878.48662,17229.58138,1411475.76332,5232841.07052909
"[TG(60:10)]_FA16:1",-0.477394936,6.332024415,2.124977076,0.144914949,0.508050769,11,11,"WT","5xFAD","TAG",173951.59246,131839.70946,137790.50926,114300.86836,72360.08484,34019.58286,25843.00188,31169.68187,33481.70267,40553.96286,52692.52371,396953.73196,411978.30666,315219.46086,402526.93006,221656.61646,375407.63146,242927.25716,122978.08876,115795.50646,117518.64926,239991.07646,13787.16104,77091.2018390909,269359.386869091
"CE(20:4) | 18:3 Stigmasteryl ester",0.482447438,10.80305253,2.127137609,0.144710768,0.508050769,11,11,"WT","5xFAD","CE",3558359.06319,2519836.86919,3028257.00619,1039897.95719,1103640.00519,1569095.24819,1352888.26519,997400.90219,1715702.95119,1524828.30319,2101508.36219,1093773.47219,1243993.85019,848667.18199,1006441.70019,766330.61099,981471.30219,556880.89719,219293.81509,249380.87449,524733.69529,654834.74009,80782.82581,1864674.08482636,740527.467262727
"LPC(22:5)",0.482984664,11.45866578,2.131833758,0.144268074,0.508050769,11,11,"WT","5xFAD","PC",1520458.787,1898497.205,1003037.617,1929168.864,1502873.077,959568.272,727610.478,0,730197.776,1476352.786,1167999.958,4334071.47,2412223.86,4576816.493,3928301.323,5701436.409,3274322.611,4405632.31,3535689.288,4251754.455,3610292.526,3878289.431,1234737.572,1174160.43818182,3991711.83418182
"[TG(52:6)]_FA16:0",-0.475415072,7.397206542,2.107482961,0.146580242,0.511953094,11,11,"WT","5xFAD","TAG",361042.30879,291559.27899,290144.24199,278953.79679,153640.91149,81890.14519,63773.2042,66680.6445,82345.12659,92372.90599,118222.94919,454266.46979,358381.78439,345649.01999,409835.71039,188207.47499,369511.14699,182723.45539,94455.36589,106484.44619,107262.96619,330910.68359,22928.62161,170965.955791818,267971.683980909
"[TG(54:7)]_FA18:0",-0.475253949,8.631622685,2.106108311,0.146712009,0.511953094,11,11,"WT","5xFAD","TAG",740134.87959,807036.27199,611701.62989,900427.19429,446230.61419,284684.28349,186946.35359,113384.44829,221489.13689,282605.95469,405330.14829,44132.96296,168668.39219,156639.16969,217529.79559,26679.76182,197093.17549,178774.70989,121775.88809,109600.16759,112407.24769,75644.4257,21220.98151,454542.810471818,128085.972427273
"[TG(58:8)]_FA18:0",-0.474111576,7.775536584,2.095960375,0.147688883,0.513200194,11,11,"WT","5xFAD","TAG",626532.28965,293211.06155,447354.05135,322900.70355,220252.07475,139584.60825,87940.00555,63227.14424,123764.04815,161199.81125,184074.21415,155742.13105,298415.88195,268886.91825,320618.99875,106687.36705,302240.80295,297973.30155,251188.65985,201990.71295,194342.01445,151184.02915,19029.50145,242730.910221818,231751.892540909
"FA(12:0)",0.478788231,9.233268127,2.095275946,0.147755032,0.513200194,11,11,"WT","5xFAD","FA",532704.1417,571402.6819,287650.2008,489203.7958,400668.3916,240322.798,312458.3427,258144.4796,255400.8983,169536.9937,372698.6471,171275.2734,158426.7567,77137.3036,168764.6944,12279.6212,138382.2704,21019.3807,0,0,0,23772.548,192937.8125,353653.761018182,70096.1680363636
"PG(O-40:6)",-0.472449796,10.03056977,2.081338279,0.149109396,0.516705475,11,11,"WT","5xFAD","PG",2714132.81736,1284831.39336,2407563.41736,2272104.74336,877824.62536,584654.85766,598063.17446,318163.34656,1078775.21636,582082.16126,764120.17576,463619.95746,498137.67936,465136.33086,446571.23246,254751.34036,330003.35786,250107.03686,119931.22896,107465.34676,102379.87026,319994.48426,52171.38364,1225665.08444182,305281.624132727
"PI(34:0)",0.47625903,8.820227082,2.07339517,0.149887522,0.518202358,11,11,"WT","5xFAD","PI",108743.1283,493061.9189,466616.8349,606622.1415,104751.43,96216.4089,361930.2275,286265.7821,341325.3871,10346.5624,41478.044,4270675.1454,3185201.9424,3283392.7514,3866146.3944,4263962.8854,8290310.6034,4174674.1844,4685101.7364,3944529.1434,4203403.2284,4055386.8234,143389.2286,265214.351418182,4383889.53076364
"[TG(54:7)]_FA20:4",-0.468993128,8.584535735,2.050954606,0.152110789,0.521102483,11,11,"WT","5xFAD","TAG",741877.3813,771431.4724,547599.7133,885290.1908,436345.4478,257704.4422,188139.7511,134165.9259,233174.4185,232725.616,391081.7451,683441.6032,597595.1271,479382.6,595657.2264,334708.1026,542039.8785,355537.4612,167082.3724,172447.0111,180182.9131,415852.3298,21094.0016,438139.645854545,411266.056854545
"[TG(56:3)]_FA16:1",-0.468594818,7.329322849,2.047417853,0.152464582,0.521102483,11,11,"WT","5xFAD","TAG",448064.65227,227720.39577,280205.17707,264846.52117,154056.56857,109848.74857,67778.4243,48526.4827,89269.76637,96631.94617,122067.33087,450228.83697,366828.20737,334303.66057,368817.62827,330816.26717,336814.12447,356369.66547,94349.18767,104645.86807,80171.2452,296996.54097,16621.94113,173546.910348182,283667.384745455
"[TG(58:0)]_FA20:0",-0.46929177,8.734429997,2.053572686,0.151849493,0.521102483,11,11,"WT","5xFAD","TAG",1112680.14056,510487.09656,978755.70956,746032.04846,478265.07226,257021.54106,192649.01036,135644.62946,383543.04176,270505.18196,369801.37996,0,0,0,0,0,0,0,0,0,0,0,21557.32144,494125.895632727,0
"[TG(60:12)]_FA18:1",-0.46977939,7.70765804,2.057808926,0.151427773,0.521102483,11,11,"WT","5xFAD","TAG",488284.07218,342810.54538,361528.80248,371328.20518,240558.31668,156525.11348,98940.80648,72187.54521,111861.86688,123413.50838,170720.35218,0,0,0,0,0,0,0,0,0,0,0,16510.48122,230741.739500909,0
"Cer(d14:1(4E)/26:0(2OH))",-0.46834952,7.954703904,2.045303238,0.152676559,0.521102483,11,11,"WT","5xFAD","Cer",338636.54176,389438.50566,350198.54806,408408.60736,475398.29876,179152.43296,88599.30376,98631.46786,104364.04916,140228.41006,214229.89466,1367839.65906,1048757.29306,822120.88486,999470.49406,824588.24906,930961.66516,525927.12266,307352.81896,340591.15096,537067.18076,656406.13996,25092.06194,253389.641823636,760098.423505455
"Cer(d18:1/20:0)",0.472886455,2.998479823,2.042379423,0.152970204,0.521102483,11,11,"WT","5xFAD","Cer",4667.300343,6899.420491,2909.940235,3357.880272,4162.920262,3049.300228,1186.760109,1750.040104,1674.08009,2136.16016,3086.800259,591509.422361,460851.556061,387594.410861,497931.204061,271542.302261,450890.209861,316558.387461,164348.710661,149943.171061,170520.752661,282968.599961,3565.120239,3170.96386845455,340423.520661
"LPC(21:0)",0.472019261,11.41682881,2.037009819,0.153511152,0.521102483,11,11,"WT","5xFAD","PC",1425200.455,1784214.632,925376.608,1804635.298,1405379.348,878186.646,624412.896,0,634974.428,1362737.557,1055549.812,0,0,0,0,0,0,0,0,0,0,0,1243011.84,1081878.88,0
"LPC(22:6)",0.472254375,11.39044221,2.039020988,0.153308288,0.521102483,11,11,"WT","5xFAD","PC",1648894.464,2064643.311,1166743.562,2058102.22,1719840.861,1149353.062,874386.588,105212.426,891715.365,1596097.099,1316197.082,0,0,0,0,0,0,0,0,0,0,0,1036259.466,1326471.45818182,0
"[TG(52:0)]_FA18:1",-0.463365963,7.667552159,2.001972257,0.157094684,0.52140363,11,11,"WT","5xFAD","TAG",375077.08963,362354.18173,326467.86573,425403.97043,180305.49403,115101.40693,78035.80473,64379.22289,101834.60543,121313.92653,160687.01053,5332302.92323,3959065.38823,4151186.21123,4902935.23723,4870569.57323,9772969.32623,5433711.61323,5299956.99723,5212024.42523,4563516.07923,5138997.43723,25317.86177,210087.325326364,5330657.74650273
"[TG(56:2)]_FA18:0",-0.465428331,7.499426952,2.019835427,0.155255968,0.52140363,11,11,"WT","5xFAD","TAG",440180.91057,260467.97767,361136.60427,268564.93817,189925.45617,112191.94897,69179.88477,50915.4234,91603.06597,123556.10707,152418.77047,211179.61477,433880.81857,365474.78827,399203.69257,135025.24847,369623.35147,247274.21827,126048.03047,109018.82557,124207.44717,107747.70597,19416.16153,192740.098863636,238971.249233636
"[TG(58:10)]_FA16:1",-0.466869517,6.671512068,2.032305202,0.153986891,0.52140363,11,11,"WT","5xFAD","TAG",240631.23779,143771.28959,188604.05389,145824.43139,101320.44639,48696.86287,36152.6031,33773.24233,51598.76335,58841.24361,73010.52394,1822169.93579,1350170.81979,1112906.37679,1820254.17079,908631.73529,2132815.79979,939825.93829,479655.54029,537416.43969,564428.36829,1213691.05879,14793.38121,102020.427113636,1171087.83487182
"[TG(60:0)]_FA20:4",-0.463443353,7.032838583,2.002604342,0.1570292,0.52140363,11,11,"WT","5xFAD","TAG",275153.32157,220734.45747,226413.39767,229693.23547,151155.45177,76018.04443,56180.98293,43051.74342,74032.10571,79846.7448,118589.78827,29010.38191,83633.26514,68079.28546,83512.02565,57075.82375,77555.82535,83904.00508,54177.66404,49486.54276,50462.22261,78966.28555,12325.86093,140988.115773636,65078.4843
"Cer(d14:1(4E)/22:1(13Z)(2OH))",-0.465050864,7.792575201,2.016572243,0.155590026,0.52140363,11,11,"WT","5xFAD","Cer",337819.94731,366397.26371,336783.92531,487392.61211,317383.30071,146256.82941,86958.92551,94145.78681,96500.02651,168695.49231,169236.39121,2371353.90671,1939814.43471,2462593.25271,2348350.87771,2196972.63971,2210655.39871,2258836.87071,2146223.55271,2324430.07271,1750414.66071,2174619.54771,18640.50129,237051.863719091,2198569.56498273
"Cer(d18:0/16:0(2OH))",0.469761477,2.832525551,2.015396103,0.155710629,0.52140363,11,11,"WT","5xFAD","Cer",3250.44025,5060.760399,2763.280201,1892.880173,3592.980339,1376.66011,664.92004,1128.780098,1247.980106,1178.060074,2896.880256,178771.633656,226198.918056,184454.107956,89473.145886,70036.866246,216835.714256,58177.184536,95595.986456,102219.387256,51633.863226,50021.304006,3533.820244,2277.60200418182,120310.737412364
"FA(22:4)",0.46895762,9.406169483,2.010896205,0.156173038,0.52140363,11,11,"WT","5xFAD","FA",737746.3393,745098.6385,495108.5364,825865.1045,553103.319,493670.1012,349055.9464,325890.0831,485999.8367,368128.4289,647036.7612,1941295.5273,2163479.6853,2006557.3983,2051798.8583,763391.669,2571435.7993,664933.1096,919583.8113,856599.8379,961140.3723,587200.3429,124764.6277,547882.099563636,1407946.9465
"LPC(22:4)",0.468120109,11.51857677,2.003800071,0.156905409,0.52140363,11,11,"WT","5xFAD","PC",1285713.852,1741289.826,814342.971,1693095.883,1319261.736,760504.125,498829.509,0,516062.509,1244302.418,928719.437,0,0,0,0,0,0,0,0,0,0,0,1463264.702,982011.115090909,0
"LPG(14:1) | PG(14:1)",-0.463540316,1.885044444,1.998729137,0.157431156,0.52140363,11,11,"WT","5xFAD","PG",939.440045,666.34002,1194.400063,6337.240418,7866.420571,619.060017,412.640004,394.060017,583.960038,263.020008,539.720024,121452.829678,19485.261198,63364.603398,895858.740378,971030.012878,21381.861678,80965.324718,721586.221178,12614.880848,11447.980818,119040.748178,1523.680122,1801.48192954545,276202.587722545
"LPI(14:0) | PI(14:0)_2",0.469800323,2.066853399,2.014462126,0.155806476,0.52140363,11,11,"WT","5xFAD","PI",1753.820156,1906.620148,2087.780167,9494.560658,389.600033,1246.620083,1695.280125,2347.28019,2027.940102,521.500012,1567.540089,376347.565088,312041.202388,261893.280788,106404.907988,241516.193088,346477.263488,99272.526488,272086.099988,335718.207688,135645.010488,441979.352588,1504.400112,2276.23106936364,266307.419097091
"PE(44:4)",-0.464269296,6.432034795,2.00967394,0.156298907,0.52140363,11,11,"WT","5xFAD","PE",207879.33357,135191.85037,60594.90412,125083.10697,81742.78527,4217.24006,47089.76354,47268.34362,51644.34374,9427.88058,7767.96048,180437.31107,717717.63617,610466.06427,623889.00567,390682.44807,528222.85907,367023.26877,203572.75257,190119.31197,206392.69587,244779.39817,21153.60163,70718.8647563636,387572.977424545
"[TG(48:0)]_FA18:0",-0.460414809,8.281268806,1.97656226,0.159753034,0.527925591,11,11,"WT","5xFAD","TAG",647176.00232,545624.19862,549313.85932,603653.37192,295764.15872,193287.31512,139307.98632,104843.06832,168683.11302,191061.43132,257352.28102,0,0,0,0,0,0,0,0,0,0,0,29830.46188,336006.071456364,0
"Cer(d18:0/16:0)",0.46404976,4.258707737,1.96869297,0.160586664,0.529511534,11,11,"WT","5xFAD","Cer",17489.301476,23365.741536,13012.020856,13644.300876,19566.181216,14662.440976,9456.160766,7845.340466,15273.901126,11072.500886,10636.220696,215266.077716,238098.836716,199568.875616,96360.684916,58267.524386,227690.017816,66348.425646,106964.207116,99623.208416,47663.203446,65952.084156,4134.400284,14184.0100796364,129254.831449636
"[TG(54:0)]_FA18:1",-0.457694075,7.661921331,1.953233095,0.162238879,0.533783742,11,11,"WT","5xFAD","TAG",450595.55422,336382.84432,351929.75032,368142.24822,198652.53492,121309.48762,78312.405,68274.00562,104966.76622,132064.59042,172553.91342,19412.72153,153395.11062,122764.05072,129444.32982,75489.92502,105475.20692,75420.94517,28311.52136,26854.64094,25276.30141,48557.24318,20824.62158,216653.100027273,73672.90879
"[TG(58:4)]_FA20:4",-0.456898392,8.727842255,1.946479912,0.162966679,0.53383177,11,11,"WT","5xFAD","TAG",1092170.37064,530265.08224,934396.00994,770304.14394,481860.73394,258520.03724,198961.99094,133741.75194,383412.25034,276336.49584,378061.40004,303467.33834,308909.78334,231089.19174,310204.22494,176525.57254,284305.83894,192881.33554,93215.36664,82028.98444,81349.38594,182020.07324,19298.06136,494366.387912727,204181.554149091
"PC(40:4)",0.461512197,11.13048732,1.948127768,0.162788744,0.53383177,11,11,"WT","5xFAD","PC",2277371.7454,1677717.9924,2669947.1154,1415894.1494,2265477.5324,1997280.4054,1466919.9164,0,1071981.6354,1904416.1524,2128097.0304,714929.3394,387956.6308,387206.7282,512242.5751,57631.8305,366485.1457,22622.4843,0,0,0,76813.1869,483245.8126,1715918.51590909,229626.174627273
"[TG(54:2)]_FA16:1",-0.454552614,7.822195872,1.926503139,0.165141527,0.539266854,11,11,"WT","5xFAD","TAG",641023.1687,245368.4766,505017.3951,278992.0768,272985.9791,141232.612,98068.2064,69620.70447,124065.6502,170445.9684,188598.6919,3247228.4575,3697043.9975,3153069.5935,3420690.8805,1352809.6105,2916505.5305,1161069.5505,1467940.9225,1453296.9405,1487615.9325,1172500.8745,19216.1615,248674.448151818,2229979.29913636
"[TG(56:0)]_FA20:0",-0.454327187,9.957211893,1.924637275,0.16534635,0.539266854,11,11,"WT","5xFAD","TAG",2136123.63547,1655552.47047,1734958.74847,2049858.15247,1041015.22447,612688.71287,499313.87707,322153.16807,731809.75647,537932.10667,879687.57017,0,45143.86297,29832.22197,31815.82137,0,24175.52261,0,0,0,0,0,72748.76453,1109190.31115182,11906.1299018182
"[TG(58:9)]_FA16:1",-0.453264084,6.916531486,1.915533656,0.166349865,0.54136032,11,11,"WT","5xFAD","TAG",302215.20262,174329.19382,209019.07462,170982.93192,116110.50982,61295.56413,44907.82376,41034.60386,55978.1049,73933.42604,82740.92652,518517.00262,563638.66032,433897.49352,533875.96392,319689.52032,469046.27462,352640.39812,161748.31222,162655.69132,167689.57202,305016.75812,17404.08098,121140.669273636,362583.240647273
"[TG(58:9)]_FA16:0",-0.45268242,6.667332115,1.910596175,0.16689705,0.541961497,11,11,"WT","5xFAD","TAG",249106.3968,146132.9895,173997.7736,152930.1522,92620.5273,55024.88397,35123.50259,30688.84201,46370.70259,58694.4642,75485.60562,71388.82596,136114.6496,122105.688,141383.9311,44649.7231,148927.6697,134667.6704,99092.7078,92828.4256,93101.8062,69106.34531,15167.181,101470.530943636,104851.585706364
"Cer(d18:0/22:0)",0.456489201,2.842695036,1.904094852,0.16762069,0.541961497,11,11,"WT","5xFAD","Cer",3163.180225,5193.740352,3052.060192,2165.340107,2471.360206,1429.640056,985.960059999999,811.18003,2005.960105,400.880024,1226.720016,523619.169211,441597.989111,333210.325111,447750.036011,305333.802111,398008.471811,478329.529311,342484.881511,300196.200011,290837.034611,520708.837411,3717.940289,2082.36557936364,398370.570565545
"PE(18:4)",-0.452022384,7.053172678,1.905048464,0.167514322,0.541961497,11,11,"WT","5xFAD","PE",258167.73763,209556.67573,131562.92903,237357.09863,114754.66833,30232.94142,66850.34682,54414.84352,82841.66733,17290.44084,36989.40303,489436.12243,467244.35083,349358.82743,454265.52793,317362.18103,431729.64823,486660.21663,342089.02033,303496.76353,282214.12173,567461.09853,30514.74217,112728.977482727,408301.62533
"15:0 Campesteryl ester_simulated | CE(16:0)",0.454898919,10.19116952,1.893174555,0.168844297,0.5434506,11,11,"WT","5xFAD","CE",2155624.74521,1816030.63421,1903550.56821,715110.83461,621466.18771,996394.70321,868561.04831,657931.22981,1096325.20321,925638.56621,1164040.58721,463046.29501,308234.89971,260892.32071,429702.12691,170353.25211,400070.23691,244471.49941,86922.26711,50770.42491,54228.10211,218949.71381,82824.66579,1174606.75526455,244331.01261
"Cer(d18:2/22:0)",0.454720565,3.377137916,1.890280149,0.169170327,0.5434506,11,11,"WT","5xFAD","Cer",5125.860267,5672.680439,4686.960304,7262.820548,9329.600628,6157.360408,1857.440101,2261.200145,2596.520153,3403.580272,5547.960403,209567.394018,238440.158118,187867.317418,102619.868018,62336.684788,229777.755118,68014.326198,107579.388818,98164.046518,50190.244208,62542.903668,4072.640282,4900.18033345455,128827.280626182
"PI(P-42:4)",-0.450437716,6.653034393,1.891676544,0.169012945,0.5434506,11,11,"WT","5xFAD","PI",117428.76782,186449.10842,235719.05662,210928.57122,52862.82299,24955.00195,64102.44366,54280.80365,98522.24772,16693.06101,20172.46168,109154.12822,105584.66842,70523.68448,26739.8017,24896.60177,99625.50512,18685.38126,34710.14265,35390.44243,10771.80071,32036.10264,15141.00098,98374.0315218182,51647.1144909091
"[TG(56:2)]_FA16:0",-0.449016305,7.422435938,1.879811435,0.170355581,0.544127539,11,11,"WT","5xFAD","TAG",494639.87711,251899.41701,283352.36231,295197.90401,156252.79021,125869.44941,80910.24562,50897.80266,99485.30561,98608.64751,135058.46951,774937.61461,714242.24401,517873.92601,688810.83201,474216.81411,605976.78131,706405.18621,523298.91751,459411.77631,407213.02781,897284.84771,15853.28099,188379.297360909,615424.724328182
"[TG(56:4)]_FA16:1",-0.449058547,6.974473905,1.880134341,0.17031888,0.544127539,11,11,"WT","5xFAD","TAG",298067.51858,227904.91768,211494.11348,179992.73248,130043.98838,65812.60414,45692.36323,62941.04506,59720.66433,77903.9846,95389.96638,0,0,0,0,0,0,0,0,0,0,0,13568.36092,132269.445303636,0
"[TG(58:2)]_FA18:1",-0.448509484,8.254137099,1.875601006,0.170834966,0.544127539,11,11,"WT","5xFAD","TAG",689017.94975,509452.99095,561617.59255,587695.89135,334858.98255,203345.03945,159277.11085,98821.08835,234303.83475,180488.29445,262345.97865,0,0,0,0,0,0,0,0,0,0,0,17866.00125,347384.068513636,0
