Sample,WT_injured_1,WT_injured_2,WT_injured_3,WT_injured_4,WT_injured_5,WT_injured_6,WT_healthy_1,WT_healthy_2,WT_healthy_3,WT_healthy_4,WT_healthy_5,Blank-1x
LPG(18:0) | PG(18:0)_2,240984.4802,270504.7673,157502.993,369361.4474,236051.9552,337766.8212,459447.1355,219454.8561,386122.386,287447.9829,273459.9218,249343.6391
LPI(19:0),229026.7397,496975.02,354196.9701,489297.4707,151943.8118,225075.7116,248283.2602,459050.6929,634394.6941,586011.5991,198016.8552,373484.4086
Palmitoylcarnitine | (5Z)-13-carboxytridec-5-enoylcarnitine,1001810.234,1011832.389,813054.7981,1045593.832,1113885.156,1204827.249,1302027.795,1274176.522,1139458.175,1472217.562,1116893.866,152993.031
PC(36:7),3966659.246,3146928.455,917697.5061,1924924.047,4272785.209,3969145.304,4272086.793,2934024.13,4752022.93,2283037.128,3472790.963,41668.50293
PC(36:8),3623814.551,2867735.153,853913.0639,1790479.633,3846990.837,3616138.205,3797918.522,2535950.938,4344341.18,2047889.524,3236294.873,37221.20248
PC(38:0),2992015.872,2229691.486,654171.2705,1531214.192,3084106.482,2975020.172,3038998.75,2228665.798,3352512.677,1811055.064,2665020.738,46307.76361
PC(38:1),2935673.22,2259791.144,695695.3164,1557894.658,3003215.607,2983955.161,3056557.609,2203578.821,3338735.009,1804821.65,2635924.415,47498.62366
PC(38:2),3020784.529,2306738.937,670661.7957,1612049.499,3146805.044,3061553.547,3142748.39,2297062.784,3521964.488,1882802.971,2777408.857,47593.28302
PC(38:6),5293728.931,4029516.617,1173064.009,2687087.847,5553421.494,5137637.662,5820408.963,3900475.533,6346432.998,3149788.397,4478767.996,52991.6236
PC(O-36:0),3963947.675,3082308.113,919060.1482,1960383.086,4246331.474,3932974.257,4330047.515,2949262.316,4888746.286,2296930.87,3506629.019,40779.40289
PC(O-36:1),3662732.211,2876150.2,865097.709,1791023.581,3909931.28,3627829.051,3827468.111,2564393.382,4299379.753,2055828.194,3235541.836,37786.12268
PC(P-40:6),2935414.949,2215921.277,643799.9976,1544820.354,3043368.064,2999208.398,2997811.344,2232842.996,3358179.673,1840532.131,2659615.641,48881.74316
PG(34:4),373168.4063,142238.4304,174290.3309,372989.6675,179544.2935,250643.7378,381844.1844,280433.9977,308830.8012,323977.8081,208302.616,56762.90417
PG(34:5),267663.5981,167343.8928,283402.0002,290761.8801,181148.3518,295753.5569,335138.3214,414444.8286,308175.9408,289167.4618,196309.8539,155749.0108
PG(40:0) | PG(P-42:6),798570.3688,832555.2329,464576.1117,1570955.528,760300.2969,865730.3291,4138629.433,1838963.534,4080286.739,3192870.62,1248097.674,404003.8903
PG(40:0) | PG(P-42:6)_2,726411.9578,743378.6726,406571.3246,1386722.375,680648.9431,772653.5642,3680548.902,1640603.523,3595319.66,2864269.34,1098647.722,344294.1184
PI(40:0),4539432.74,15198004.1,8292976.684,21852816.87,2870474.949,4134748.719,23757022.92,38741307.49,35274694.76,38993169.91,15941658.96,61878.52436
PS(38:3),361914.9105,345344.2675,238815.8588,258964.0776,516569.6494,545257.5627,550701.1951,280421.3407,541261.9636,301599.6583,560319.5145,40466.62286
SM(d16:1/22:1),3452249.548,2758092.834,792132.9386,1748047.779,3822360.735,3521076.635,3687437.439,2528020.181,4278619.094,2036138.576,3313297.586,32903.64224
SM(d18:0/24:0),2918994.464,2259884.9,665683.033,1539847.341,2969249.156,2977988.402,3016568.813,2218595.339,3345456.89,1793707.439,2649839.396,49763.74338
SM(d18:1/24:0),2921876.29,2209109.483,668851.7022,1554487.492,3042365.219,2965207.044,3006013.923,2212241.706,3444565.302,1831370.369,2661876.637,47710.18414
[TG(48:2)]_FA18:0,415545.9335,265338.0367,264150.4205,279391.4028,373699.6454,515894.9971,1032897.248,1492521.991,862544.7587,1437531.075,593076.0667,19089.68135
PG(38:3),350135.8206,300390.5435,232989.0994,232875.1984,457065.7534,459814.0938,547808.8033,283020.2979,479435.9961,262099.8587,471399.1478,34165.06238
"(7Z,10Z)-hexadecadienoylcarnitine",875553.408,875817.8896,712716.2937,881094.5469,987459.4456,1058898.524,1114638.092,1080488.722,994361.0493,1286415.774,1079671.99,148019.6711
[TG(48:1)]_FA18:0,303944.5195,159109.0915,157787.4882,260031.4156,289054.8568,306307.8853,756288.8019,812438.3688,667203.101,970220.5902,404890.7296,19568.48143
[TG(48:2)]_FA18:1,307258.7214,167711.2136,164985.0724,264350.2183,295916.8394,324985.7827,772978.4824,814233.0167,706964.1053,1005753.85,421753.3238,18222.22109
[TG(52:0)]_FA16:0,226501.9545,193214.4934,161193.3696,212029.6542,244217.0569,352743.8488,849462.2483,635029.1272,655669.4417,953185.5283,398896.8908,59264.84381
[TG(52:1)]_FA16:1,222002.0337,192137.9934,163505.271,212291.6756,244528.5377,351096.2045,817114.5342,607793.146,631381.4841,973963.8725,391935.1682,61931.44418
[TG(52:2)]_FA18:0,356292.2795,242587.0759,161869.5512,246398.8383,347531.226,465511.898,922916.2537,1152731.82,749209.6478,1153975.871,553656.512,29991.12196
[TG(52:2)]_FA20:0,163687.0702,121584.1069,129770.8491,157237.0923,162891.1714,229426.3769,585844.638,535426.2997,445434.8605,602321.3162,266181.9978,54082.54413
[TG(52:3)]_FA18:0,243138.4191,169413.651,115782.6874,193338.7113,240173.2584,344801.1412,685847.6313,754709.9612,543297.3989,797245.5334,406808.3459,18849.56136
[TG(52:3)]_FA18:1,364015.61,261718.3777,175945.2539,263117.5609,355034.3069,470254.91,938281.7466,1147669.976,758229.7231,1136539.555,561850.9664,37349.22244
[TG(52:4)]_FA18:0,124505.0495,89153.64615,80289.84607,128678.1507,137247.8502,173118.813,478107.0892,354644.1666,376951.2233,380075.0877,210659.9164,45878.60268
[TG(52:4)]_FA18:1,245156.1613,169056.0327,118558.2883,187641.9937,238145.1362,339641.7476,667182.0105,742543.6168,527902.8562,764260.3889,409592.7501,20782.06145
[TG(52:5)]_FA18:1,120191.9893,90069.12595,76521.22548,124708.8277,134111.6501,162903.5122,478816.4357,339014.6047,377488.8674,371343.944,211471.5357,48562.94398
[TG(52:6)]_FA20:4,504394.2575,369892.1455,259142.7326,395525.8287,480913.15,681055.7063,1305236.515,1702856.291,1028119.479,1811660.914,786420.7908,34597.9223
[TG(56:0)]_FA16:1,371696.249,273180.3403,154606.672,395551.3931,321575.3897,424008.6869,1249833.202,928882.6325,1072332.757,1058054.03,584933.3206,17882.58133
[TG(56:1)]_FA16:0,183744.6341,139340.7121,96040.64691,198839.3147,186076.2128,239866.6775,698522.0731,462998.5732,554961.1233,533184.4792,318601.5218,18662.7614
[TG(56:1)]_FA18:0,165936.2529,111116.8657,79386.64502,168197.9523,190941.9505,233993.4187,741033.1431,325401.7839,579838.4417,379016.9039,311024.4433,18079.84123
[TG(56:2)]_FA16:1,136360.5078,101451.0862,66739.80466,134501.8116,141733.5319,164556.3533,525116.5169,314124.4219,419234.4875,354721.486,229712.3372,19141.86128
[TG(58:0)]_FA16:0,68878.24437,57372.5441,42453.12271,70903.66565,77557.76489,93098.64536,300984.8416,186549.4949,212164.6144,214987.6741,121884.2083,14726.421
[TG(58:0)]_FA18:0,11053621.28,8382905.44,4281136.48,11480242.65,9308369.296,11878286.85,32523041.41,29914885.3,29333780.7,31522156.17,17470448.73,62522.96513
[TG(58:1)]_FA18:1,9398261.877,7583868.603,4196584.922,10837407.87,7733840.065,10536032.68,28330565.09,25960805.82,25545461.52,27868091.13,14758587.34,39814.78287
[TG(58:10)]_FA16:0,73532.92484,54039.98367,43923.96292,66092.16487,81903.90536,95114.24796,301540.963,200906.8953,215690.2752,184621.4729,122179.7473,14022.3409
[TG(58:2)]_FA18:2,9387418.774,7437035.656,4092352.328,10647756.46,7564509.045,10474714.98,28019655.45,25483385.77,24680886.2,27247654.9,14300916.9,34402.92221
[TG(58:3)]_FA16:0,104572.9679,76481.10432,59268.72498,110435.5881,89379.00604,113646.8281,533300.9713,232969.8997,268029.7568,250888.9185,136874.0098,28311.14188
[TG(58:4)]_FA16:1,94726.92706,65011.02347,57281.04465,91608.90692,86175.86554,104580.2863,450049.4351,211813.7365,252165.5976,218683.0533,123893.4704,28959.76199
[TG(58:5)]_FA16:0,68404.58505,52167.74407,40813.42288,67576.98477,78581.2261,98058.00693,317765.8602,175336.4733,234775.255,178382.3126,122537.7278,17180.2413
[TG(58:5)]_FA16:1,62251.1243,47795.52377,36052.28235,59495.56393,70732.56584,84745.78586,269408.0769,153254.3112,201339.4334,165014.4925,107509.9674,14173.82101
[TG(58:7)]_FA16:0,93054.26614,70246.7247,56801.34387,92774.56726,103242.9266,124374.7674,387323.2881,232056.4572,278876.0978,296741.4005,171726.951,18226.68144
[TG(58:8)]_FA16:1,95050.26566,71715.10568,59091.72406,93610.84474,104228.7283,125274.77,402548.7861,245775.8981,279147.2995,296100.0986,167137.1903,19857.68134
[TG(60:0)]_FA16:0,49357.32332,35842.22243,31475.78223,49170.98271,55636.06376,71079.66513,207074.9548,137075.0698,147575.0298,139438.3498,92117.60672,10925.78074
[TG(60:0)]_FA16:1,46296.8036,34292.76237,28997.0219,48387.70436,53053.28372,64105.90448,209174.2356,122776.8491,149612.0307,132813.1904,82856.08629,10414.22076
[TG(60:0)]_FA18:0,158370.5319,93217.68703,64155.02505,108284.5292,114980.9875,143901.6292,534126.9845,309398.4828,338915.5843,354784.3227,186988.1713,10897.16071
[TG(60:1)]_FA16:1,51268.44353,36883.16245,33773.56261,50808.08394,54226.4032,66539.34462,216708.6334,140060.008,152941.2108,140582.169,91066.84639,11553.60086
[TG(60:1)]_FA18:2,59382.88426,52783.08423,45971.44282,62884.38362,66102.00409,91281.8873,276336.3385,164381.6715,190008.0131,197760.913,108488.2478,15146.3811
[TG(60:1)]_FA20:0,166945.314,134010.2514,88418.10814,224840.4977,168248.7926,221957.2563,708529.1961,348508.6115,654499.3574,485886.9562,286587.8642,20744.52139
[TG(60:1)]_FA20:4,163418.6134,114199.8491,85363.84567,156379.3916,147238.7305,204739.3346,590366.0417,397486.8097,478747.715,420746.8524,258345.577,12311.1209
[TG(60:11)]_FA16:1,51938.94376,36751.22266,35634.04224,46480.60315,56952.80322,70588.82516,220714.077,141824.7888,157441.211,131108.1892,88015.56665,11210.90076
[TG(60:12)]_FA16:0,58535.50378,42828.30299,35031.86255,61290.22411,65305.86508,80822.50539,262745.4,154455.5305,191662.5956,168854.7699,101471.1471,13434.16087
[TG(60:12)]_FA18:0,114738.2896,78208.12515,55394.02368,108569.4076,115799.9861,156589.5697,449607.8708,264771.6997,346678.3664,291134.2368,195371.0353,14059.18103
[TG(60:3)]_FA18:0,273352.7804,173476.1124,101273.2071,223541.8306,173522.4723,228097.7146,1045694.101,478873.9014,605966.5034,580672.8411,280159.2817,26903.16183
[TG(60:6)]_FA16:0,56903.42358,40745.08237,32351.00258,55184.56367,64648.64467,70062.00508,230013.2543,143725.7289,168585.6906,150586.2509,98229.32741,13776.6209
[TG(60:6)]_FA16:1,51284.54322,40672.00247,32036.0625,49834.26276,57402.56308,71405.32538,224359.8163,135193.3311,161822.7115,141383.3308,89836.9061,12522.36096
[TG(60:7)]_FA16:1,52345.26311,39745.32288,34873.90257,54390.76424,62887.32462,74796.44525,235182.3166,142967.3694,173700.5328,154423.1107,95253.4072,10640.26071
[TG(60:7)]_FA18:0,113203.987,78038.88507,59736.28391,102545.1074,112027.6075,137130.2875,406281.0908,270518.1979,299063.0187,301107.0606,191875.0138,14958.26115
[TG(60:8)]_FA16:0,52658.74438,40242.78275,32175.8423,49778.44324,52908.9035,66107.60391,211197.1934,128346.5489,152915.1101,141248.8303,94922.84653,12353.06087
[TG(60:9)]_FA16:1,52332.26407,37842.86264,33152.98254,52664.38399,52901.38371,68319.02477,214573.1349,124718.388,159314.9921,141248.0491,88968.28604,12058.18085
[TG(60:9)]_FA20:4,221474.7168,183166.6147,132668.9696,264745.0233,192157.8346,332913.0633,782069.0565,712262.055,675815.2322,746715.647,371218.0107,24504.10182
20:0 Campesteryl ester,1453715.048,1301071.357,1003576.656,1640341.306,1485507.479,1647538.02,3150041.27,1934160.171,2756263.454,783134.5488,921191.6958,117365.7884
20:1 Campesteryl ester,1482835.119,1326422.384,998638.113,1618198.529,1499049.928,1677135.395,3151898.747,1934451.715,2746248.225,955419.1119,876076.1404,107014.4071
20:3 Campesteryl ester,1483640.615,1346810.877,1022976.568,1613130.355,1481498.937,1647135.117,3186958.637,2000263.378,2770194.725,825778.3897,922979.9345,103799.047
CE(14:0),216050.854,199976.6729,215724.4577,242793.9382,215567.5574,250779.658,483184.1338,352738.6251,402353.0107,115021.1275,144252.4292,33731.72247
CE(22:5),1446577.999,1327634.832,1011509.115,1612453.884,1488166.549,1629442.035,3030470.368,1908633.113,2647383.708,789784.7694,885676.8006,114990.6285
CE(22:6),1466869.252,1331848.482,1026438.645,1618835.217,1467189.503,1643677.644,3112762.503,1907218.343,2743999.82,835427.1934,903051.3643,116655.2083
Cer(d18:0/20:0(2OH)),4968.420341,4043.000305,4368.600288,5077.460369,4594.520325,5272.500366,6627.820503,7423.300514,5937.940422,4512.840355,6054.280422,3783.120266
Cer(d18:0/20:0),4766.22036,4064.920269,4314.180294,4316.160286,4198.760303,4749.560371,5211.020313,7031.200485,5057.720337,4768.860367,5928.920376,3553.860245
Cer(d18:0/22:0(2OH)),4816.360367,4186.040268,5108.600327,4484.560341,4233.080288,4746.320309,5363.280354,7844.740513,5265.940392,5535.100403,5458.02037,3723.940262
Cer(d18:0/24:0),6009.200439,4686.520302,5283.860374,5690.220402,4669.180374,5999.500416,6788.820469,9897.760654,4801.840355,6753.500446,6139.400417,3560.520267
Cer(d18:1/12:0),4777.620365,4941.200359,4986.540371,4968.780354,4895.480347,5431.880402,7047.420532,7736.500553,5853.420422,4666.560333,6609.400459,3502.60025
Cer(d18:1/26:1(17Z)),5521.380352,5379.62038,6099.400482,5999.92041,5641.580418,7417.560528,7048.300495,9380.400604,7244.520515,7705.060513,7089.660572,3691.480278
Cer(d18:2/14:0),5374.780373,4583.580299,4218.280304,4496.30032,4716.480358,5099.200363,5950.480392,6302.020428,4793.880322,5322.940399,7472.080475,3615.840267
Cer(t18:0/16:0(2OH)),9846.400837,7614.640621,7721.940491,5929.720444,16895.98119,11146.62083,9114.800674,7234.480511,18293.06121,9322.280643,15268.82104,3632.020252
Cer(t18:0/20:0(2OH)),7018.660511,4055.180298,4319.520302,4774.300369,5926.420403,5515.620415,7180.220482,6439.480453,5296.620373,5718.460403,7387.200478,3679.140259
Cer(t18:0/22:0(2OH)),5578.040386,4453.920311,4277.800301,5118.400345,4416.08033,5187.240368,6808.300442,6026.360405,5066.840359,5957.460423,6071.120445,3512.600246
Cer(t18:0/24:0(2OH)),8099.780643,6757.480488,4759.780342,6624.520485,5866.380417,6467.460415,8356.560562,7779.720566,7380.100456,9029.500561,8763.400658,3548.180241
CerP(d18:1/22:0),5398.080376,4367.4203,5262.860386,5260.580383,4636.500313,4984.620342,5769.580391,8423.560562,5368.620354,5426.280415,6469.040424,4026.920296
CerP(d18:1/8:0),4603.9203,4711.90036,4446.240299,4452.060314,4352.820274,4416.560314,5703.680389,6296.520409,6267.080467,4890.740349,6090.540413,3514.960247
Cholesteryl nitrolinoleate,1451576.48,1321585.788,1004468.927,1620032.261,1488006.248,1665276.349,3118859.413,1932838.3,2767624.451,810911.4113,952404.7488,106358.9676
FA(12:1),369004.2051,424920.808,412329.4279,373671.227,329751.7641,583100.8431,513077.4573,602155.9633,372567.2653,567265.0387,524384.2371,177952.5332
FA(17:1),499107.1583,665660.765,1070197.303,839501.0829,656352.0078,714101.8266,1099657.733,2147655.384,450394.2327,861447.465,579743.8011,172610.3324
lanosteryl oleate | 20:2 Campesteryl ester,1448784.686,1304406.449,1001790.665,1609896.503,1472937.706,1643996.31,3138225.284,1906828.432,2753713.794,824782.0011,968815.472,105412.0477
LPE(18:3),80399.88668,122280.7483,97835.3269,149237.7499,67388.84406,122029.9072,475470.8989,350976.3273,237158.2964,402810.713,214336.2135,25971.14197
LPG(14:0),1716.84013,1713.980122,1620.820107,1588.520115,1680.260105,1793.520096,2163.280163,2093.180161,2203.920155,2457.16016,2052.10014,1538.660114
LPG(18:0) | PG(18:0),233936.357,264448.7817,163362.533,374081.8249,229486.3376,328916.158,460344.3684,222136.7781,400453.5496,286690.5406,278937.3159,256118.9769
LPG(20:5) | PG(20:5)_2,76176.44507,67716.62476,79091.44501,85221.70599,75917.82581,87572.14722,125400.2295,109325.4069,96857.94574,108747.7878,82810.50543,52225.88373
LPI(18:3) | PI(18:3),116756.4662,231217.9787,149308.6893,224910.237,85463.36492,87516.30565,155629.9308,214615.0783,246102.178,269297.6182,101920.4271,24722.20149
LPI(18:3) | PI(18:3)_2,117874.5064,225266.717,146855.5697,211688.2937,85511.86475,99983.20712,169101.0112,219345.0134,251463.3151,277607.298,98647.70774,25615.88174
LPS(12:0) | PS(12:0)_2,54492.60446,28270.24221,45009.08344,54440.58345,21882.38121,41427.48301,99086.04723,113849.0266,30433.24246,26730.74222,10360.16093,11291.92084
LPS(14:0),1917.480133,2193.800159,2323.360168,2072.100132,2050.400139,2377.940166,2411.7402,2427.400162,3062.2202,3755.760265,2554.780209,1648.120121
O-(13-carboxytridecanoyl)carnitine,1147155.506,1036966.475,901662.4818,1106869.473,1241683.352,1246087.181,1416056.594,1531802.437,1303397.835,1586362.503,1309095.474,148203.6897
O-palmitoleoylcarnitine | trans-Hexadec-2-enoyl carnitine,980346.4486,920772.7703,744025.3511,966973.6465,1018722.443,1109362.911,1160456.52,1221715.895,1100129.718,1433506.93,1066111.337,147515.6512
PC(34:0),3171832.744,2477021.501,712100.3649,1564165.414,3370390.699,3217459.758,3412272.113,2316965.524,3831806.577,1848333.737,3103933.51,35068.68243
PC(34:1),3090361.447,2411189.076,718289.1857,1566779.552,3346560.354,3168820.831,3356473.464,2232294.992,3874880.126,1816527.266,3046089.52,32350.02237
PC(34:2),3046965.009,2423174.874,717388.948,1547010.259,3303730.484,3133785.026,3283868.404,2238602.074,3865663.842,1801434.29,3077183.534,32992.38232
PC(36:4),5871405.304,4564536.533,1349860.692,2911549.907,6200443.826,5874787.124,6490797.688,4231540.995,7562902.114,3383237.037,5607533.167,45916.02332
PC(36:5),5629292.476,4166112.971,1248822.536,2697106.017,5796766.242,5488259.391,6336148.4,4064099.887,7164140.032,3351361.046,5154311.179,47576.38324
PC(36:6),4633737.156,3534661.324,1096987.469,2261754.864,4869907.774,4447913.605,5206916.737,3437297.54,5763961.595,2824609.495,4065790.831,45957.18323
PC(38:7),4624751.686,3394504.075,1043733.313,2332611.161,4824725.192,4401722.087,5221588.732,3533076.065,5738521.667,2930173.532,3757821.692,53051.94336
PC(38:8),4005719.989,2988250.445,927825.7032,1962407.195,4184358.563,3696890.577,4711638.727,3274253.027,5018410.587,2672175.992,3212764.473,52666.08325
PC(40:10),2737490.849,2076231.083,573820.0663,1475207.331,2813032.89,2802506.449,2945705.068,2158563.916,3288660.063,1726701.223,2655875.152,35397.58264
PC(O-36:2),2989765.796,2338834.524,687130.2514,1481379.245,3178805.419,3107674.313,3369846.122,2177112.031,3778304.097,1770379.148,2950797.919,37861.30249
PC(O-36:3),3046962.641,2426638.536,685566.8362,1567703.486,3304322.691,3165415.225,3436441.875,2254428.723,3866080.545,1848740.844,3079532.66,36524.70227
PC(O-36:4),3346297.79,2715573.116,773741.2485,1677818.422,3631748.899,3453321.766,3616643.065,2425201.381,4177803.719,2006869.87,3263267.977,40997.84296
PC(O-36:5),3339110.592,2591614.066,757661.4064,1653201.557,3565773.512,3380768.309,3591358.788,2403889.57,4111731.223,2006440.812,3193905.11,37368.78271
PC(O-38:0),4736236.396,3507070.156,1004095.991,2331439.488,4929344.71,4415949.736,5289703.172,3577677.397,5635289.271,2909522.834,3844515.694,49674.60309
PC(O-38:1),4039603.618,2979796.349,898538.895,1976313.585,4159882.363,3692309.726,4780418.927,3243295.377,5003081.2,2649150.751,3227990.291,48770.76355
PC(O-40:2),2585402.221,1957894.107,568465.8611,1358332.036,2680688.607,2723579.548,2859765.493,2040389.377,3108231.398,1673861.999,2605250.262,28992.68208
