Sample,cKO_injured_1,cKO_injured_2,cKO_injured_3,cKO_injured_4,cKO_injured_5,cKO_healthy_1,cKO_healthy_2,cKO_healthy_3,cKO_healthy_4,cKO_healthy_5,cKO_healthy_6,Blank-1x
LPS(22:0 | PS(22:0)_2,233103.3563,180801.5714,171938.9524,164622.5927,302899.1256,305784.0182,254547.2174,214935.8174,277318.0811,186083.354,326791.1575,83625.06531
[TG(60:4)]_FA16:1,111362.7491,56425.36356,62438.08374,49355.84286,139961.8698,165442.9121,156589.3904,118559.4677,152868.7717,106556.1678,135574.1894,11775.98074
Cer(t18:0/22:0(2OH)),11098.70081,4527.480289,5141.62038,4231.340298,6566.480495,7173.120525,5806.520405,5522.460381,5411.860378,12065.32094,6261.800457,3512.600246
LPS(20:4) | PS(20:4),159214.2508,106649.2095,96913.72687,96155.10583,128631.9678,220929.0182,235663.4158,174308.4092,239379.7781,130660.0278,230840.6382,35198.2627
PC(42:0),208233.2935,146565.009,139639.2911,142469.4299,183382.0934,123610.2094,224972.8774,238830.9001,237456.8982,164021.0514,226833.5962,62771.104
PE(P-34:4),107342.387,86154.44611,78604.16602,74951.98486,35098.5424,45574.18329,129940.349,109465.6682,127331.2692,39507.92224,156418.4694,24321.92171
PG(O-36:0),387330.2446,250686.6371,249030.3353,236975.7162,383939.0283,462399.6093,395529.8713,281402.7195,404252.5864,294048.0455,391674.686,37579.24277
PI(O-32:0),121779.0891,350975.106,294330.3813,184403.553,154782.2899,704595.8286,471479.6157,555294.8396,144195.61,125932.11,536449.5222,65905.72479
PI(O-42:0),52017.76436,94604.48706,82710.24658,46907.96376,69288.56417,195232.7337,153563.0714,134357.6091,67077.46497,51773.52361,162639.3521,14549.86095
PS(26:1),870492.0393,640271.4089,518643.2698,468782.4575,966917.5371,952766.9119,939887.0776,708363.8511,929699.8728,654880.7654,881206.7312,99753.52759
PE(30:3),170892.0718,105298.5075,99477.52679,119184.6697,42384.64287,196881.0338,219764.0574,170330.4922,276079.959,54282.96378,285235.7395,20685.02136
PE(32:3),251885.6176,167005.9713,146241.9912,163102.371,60703.22426,165895.7507,340319.1255,308378.42,397870.1653,92268.02643,442439.9182,38328.24257
[TG(58:5)]_FA16:0,157008.2105,82014.92661,88473.12595,65397.86487,228232.1127,246133.5165,233407.2775,168381.3531,229807.5569,146064.4684,209383.8554,17180.2413
LPI(18:3) | PI(18:3)_2,119010.9665,225353.3344,229013.9575,93858.48636,203829.1755,282104.4442,294462.2626,250564.6426,126487.2902,119101.27,287523.8786,25615.88174
LPI(22:6) | PI(22:6),80506.06599,151314.1484,229602.1573,76711.52509,59947.06436,313522.1646,323544.2549,293572.2621,97791.44819,59032.70392,294949.24,32718.98207
[TG(58:10)]_FA20:4,455177.0572,251191.9996,238367.8789,247784.66,538440.5934,591210.9459,705526.8152,525551.713,649771.9229,431422.1233,579599.9968,20603.78143
PE(21:0),93353.96613,70358.56525,66107.60388,73746.14484,40008.62286,61331.06427,111100.7867,103666.1877,113103.1274,44166.66312,108391.1076,23415.54179
(11Z)-eicoseneoylcarnitine,1385807.142,1307461.673,1112698.895,1296922.058,1170394.559,1499141.073,1159558.785,1202099.12,1561939.18,1278446.306,2960353.279,285046.4787
LPS(17:1) | PS(P-18:0),574698.1536,406786.2543,346449.6834,283141.1765,555984.9804,612701.2515,604485.5925,457764.5725,575855.0348,413507.3124,518304.6931,46546.18359
PE(42:0),137838.3097,102096.6869,97429.8465,97243.14648,79321.88522,89080.74692,156865.8515,148002.0081,170773.9526,55600.58356,186104.0319,23143.04149
PI(O-42:1),40699.54298,79858.00555,77014.44617,36522.16257,65719.14516,155930.452,149189.1506,119907.6489,48640.08374,48627.30296,135202.7685,14856.64111
PS(38:9),536462.2007,432782.7455,366400.2455,370639.4279,609289.7238,653587.3937,617308.5066,556709.7385,626359.8846,447467.7683,538996.0162,54494.30399
[TG(58:6)]_FA16:1,153313.4128,79988.74609,89477.82635,72323.20483,220085.8981,242060.9565,226230.038,168021.5517,219227.7573,153841.8924,210458.5353,17059.84119
LPI(17:1) | PI(P-18:0)_3,254366.34,438319.7715,322187.6023,148350.9083,213531.8773,629043.5089,661600.4723,496886.6813,324613.4963,213723.3577,698165.0457,30632.46208
PE(42:7),172397.9904,125861.8698,113342.2883,120861.368,91097.78615,99208.98691,202903.3552,177286.4336,223773.8343,60193.48453,221149.833,30476.16199
PE(44:2),104350.5462,71771.30576,73630.88617,73673.86557,54031.38387,54948.44355,123445.568,108613.7691,124845.829,48467.12341,129560.3097,20799.30149
LPE(20:0),243897.8173,176064.5543,178134.7498,177935.4733,113723.2495,170943.7527,281939.7358,344051.5013,279277.8179,94395.62616,226477.8023,20561.24158
22:1 Stigmasteryl ester | 22:2 Sitosteryl ester,1374862.727,1245174.431,1817500.933,1173473.288,1845982.477,3794284.665,2604869.397,2143438.368,3483556.355,1182742.156,2987162.623,59661.04486
[TG(60:2)]_FA16:1,102617.1277,55359.08418,55030.1037,45398.06322,144015.6502,159783.9502,144119.4296,109526.4079,147195.8504,95019.28711,141360.9893,10794.94072
PE(30:4),94901.64682,68811.04413,62036.724,78129.62546,32081.62272,51635.92383,117072.8681,99870.44775,124698.0104,27649.46216,122687.4292,21546.34146
22:3 Stigmasteryl ester,1338237.842,1156961.015,1715850.045,1091655.073,1770407.617,3538824.912,2437344.055,1914662.703,3263354.668,1201693.105,2904160.38,29448.98209
PE(20:4),176253.7316,129489.7095,125052.29,136085.4712,70081.48479,121146.8673,194224.1546,183560.2751,217273.8389,70883.00497,230161.4349,47544.60318
[TG(58:10)]_FA18:1,154641.812,88044.0062,85678.58594,91888.34744,192859.1921,231163.3166,233508.3363,189384.0132,242227.9559,132728.2097,212649.2148,21829.3414
[TG(58:9)]_FA16:0,141497.8311,74079.84449,79204.82523,70061.92563,174363.8127,204369.2562,207468.0742,148092.9694,196723.0553,132155.4896,186062.9726,15167.181
LPS(22:2) | PS(22:2)_2,269917.0715,162339.2498,142870.8494,142093.0706,225366.3936,368715.2902,366556.6625,276134.6399,350417.8634,209725.9542,357071.4025,43742.68323
PG(40:10),206988.7744,140171.6108,144239.1294,126772.0693,278499.5219,254456.6782,230225.7157,177626.4714,248736.9376,185632.3719,218722.1351,36700.1427
[TG(58:7)]_FA18:2,258015.2187,146314.3712,150627.1709,145076.3282,308397.6984,362724.0258,395275.231,320156.0601,373226.4087,238513.2745,337743.6464,24387.84163
PG(34:0),322815.9425,201518.253,192366.8955,192858.8705,311021.5999,408666.6101,289377.4375,223693.9188,336908.4844,238466.0762,320486.0018,42991.88336
[TG(56:4)]_FA16:1,170185.2122,84828.44516,91826.74673,73612.38461,224661.5139,246963.9164,240044.1974,177956.2326,234379.4342,153655.5307,217530.9348,13568.36092
[TG(48:3)]_FA16:1,181759.5146,130198.8685,122883.9693,112921.8885,219457.3946,355101.0024,257315.6166,234232.8767,298964.4845,172996.812,246140.8755,35569.52261
LPS(22:0 | PS(22:0),235574.6381,195566.536,176802.7117,170083.5118,296083.619,309150.2996,267493.3613,222340.2936,285706.8577,198397.8728,339780.4808,85588.80591
[TG(54:0)]_FA20:4,980871.5154,528481.2512,551826.1439,578536.4124,1224708.884,1584865.296,1173612.771,981744.1932,1492069.077,846625.5327,1712800.912,17965.96127
LPC(13:0),150667.97,84337.50629,83471.44653,86677.82654,96636.26501,56257.46426,231099.9955,189057.7941,203756.2561,141177.3511,193326.9736,24540.24199
[TG(60:9)]_FA18:1,131387.411,80125.54605,78279.92575,83617.88559,175000.1912,211705.2728,202336.4941,173216.1332,212463.1125,121101.147,184606.9337,19074.62152
PI(38:1),94577.80739,194741.4131,193248.5145,68078.60522,195150.5329,325434.9045,252609.3986,193177.7529,89458.98697,84586.26599,238090.0555,13749.34095
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",1940554.444,1498702.867,1509876.707,1640031.748,2052745.105,2002974.827,1913919.236,1748927.396,1901714.705,2106989.88,3335229.402,168484.0325
[TG(54:2)]_FA20:4,217272.3159,119721.3092,108714.6277,112179.667,227629.1153,289791.14,313669.164,236811.6552,302078.3027,166192.7123,269742.0967,17421.10124
PG(32:1),290673.0233,215463.857,192367.9498,189776.6707,296575.9988,372794.4427,304008.1055,251815.1176,327915.9821,226736.6943,304999.5434,39124.00281
PE(O-42:0),159561.3112,123567.2092,103257.0689,110764.3076,87353.58609,105040.5275,188969.8553,167746.113,197522.4168,66447.32439,201829.6353,29789.42193
Cer(d18:0/16:0(2OH)),8663.240585,4350.360332,4815.680386,4234.940304,7028.660446,7139.540573,6734.520435,5816.340351,6804.960476,8343.32061,6831.600483,3533.820244
PI(P-36:5),101223.7066,252680.4565,229206.3157,115240.8473,113623.2081,416465.1482,379356.1511,358553.9841,99685.56726,155438.8113,379345.9275,75719.76501
Arachidyl carnitine | O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine,1469895.634,1372942.096,1205774.04,1315200.074,1195425.758,1703905.094,1265450.182,1334843.592,1574963.123,1305729.017,3068660.701,292378.0401
LPE(18:4),188501.1908,123805.9495,122255.4889,126903.9291,86973.80756,155908.2487,278304.5822,291860.0836,285311.1962,107734.9891,255658.255,36153.88257
[TG(56:1)]_FA20:4,209045.3344,115846.107,114696.6676,111188.4489,226927.7557,290468.162,302848.1227,239055.4747,289197.8651,181507.5344,248718.1185,18814.80125
[TG(58:3)]_FA16:1,114379.8096,63324.66534,71375.74484,56201.00427,162131.8714,177203.393,178100.154,125370.4086,169897.2507,111152.6874,161025.3911,13777.94093
PG(24:1),680737.5406,503349.7976,419836.0111,375739.2181,758939.1882,777055.7378,752497.7347,564099.9061,754656.2236,543027.4988,692145.7729,67775.62488
PI(34:1),180641.8534,406909.1108,338012.4626,185811.3734,200743.697,1158307.73,433400.71,476188.4377,157052.5521,172925.0737,512859.0493,204035.6396
PS(O-34:1),271001.5404,194837.791,161577.572,167710.9926,274219.3586,335409.4418,267010.3404,217734.0965,302648.2232,194240.8931,299807.3993,37481.50232
(9Z)-3-hydroxyoctadecenoylcarnitine,4887687.394,4183498.298,3858002.088,4239605.551,5193424.255,5198610.056,4968568.333,4314156.848,4576701.091,5939488.359,8748329.256,341258.0603
Cer(d18:1/24:1(15Z)),9753.680668,4623.26033,4598.460323,4189.820309,7180.860451,9298.120686,6902.940525,6525.100471,6360.180408,8409.680595,5796.720409,3519.160255
FA(12:1),488290.3934,307401.6023,429770.2296,498149.1561,377600.2468,560132.2786,443318.0705,605230.8247,511127.4341,513446.6745,601778.2382,177952.5332
FA(24:6),3935161.329,1765865.7,2266273.675,2317114.178,2625896.187,5622574.145,4771434.542,3851424.755,5317946.359,3033186.606,3699648.01,410689.5666
PE(20:0),238358.0786,186015.8537,190073.4496,192503.4124,141268.4104,194202.9773,307439.684,361748.9577,310207.7231,105765.4466,234360.4179,19247.7813
PE(42:11),141919.6299,109969.2476,105655.7083,109377.3483,85765.90549,98756.26566,183590.8122,174458.4331,182859.9332,62582.82452,181256.0732,26183.70171
PG(O-38:3),515608.1012,416860.3635,382840.738,373301.8433,583808.1029,662264.0195,601271.8996,594314.1257,620985.6997,461500.6111,495570.4955,38120.64276
CE(22:1) | 20:0 Stigmasteryl ester | 20:1 Sitosteryl ester,493171.5726,689834.5113,654653.2816,602008.1031,523501.0127,1276962.94,1271805.094,1121099.416,1251449.359,451082.5295,1129933.354,28412.24191
PG(O-42:1),212175.817,144495.8099,146366.8889,124670.8279,244369.4955,265933.6182,226149.0565,180077.3337,238081.1199,180383.5743,213214.9558,39193.56302
PG(O-40:5),342985.369,257323.1777,210035.0549,177695.6323,412343.8532,409493.3113,398793.4132,308413.786,367354.8502,270338.7566,328776.1633,35816.88251
LPG(18:1) | PG(18:1),221070.9169,162213.4525,145390.0911,128442.5483,238619.9954,256724.1761,269800.6201,185277.7725,249552.6371,172443.5929,218507.4316,40653.2627
LPS(18:1) | PS(18:1),400872.992,297481.4842,247049.0801,220457.1769,420750.8151,443651.4176,475528.7155,349185.5883,429010.1168,298103.0245,395147.0303,53839.40405
[TG(58:1)]_FA16:0,129852.8897,68304.78488,73827.086,60897.44386,187378.212,208846.0148,183649.1139,142983.5713,193156.7523,118505.9892,165981.1925,14935.82108
[TG(58:5)]_FA18:0,392151.3461,194284.2152,221174.8152,193995.3708,476223.3559,521109.4183,562394.8629,454767.1549,516599.8361,359624.6469,469697.5124,23729.62134
PI(28:1),125503.2297,456239.4094,393594.8679,138529.7302,156974.9125,832012.5989,531544.6946,497015.1958,153998.1924,117574.7485,741468.2004,43964.88303
[TG(58:2)]_FA20:4,445375.3993,263206.7015,223050.7573,213928.8141,439741.3199,557943.6048,622150.7477,515514.346,567312.9407,364608.5676,496574.9126,24693.18167
CE(24:1) | 22:0 Stigmasteryl ester | 22:1 Sitosteryl ester,1381231.526,1251399.269,1841161.466,1173107.183,1866328.927,3756922.497,2510140.788,2085391.8,3415279.209,1193728.884,2989714.755,75213.30527
PG(36:7),378288.6307,245666.0774,247974.0961,231471.7191,378081.4678,454760.1946,400761.6067,285954.1067,400742.5518,298811.4243,406833.2335,40332.00262
22:0 Campesteryl ester,1275047.747,1048767.05,1622608.918,1002210.751,1677171.429,3227203.814,2258381.092,1693196.592,2998802.557,1114970.126,2688782.093,26874.30204
CE(20:3) | 18:2 Stigmasteryl ester | 18:3 Sitosteryl ester,1730694.392,2174637.423,2054823.983,2002968.796,1371043.273,3698205.953,4228598.631,3437651.129,3823854.686,1603876.988,3558974.651,112794.7882
PG(40:5),327475.9431,219131.079,218635.2935,184046.0536,427933.6097,448712.8533,363732.812,257628.7387,379189.1467,271055.2419,344726.6028,34341.28275
[TG(58:2)]_FA16:1,129392.6479,71663.46424,71821.20474,59255.30392,181310.0935,210462.2563,178000.0523,142795.55,180603.1146,119081.9475,164648.7319,15323.70102
[TG(60:12)]_FA16:1,120994.1106,66591.04547,65559.40497,55043.74435,161960.8709,179864.5917,173520.3304,128291.3095,166782.5118,108762.5287,156267.9102,14104.6411
PE(34:2),200114.3156,162492.5524,140200.1694,157630.8314,70510.68579,90766.36703,269237.3376,263784.7986,280467.9205,59082.16396,241991.8572,22574.92166
PG(38:5),271893.0629,187617.5543,169339.0917,164225.0308,305401.6235,331158.9015,307169.6069,223802.1555,302384.9612,218412.5735,278382.7209,42511.68298
LPI(17:1) | PI(P-18:0),273551.3753,453141.3679,348790.7247,139743.1888,254773.8977,660973.2098,682109.2027,511816.1193,323685.7405,223145.1513,723046.7106,27504.08173
[TG(52:6)]_FA20:0,380340.2048,205965.9952,226930.0741,185344.2521,349152.566,504092.8319,497937.2806,371403.3611,484651.7753,325450.8494,483865.5372,15673.04111
[TG(56:4)]_FA18:2,195638.5544,113426.9066,113216.4679,110294.1285,247162.3344,318576.2604,277273.1816,222200.814,297326.4799,165860.5902,261473.6186,25125.62189
LPE(21:0),124968.8705,88835.72675,81167.60602,87369.40601,47780.38331,73271.14543,145470.0903,135518.8896,146630.4509,53872.34355,139267.9894,24367.90144
PI(O-18:0),3405529.038,6170569.543,5516176.009,2615242.291,4258299.364,5184980.114,7683398.356,6553666.344,3125938.345,4130138.677,8298773.465,73936.90509
PI(40:8),70272.46495,159804.5728,172736.573,66784.26413,144124.9108,285448.4792,224376.9153,169435.3928,59035.06467,60820.48463,212013.5941,17246.20119
PS(O-30:0),378803.9643,262308.9363,239054.2161,220940.9951,423269.8718,442001.9312,432739.599,330005.0048,429004.4115,266347.7579,427038.116,43759.62311
Cer(d18:2/14:0),8495.920574,4117.040295,4830.580326,4127.50029,5998.960388,6270.38047,7244.460537,6191.820431,5309.920399,9619.120701,4683.880341,3615.840267
PS(30:0),314200.7638,239809.1196,203897.7336,216146.3932,329124.387,392955.2087,358726.209,278747.5177,375759.3684,243003.8584,361325.6675,73343.50549
[TG(56:4)]_FA16:0,528075.6773,286040.5374,251676.7411,242354.9384,530113.4601,481073.7565,459362.9546,414038.8699,427772.5541,484011.3694,395858.8857,18593.1413
[TG(58:4)]_FA20:0,194219.0359,109128.3668,107187.4474,102379.9476,209980.1353,260571.5975,278110.5973,207122.9927,261131.8205,162815.2525,252555.2603,15893.46112
22:0 Sitosteryl ester,1351542.34,1232788.237,1822921.273,1166146.6,1931277.831,3713683.424,2516179.905,2052731.354,3368838.204,1201522.328,2908136.552,77169.50589
LPC(9:0),74487.62567,59160.76404,53767.28394,59209.08398,60134.46405,38983.32269,98192.96759,85598.06525,90434.54547,71423.02484,89760.38708,35246.28262
LPI(17:1) | PI(P-18:0)_2,280036.9346,443629.7342,338156.7968,139779.8306,226326.4332,619909.3315,659379.4237,501440.3709,326818.4606,229051.5766,680622.6469,31784.84236
LPS(18:1) | PS(18:1)_2,403833.0506,291960.1172,235063.7988,227239.8137,417291.4141,437115.5748,472936.5081,351352.4211,437790.175,304052.1183,393633.5837,51520.74347
LPS(22:2) | PS(22:2),274471.4761,164893.971,146223.8907,140668.6707,219697.3148,371678.5679,349703.8488,273185.7609,330785.8061,218165.7365,335862.3499,42538.12268
O-(11-carboxyundecanoyl)carnitine,1860771.217,1443808.442,1714790.016,1381577.285,1842350.189,2261819.785,1428583.452,1602066.456,1937152.885,1786530.943,3834011.323,126964.7892
PC(30:0),1160716.708,787524.5968,854825.6083,969905.4005,969502.0788,438293.1312,1300541.323,1608766.322,1606754.961,1030305.33,1358739.182,53974.70413
PC(44:0),79210.58581,47752.44376,47584.78331,49616.14359,66428.74506,41297.44337,92118.50604,76520.06503,85039.90648,61540.10408,86592.5062,14157.86101
PE(P-36:5),172999.7908,126976.1885,105202.5876,115558.4275,66581.08444,72318.90527,213742.7559,191764.7927,214719.5734,50757.72382,217755.3767,23008.10141
PG(O-34:0),331520.6813,223721.4373,222087.2339,202986.0754,332929.6013,460283.694,296359.5622,264755.5793,368849.2275,253395.199,374256.9656,104824.8668
CE(20:2) | 18:1 Stigmasteryl ester | 18:2 Sitosteryl ester,1713379.183,2307182.486,2143628.297,2105953.634,1543084.246,3874732.99,4368061.713,3554552.204,3945552.936,1744661.247,3696464.866,120097.8483
19:0 Campesteryl ester_simulated | CE(20:0) | 18:0 Sitosteryl ester,1622310.22,2261773.299,2128864.552,2048963.45,1446126.169,3764108.48,4299223.976,3506834.315,3910540.182,1566165.842,3599994.375,112414.7485
[TG(58:9)]_FA16:1,159805.3532,88750.22644,95924.04663,76816.10651,233672.8171,250892.7377,229612.5156,184416.2342,232505.8564,152872.9513,210534.3967,17404.08098
22:1 Campesteryl ester,1188570.399,1006637.963,1542582.121,976611.7721,1647700.343,3069855.121,2170895.898,1659973.79,2829398.51,1046323.881,2518530.783,26758.60181
PI(O-36:4) | PI(P-36:3),58711.62433,153036.9509,136212.069,56260.48354,111863.507,284079.9791,238495.1153,200648.957,47513.60323,87004.14671,237428.9958,20704.50161
CE(22:0) | 20:0 Sitosteryl ester,486254.774,702086.145,680975.2891,626734.6023,516514.8938,1250056.555,1256154.983,1139922.341,1269536.918,452921.4103,1158563.441,27702.32187
PS(42:5),243657.0577,161843.671,157703.8104,131946.3881,296044.9595,297277.0391,279641.3215,208047.8741,277330.3593,183647.7513,261105.4961,36057.10254
[TG(56:5)]_FA16:1,516443.6709,272090.7748,241735.9966,222041.4783,530976.3748,459838.9117,453520.1581,384003.843,418180.6045,474648.4678,391601.1258,17267.78119
[TG(60:6)]_FA20:4,281924.9196,205089.1959,180069.0095,179172.8333,420349.3478,444746.7103,479530.7911,431593.3561,455111.4456,257797.222,421241.8036,16491.90116
Cholesteryl 11-hydroperoxy-eicosatetraenoate | CE(22:2) | 20:1 Stigmasteryl ester | 20:2 Sitosteryl ester,533870.6376,700159.7735,663030.6465,613211.6491,474769.6757,1256229.608,1237291.486,1111881.067,1245960.643,458317.6138,1124422.562,34096.34209
LPC(5:0),186421.5556,128309.97,92295.94623,98872.76517,126907.1099,55610.88394,218236.2365,170681.4324,188936.3159,151697.4912,170989.1757,29790.94232
